name,genus,name,Deer1,Deer2,DeerSp,Native,Habitat,duration,height,minffd,mintemp,sdabun,sdperiod,sdsprdrate,sdvigor,vegsprdrate,seedwt,ThorMFD,HosmMFD,PrimMFD,WinterTemp,absWinterTemp,TPdeltaFlwr,HPdeltaFlwr,HPdeltaFlwr_2,THdeltaFlwr,syndrome1,syndrome2,syndromeBinary,sexuality,symmetry,nectaries,size,AvgLat,MinLat,tMinLat,MaxLat,tMaxlat,SDLat,tSDLat,tseedwt,tsize,tminffd,theight,habit,HabiatBinary,GF,Decid_Egreen,Needle_Broad,C3C4,N2fixer,logLL,logLMA,logNmass,logNarea,logPmass,logParea,logAmass,logAarea,logGs,logRdmass,logRdarea
Solanum_dulcamara,Solanum,dulcamara,NA,NA,NA,1,3,3,3,127,-52,NA,NA,NA,NA,NA,1.61,160.75,172.1875,156,0,0,4.75,16.1875,16.1875,11.4375,7,3,1,0,0,1,1.3,42.27867479,30.452,1.483615821,49.76,1.696880372,2.819546041,0.450179191,0.206825876,0.113943352,11.26942767,0.477121255,3,1,V,D,NA,NA,N,NA,1.426720302,0.583576586,0.010296887,-0.515083568,-1.088363266,NA,NA,NA,NA,NA
Iris_pseudacorus,Iris,pseudacorus,yes,yes,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.2,152.6666667,NA,NA,NA,10.53333333,10.53333333,NA,7,3,1,0,0,1,10.2,40.4167158,29.4513,1.46910447,48.8337,1.688719631,4.299931197,0.633461507,NA,1.008600172,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ornithogalum_umbellatum,Ornithogalum,umbellatum,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,138.75,NA,NA,NA,13.25,13.25,NA,10,2,1,0,0,1,3.2,38.65147517,30.5438,1.484923067,46.8867,1.671049667,2.84986309,0.454823997,NA,0.505149978,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lythrum_salicaria,Lythrum,salicaria,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,198.1111111,174,NA,NA,NA,24.11111111,24.11111111,NA,7,3,1,0,0,1,1.9,42.26344326,32.7294,1.514938044,48.8337,1.688719631,3.042305464,0.483202817,-1.397940009,0.278753601,NA,NA,3,1,H,NA,NA,NA,NA,NA,1.785156152,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia_nummularia,Lysimachia,nummularia,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042,NA,176.5,167,NA,NA,NA,9.5,9.5,NA,10,2,1,0,0,0,2.5,40.03498625,30.5438,1.484923067,46.9251,1.671405207,2.590490775,0.41338205,-1.37675071,0.397940009,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum_cuspidatum,Polygonum,cuspidatum,yes,yes,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,NA,NA,241,NA,NA,NA,NA,NA,NA,10,2,1,0,1,1,0.3,41.3825475,32.15,1.507180977,49.05,1.690639012,3.479957389,0.541573926,-0.086186148,-0.522878745,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cynanchum_louiseae,Cynanchum,louiseae,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.5,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,0.3,41.87055062,38.397,1.584297294,45.0153,1.653360149,1.299373443,0.113733986,NA,-0.522878745,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum_scandens,Polygonum,scandens,yes,yes,NA,0,4,3,5,127,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,0.4,NA,NA,NA,NA,10,2,1,0,0,1,0.3,39.22206629,29.3353,1.467390534,50.633,1.70443366,3.430153278,0.535313527,NA,-0.522878745,11.26942767,0.698970004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lindernia_dubia,Lindernia,dubia,NA,NA,NA,0,4,1,0.2,127,-52,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1.3,38.21395712,18.3578,1.263820634,48.2593,1.683581018,4.305892528,0.634063186,-2.698970004,0.113943352,11.26942767,-0.698970004,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alisma_triviale,Alisma,triviale,NA,NA,NA,0,4,3,1,127,-50,NA,NA,NA,NA,NA,NA,203.5,200.1333333,202.3333333,-0.6,0.6,1.166666667,-2.2,-2.2,-3.366666667,10,2,1,0,0,1,1,43.02939267,31.8908,1.503665414,48.8337,1.688719631,3.40584731,0.532225174,NA,0,11.26942767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anemone_canadensis,Anemone,canadensis,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,0,2.5,42.90913424,35.053,1.544725193,62.85,1.798305282,3.107295851,0.492382605,0.401572846,0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennaria_howellii,Antennaria,howellii,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,0,1,NA,43.96513412,38.0311,1.580138887,60.483,1.781633324,3.60986474,0.557490929,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennaria_neglecta,Antennaria,neglecta,NA,NA,NA,0,3,3,1,90,-38,2,1,1,1,2,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,2,0,1,0.3,41.88757849,33.9702,1.531098104,65.883,1.818773367,3.314523955,0.520421162,-1.080921908,-0.522878745,9.486832981,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apocynum_floribundum,Apocynum,floribundum,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,1.3,47.20566686,46.967,1.671792821,47.4,1.675778342,0.179530602,-0.745861513,NA,0.113943352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asclepias_speciosa,Asclepias,speciosa,NA,NA,NA,0,3,3,6,90,-33,3,2,2,2,0,7.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,0.6,42.16023457,33.1851,1.520943131,50.633,1.70443366,3.721596235,0.570729254,0.864629725,-0.22184875,9.486832981,0.77815125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asclepias_tuberosa,Asclepias,tuberosa,NA,NA,NA,0,3,3,2,135,-45,2,2,1,1,0,7.173,228,NA,190,NA,NA,38,NA,NA,NA,6,3,1,0,0,1,1.3,37.39496004,26.0829,1.416355876,47.7746,1.67919706,3.933069265,0.594731595,0.855700831,0.113943352,11.61895004,0.301029996,NA,NA,H,NA,B,C3,N,NA,1.91721463,0.328379603,0.245512668,NA,NA,2.135863814,1.053078443,2.274157849,1.276461804,0.117271296
Bidens_laevis,Bidens,laevis,NA,NA,NA,0,4,2,3.3,145,-45,3,2,3,3,0,1.269,238,240.3846154,257,NA,NA,-19,-16.61538462,-16.61538462,2.384615385,10,2,1,0,0,1,2.5,35.50477117,26.0829,1.416355876,43.994,1.64339345,4.724651339,0.674369765,0.103461622,0.397940009,12.04159458,0.51851394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bidens_vulgata,Bidens,vulgata,NA,NA,NA,0,4,1,1.2,213,-52,NA,NA,NA,NA,NA,2.8,NA,NA,241,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1,41.65581564,33.5897,1.526206125,48.8093,1.688502579,3.01629985,0.479474512,0.447158031,0,14.59451952,0.079181246,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chelone_lyonii,Chelone,lyonii,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,3.2,36.78127513,34.7407,1.540838565,44.0323,1.643771371,2.563503084,0.408833844,NA,0.505149978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmodium_cuspidatum,Desmodium,cuspidatum,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,NA,39.17295398,30.4209,1.483172058,45.0034,1.653245326,2.776602782,0.443513755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmodium_glutinosum,Desmodium,glutinosum,NA,NA,NA,0,1,3,0.4,127,-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1.3,39.83075023,28.3443,1.452465736,48.7684,1.688138507,3.521780103,0.546762236,NA,0.113943352,11.26942767,-0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmodium_marilandicum,Desmodium,marilandicum,NA,NA,NA,0,1,3,1,225,-45,NA,NA,NA,NA,NA,NA,228,220.8,231,0.1,0.1,-3,-10.2,-10.2,-7.2,7,3,1,0,1,1,NA,37.3299188,28.301,1.451801781,43.021,1.633680501,2.950054338,0.469830015,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicentra_cucullaria,Dicentra,cucullaria,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1.9,40.48366532,33.2879,1.522286398,48.4696,1.685469436,3.018039996,0.479724991,0.118595365,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doellingeria_infirma,Doellingeria,infirma,NA,NA,NA,0,1,3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.3571429,231,NA,NA,NA,-7.642857143,-7.642857143,NA,10,2,1,0,0,1,2.5,37.79699708,30.5816,1.485460204,42.8149,1.631594934,2.397764932,0.379806604,NA,0.397940009,NA,0.041392685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enemion_biternatum,Enemion,biternatum,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,10,2,1,0,0,0,1.9,39.40042105,30.6132,1.485908729,46.7083,1.669394061,2.665253754,0.425738564,NA,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epilobium_ciliatum,Epilobium,ciliatum,NA,NA,NA,0,4,3,1,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,217.6666667,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.3,43.66610659,19.5975,1.292200673,65.667,1.817347176,4.430323791,0.646435468,-1.075720714,0.113943352,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythronium_americanum,Erythronium,americanum,NA,NA,NA,0,1,3,0.2,127,-52,NA,NA,NA,NA,NA,NA,NA,121.9,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,2.5,39.78946292,32.5999,1.513216268,47.5784,1.677409833,3.080474045,0.488617554,NA,0.397940009,11.26942767,-0.698970004,NA,NA,H,NA,B,C3,N,0.278753601,1.653647026,0.62324929,0.276896316,NA,NA,2.419955748,1.075546961,2.555094449,1.716003344,0.369650361
Froelichia_gracilis,Froelichia,gracilis,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,0,0,0.3,38.07152594,28.865,1.460371562,46.4508,1.666993198,3.124967565,0.494845514,NA,-0.522878745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Galium_tinctorium,Galium,tinctorium,no,no,NA,0,4,3,0.8,90,-52,3,2,2,2,0,0.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.3,38.2378991,26.0829,1.416355876,52.917,1.723595215,5.141746869,0.711110692,-0.042392713,-0.522878745,9.486832981,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gentiana_clausa,Gentiana,clausa,NA,NA,NA,0,4,3,1.5,100,-45,3,2,2,1,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,3.8,40.03207606,35.5529,1.550875031,43.5629,1.639116783,1.988047084,0.298426666,-1.301029996,0.579783597,10,0.176091259,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gleditsia_triacanthos,Gleditsia,triacanthos,NA,NA,NA,0,2,3,75,180,-45,3,1,1,2,0,165.799,NA,NA,160,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,0.3,37.71831698,28.9052,1.460975979,46.9774,1.671888977,3.432488536,0.535609095,2.219581907,-0.522878745,13.41640786,1.875061263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helenium_autumnale,Helenium,autumnale,NA,NA,NA,0,3,3,4.9,100,-43,2,3,3,3,0,0.33,NA,NA,231,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,3.8,39.81140945,28.514,1.455058145,54.3,1.73479983,3.911217001,0.592311912,-0.48148606,0.579783597,10,0.69019608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helenium_flexuosum,Helenium,flexuosum,NA,NA,NA,0,3,NA,NA,140,-28,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,5.1,37.01155021,27.9598,1.446534061,46.7154,1.669460072,3.591676497,0.555297213,NA,0.707570176,11.83215957,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Helianthus_tuberosus,Helianthus,tuberosus,NA,NA,NA,0,1,3,9.8,100,-52,2,2,2,2,3,5.995,NA,NA,257,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,8.9,39.69236451,29.847,1.474900686,48.7917,1.68834595,3.390240732,0.530230537,0.777789187,0.949390007,10,0.991226076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heliopsis_helianthoides,Heliopsis,helianthoides,NA,NA,NA,0,3,NA,NA,160,-18,2,2,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,5.1,40.04625146,30.4209,1.483172058,52.833,1.722905272,3.573183037,0.553055264,0.477121255,0.707570176,12.64911064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isotria_verticillata,Isotria,verticillata,NA,NA,NA,0,1,3,0.4,225,-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1.9,38.22418256,30.0658,1.478072764,45.0267,1.653470119,3.018016306,0.479721582,NA,0.278753601,15,-0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liatris_scariosa,Liatris,scariosa,NA,NA,NA,0,3,3,1,NA,NA,NA,NA,NA,NA,NA,4.536,226.75,232.7272727,NA,NA,NA,NA,NA,NA,5.977272727,10,2,1,0,0,1,2.5,39.2958176,30.6843,1.48691622,43.4124,1.637613796,2.48236782,0.394866133,0.656673046,0.397940009,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_tripetala,Magnolia,tripetala,NA,NA,NA,0,1,3,30,160,-3,2,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,0,0,1,25.4,36.38100454,30.463,1.48377267,42.3393,1.626743674,2.160863196,0.334627273,NA,1.404833717,12.64911064,1.477121255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marshallia_sp.,Marshallia,sp.,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,3.8,NA,NA,NA,NA,NA,NA,NA,0.342422681,0.579783597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oenothera_laciniata,Oenothera,laciniata,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,158,NA,NA,NA,NA,NA,NA,5,3,1,0,0,1,2.5,35.84558554,19.5975,1.292200673,47.0353,1.672423918,3.899767908,0.591038761,-0.397940009,0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Physalis_heterophylla,Physalis,heterophylla,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,1.9,39.44644385,26.4937,1.423142614,48.7684,1.688138507,3.962324972,0.597950092,0.305995883,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantago_virginica,Plantago,virginica,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,NA,NA,NA,NA,NA,NA,8,1,0,0,0,0,0.3,36.27182701,25.1171,1.399969495,47.7257,1.678752307,3.667937867,0.56442197,NA,-0.522878745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum_amphibium,Polygonum,amphibium,yes,yes,NA,0,4,3,0.1,110,-52,1,2,2,1,2,4.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,1,1,0.3,41.9474693,26.1495,1.417463389,65.883,1.818773367,4.060400799,0.608568905,0.651278014,-0.522878745,10.48808848,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prenanthes_altissima,Prenanthes,altissima,NA,NA,NA,0,1,3,2,127,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.9,39.04283856,30.7331,1.487606369,47.733,1.67881873,3.1473313,0.497942461,NA,0.278753601,11.26942767,0.301029996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prenanthes_autumnalis,Prenanthes,autumnalis,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.9,35.48751037,30.3342,1.481932546,39.8757,1.60070832,1.965860957,0.293552798,NA,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus_recurvatus,Ranunculus,recurvatus,yes,yes,NA,0,1,3,0.7,127,-52,NA,NA,NA,NA,NA,0.677,145.4,181,140.25,NA,NA,5.15,40.75,40.75,35.6,10,2,1,0,0,1,0.6,38.889702,29.7936,1.474122983,48.8337,1.688719631,3.644955298,0.561692206,-0.169411331,-0.22184875,11.26942767,-0.15490196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinanthus_minor,Rhinanthus,minor,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,NA,NA,177,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1.9,45.87715105,35.3836,1.548802017,57.867,1.762430968,4.887206244,0.689060667,0.340444115,0.278753601,NA,NA,NA,NA,H,NA,B,C3,N,NA,1.817101689,0.550002831,0.367104519,NA,NA,NA,NA,NA,NA,NA
Rhododendron_maximum,Rhododendron,maximum,NA,NA,NA,0,1,3,25,150,-13,1,1,1,1,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,5.1,38.73608905,33.7894,1.52878048,45.5059,1.658067708,2.614014245,0.41730795,-1.045757491,0.707570176,12.24744871,1.397940009,NA,NA,T,E,B,C3,N,1.681241237,2.310691141,-0.065501549,0.245189592,NA,NA,1.530199698,0.835056102,2.133538908,0.579783597,-0.109525271
Rosa_nitida,Rosa,nitida,NA,NA,NA,0,4,3,1,127,-47,NA,NA,NA,NA,NA,NA,164.3333333,173.5555556,165,NA,NA,-0.666666667,8.555555556,8.555555556,9.222222222,10,2,1,0,0,0,5.1,44.42860258,40.4463,1.606878799,50.05,1.699404082,2.345106487,0.370162568,NA,0.707570176,11.26942767,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sisyrinchium_montanum,Sisyrinchium,montanum,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1.9,44.59007125,35.6879,1.552520993,63.268,1.801184106,4.90129302,0.690310667,NA,0.278753601,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago_sempervirens,Solidago,sempervirens,no,no,NA,0,2,3,3.5,180,-13,1,2,2,1,2,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,1,35.41142917,25.1171,1.399969495,49.467,1.694315573,5.827360034,0.765471851,-0.189095719,0,13.41640786,0.544068044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suaeda_linearis,Suaeda,linearis,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0,0,0,0,0.6,34.61186673,25.1171,1.399969495,44.5661,1.64900463,6.006944032,0.778653586,NA,-0.22184875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum_dumosum,Symphyotrichum,dumosum,NA,NA,NA,0,3,3,1,NA,NA,NA,NA,NA,NA,NA,0.093,212.75,219.875,241,0,0,-28.25,-21.125,-21.125,7.125,10,2,1,0,0,1,1.9,35.66774355,25.1171,1.399969495,46.6484,1.668836752,4.200429779,0.623293729,-1.031517051,0.278753601,NA,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum_lanceolatum,Symphyotrichum,lanceolatum,NA,NA,NA,0,3,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,234.6,NA,267,NA,NA,-32.4,NA,NA,NA,10,2,1,0,0,1,1.9,41.06325941,27.4274,1.43818464,54.383,1.735463161,4.394125921,0.642872498,NA,0.278753601,NA,0.176091259,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symphyotrichum_urophyllum,Symphyotrichum,urophyllum,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,NA,38.89054204,30.2328,1.480478371,42.1034,1.624317168,2.619814617,0.418270561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teucrium_canadense,Teucrium,canadense,NA,NA,NA,0,1,3,3.3,120,-45,2,2,1,2,0,1.748,NA,NA,209.3333333,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1.6,38.57818296,25.1171,1.399969495,52.35,1.718916686,4.377788485,0.641254775,0.242541428,0.204119983,10.95445115,0.51851394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trillium_grandiflorum,Trillium,grandiflorum,yes,yes,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.2307692,126,NA,NA,NA,1.230769231,1.230769231,NA,10,2,1,0,0,1,10.2,40.89840239,34.6882,1.540181765,47.5784,1.677409833,3.18199216,0.502699105,NA,1.008600172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium_fuscatum,Vaccinium,fuscatum,NA,NA,NA,0,4,3,2.5,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,0.5,35.41069351,30.3991,1.482860726,41.1418,1.614283289,2.566925758,0.409413308,-0.494850022,-0.301029996,NA,0.397940009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vallisneria_americana,Vallisneria,americana,NA,NA,NA,0,4,3,1,90,-52,1,2,2,2,1,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,2,1,0,1.3,40.51403574,26.0829,1.416355876,48.8337,1.688719631,4.916415364,0.691648567,0.526339277,0.113943352,9.486832981,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_primulifolia,Viola,primulifolia,no,yes,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,1,27.30555534,27.3056,1.436251724,27.3056,1.436251724,0,NA,-0.259637311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_striata,Viola,striata,no,yes,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,NA,NA,151,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,2.5,38.78461138,33.1703,1.520749399,45.8511,1.661349759,2.123746434,0.327102663,0.021189299,0.397940009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
