"genus","species","native.exotic","latbi"
"Lycopodiella","subappressa","native","lycopodiella_subappressa"
"Lycopodium","alpinum","native","lycopodium_alpinum"
"Lycopodium","annotinum","native","lycopodium_annotinum"
"Lycopodium","clavatum","native","lycopodium_clavatum"
"Lycopodium","complanatum","native","lycopodium_complanatum"
"Lycopodium","dendroideum","native","lycopodium_dendroideum"
"Lycopodium","digitatum","native","lycopodium_digitatum"
"Lycopodium","habereri","native","lycopodium_habereri"
"Lycopodium","hickeyi","native","lycopodium_hickeyi"
"Lycopodium","issleri","native","lycopodium_issleri"
"Lycopodium","lagopus","native","lycopodium_lagopus"
"Lycopodium","obscurum","native","lycopodium_obscurum"
"Lycopodium","phlegmaria",NA,"lycopodium_phlegmaria"
"Lycopodium","sabinifolium","native","lycopodium_sabinifolium"
"Lycopodium","sitchense","native","lycopodium_sitchense"
"Lycopodium","tristachyum","native","lycopodium_tristachyum"
"Lycopodium","venustulum",NA,"lycopodium_venustulum"
"Lycopodium","volubile",NA,"lycopodium_volubile"
"Lycopodium","zeilleri","native","lycopodium_zeilleri"
"Lycopus","americanus","native","lycopus_americanus"
"Lycopus","amplectens","native","lycopus_amplectens"
"Lycopus","asper","native","lycopus_asper"
"Lycopus","cokeri","native","lycopus_cokeri"
"Lycopus","europaeus","exotic","lycopus_europaeus"
"Lycopus","laurentianus",NA,"lycopus_laurentianus"
"Lycopus","rubellus","native","lycopus_rubellus"
"Lycopus","sherardii","native","lycopus_sherardii"
"Lycopus","uniflorus","native","lycopus_uniflorus"
"Lycopus","virginicus","native","lycopus_virginicus"
"Lycoris","radiata","exotic","lycoris_radiata"
"Lycoris","squamigera","exotic","lycoris_squamigera"
"Lycurus","phleoides","native","lycurus_phleoides"
"Lycurus","setosus","native","lycurus_setosus"
"Lyellia","aspera",NA,"lyellia_aspera"
"Lygeum","spartum",NA,"lygeum_spartum"
"Lygodesmia","aphylla","native","lygodesmia_aphylla"
"Lygodesmia","arizonica","native","lygodesmia_arizonica"
"Lygodesmia","dianthopsis","native","lygodesmia_dianthopsis"
"Lygodesmia","doloresensis","native","lygodesmia_doloresensis"
"Lygodesmia","entrada","native","lygodesmia_entrada"
"Lygodesmia","grandiflora","native","lygodesmia_grandiflora"
"Lygodesmia","juncea","native","lygodesmia_juncea"
"Lygodesmia","ramosissima","native","lygodesmia_ramosissima"
"Lygodesmia","texana","native","lygodesmia_texana"
"Lygodium","auriculatum",NA,"lygodium_auriculatum"
"Lygodium","japonicum","exotic","lygodium_japonicum"
"Lygodium","microphyllum","exotic","lygodium_microphyllum"
"Lygodium","palmatum","native","lygodium_palmatum"
"Lygodium","venustum",NA,"lygodium_venustum"
"Lyonia","ferruginea","native","lyonia_ferruginea"
"Lyonia","fruticosa","native","lyonia_fruticosa"
"Lyonia","ligustrina","native","lyonia_ligustrina"
"Lyonia","lucida","native","lyonia_lucida"
"Lyonia","mariana","native","lyonia_mariana"
"Lyonia","rubiginosa",NA,"lyonia_rubiginosa"
"Lyonia","truncata",NA,"lyonia_truncata"
"Lyonothamnus","floribundus","native","lyonothamnus_floribundus"
"Lyrocarpa","coulteri","native","lyrocarpa_coulteri"
"Lysichiton","americanus","native","lysichiton_americanus"
"Lysiloma","candidum",NA,"lysiloma_candidum"
"Lysiloma","divaricatum",NA,"lysiloma_divaricatum"
"Lysiloma","latisiliquum","native","lysiloma_latisiliquum"
"Lysiloma","sabicu","exotic","lysiloma_sabicu"
"Lysiloma","watsonii","native","lysiloma_watsonii"
"Lysimachia","asperulifolia","native","lysimachia_asperulifolia"
"Lysimachia","barystachys","exotic","lysimachia_barystachys"
"Lysimachia","ciliata","native","lysimachia_ciliata"
"Lysimachia","clethroides","exotic","lysimachia_clethroides"
"Lysimachia","commixta","native","lysimachia_commixta"
"Lysimachia","daphnoides",NA,"lysimachia_daphnoides"
"Lysimachia","filifolia",NA,"lysimachia_filifolia"
"Lysimachia","forbesii",NA,"lysimachia_forbesii"
"Lysimachia","fraseri","native","lysimachia_fraseri"
"Lysimachia","glutinosa",NA,"lysimachia_glutinosa"
"Lysimachia","graminea","native","lysimachia_graminea"
"Lysimachia","haupuensis",NA,"lysimachia_haupuensis"
"Lysimachia","hillebrandii",NA,"lysimachia_hillebrandii"
"Lysimachia","hybrida","native","lysimachia_hybrida"
"Lysimachia","iniki",NA,"lysimachia_iniki"
"Lysimachia","japonica","exotic","lysimachia_japonica"
"Lysimachia","kahiliensis",NA,"lysimachia_kahiliensis"
"Lysimachia","kalalauensis",NA,"lysimachia_kalalauensis"
"Lysimachia","lamiatilis",NA,"lysimachia_lamiatilis"
"Lysimachia","lanceolata","native","lysimachia_lanceolata"
"Lysimachia","loomisii","native","lysimachia_loomisii"
"Lysimachia","lydgatei",NA,"lysimachia_lydgatei"
"Lysimachia","mauritiana",NA,"lysimachia_mauritiana"
"Lysimachia","maxima",NA,"lysimachia_maxima"
"Lysimachia","nummularia","exotic","lysimachia_nummularia"
"Lysimachia","ovoidea",NA,"lysimachia_ovoidea"
"Lysimachia","pendens",NA,"lysimachia_pendens"
"Lysimachia","producta","native","lysimachia_producta"
"Lysimachia","punctata","exotic","lysimachia_punctata"
"Lysimachia","quadriflora","native","lysimachia_quadriflora"
"Lysimachia","quadrifolia","native","lysimachia_quadrifolia"
"Lysimachia","radfordii","native","lysimachia_radfordii"
"Lysimachia","radicans","native","lysimachia_radicans"
"Lysimachia","remyi",NA,"lysimachia_remyi"
"Lysimachia","scopulensis",NA,"lysimachia_scopulensis"
"Lysimachia","terrestris","native","lysimachia_terrestris"
"Lysimachia","thyrsiflora","native","lysimachia_thyrsiflora"
"Lysimachia","tonsa","native","lysimachia_tonsa"
"Lysimachia","venosa",NA,"lysimachia_venosa"
"Lysimachia","verticillata",NA,"lysimachia_verticillata"
"Lysimachia","vulgaris","exotic","lysimachia_vulgaris"
"Lysimachia","waianaeensis",NA,"lysimachia_waianaeensis"
"Lythrum","alatum","native","lythrum_alatum"
"Lythrum","californicum","native","lythrum_californicum"
"Lythrum","curtissii","native","lythrum_curtissii"
"Lythrum","flagellare","native","lythrum_flagellare"
"Lythrum","hyssopifolium","exotic","lythrum_hyssopifolium"
"Lythrum","lineare","native","lythrum_lineare"
"Lythrum","maritimum",NA,"lythrum_maritimum"
"Lythrum","ovalifolium","native","lythrum_ovalifolium"
"Lythrum","portula","exotic","lythrum_portula"
"Lythrum","salicaria","exotic","lythrum_salicaria"
"Lythrum","thymifolia","exotic","lythrum_thymifolia"
"Lythrum","tribracteatum","exotic","lythrum_tribracteatum"
"Lythrum","virgatum","exotic","lythrum_virgatum"
"Maackia","amurensis",NA,"maackia_amurensis"
"Mabrya","acerifolia","native","mabrya_acerifolia"
"Macadamia","integrifolia",NA,"macadamia_integrifolia"
"Macadamia","tetraphylla",NA,"macadamia_tetraphylla"
"Macaranga","mappa",NA,"macaranga_mappa"
"Macaranga","tanarius",NA,"macaranga_tanarius"
"Macaranga","thompsonii",NA,"macaranga_thompsonii"
"Macbridea","alba","native","macbridea_alba"
"Macbridea","caroliniana","native","macbridea_caroliniana"
"Macfadyena","unguis-cati","exotic","macfadyena_unguis-cati"
"Machaeranthera","arida","native","machaeranthera_arida"
"Machaeranthera","asteroides","native","machaeranthera_asteroides"
"Machaeranthera","bigelovii","native","machaeranthera_bigelovii"
"Machaeranthera","blephariphylla","native","machaeranthera_blephariphylla"
"Machaeranthera","canescens","native","machaeranthera_canescens"
"Machaeranthera","carnosa","native","machaeranthera_carnosa"
"Machaeranthera","coloradoensis","native","machaeranthera_coloradoensis"
"Machaeranthera","gracilis","native","machaeranthera_gracilis"
"Machaeranthera","grindelioides","native","machaeranthera_grindelioides"
"Machaeranthera","gypsitherma","native","machaeranthera_gypsitherma"
"Machaeranthera","gypsophila","native","machaeranthera_gypsophila"
"Machaeranthera","juncea","native","machaeranthera_juncea"
"Machaeranthera","parviflora","native","machaeranthera_parviflora"
"Machaeranthera","pinnatifida","native","machaeranthera_pinnatifida"
"Machaeranthera","riparia","native","machaeranthera_riparia"
"Machaeranthera","tagetina","native","machaeranthera_tagetina"
"Machaeranthera","tanacetifolia","native","machaeranthera_tanacetifolia"
"Machaeranthera","viscida","native","machaeranthera_viscida"
"Machaerina","angustifolia",NA,"machaerina_angustifolia"
"Machaerina","falcata",NA,"machaerina_falcata"
"Machaerina","mariscoides",NA,"machaerina_mariscoides"
"Machaerina","restioides",NA,"machaerina_restioides"
"Machaerium","lunatum",NA,"machaerium_lunatum"
"Machaonia","portoricensis",NA,"machaonia_portoricensis"
"Machaonia","woodburyana",NA,"machaonia_woodburyana"
"Macleaya","cordata","exotic","macleaya_cordata"
"Maclura","pomifera","native","maclura_pomifera"
"Maclura","tinctoria",NA,"maclura_tinctoria"
"Macradenia","lutescens","native","macradenia_lutescens"
"Macranthera","flammea","native","macranthera_flammea"
"Macrocoma","sullivantii",NA,"macrocoma_sullivantii"
"Macromeria","viridiflora","native","macromeria_viridiflora"
"Macromitrium","richardii",NA,"macromitrium_richardii"
"Macroptilium","atropurpureum","native","macroptilium_atropurpureum"
"Macroptilium","bracteatum",NA,"macroptilium_bracteatum"
"Macroptilium","gibbosifolium","exotic","macroptilium_gibbosifolium"
"Macroptilium","lathyroides","exotic","macroptilium_lathyroides"
"Macroptilium","supinum","native","macroptilium_supinum"
"Macrosiphonia","brachysiphon","native","macrosiphonia_brachysiphon"
"Macrosiphonia","hypoleuca","native","macrosiphonia_hypoleuca"
"Macrosiphonia","lanuginosa","native","macrosiphonia_lanuginosa"
"Macrothelypteris","torresiana","exotic","macrothelypteris_torresiana"
"Macrotyloma","axillare",NA,"macrotyloma_axillare"
"Macrotyloma","geocarpum",NA,"macrotyloma_geocarpum"
"Macrotyloma","tenuiflorum",NA,"macrotyloma_tenuiflorum"
"Macrotyloma","uniflorum",NA,"macrotyloma_uniflorum"
"Macrozamia","communis",NA,"macrozamia_communis"
"Madhuca","indica",NA,"madhuca_indica"
"Madhuca","longifolia",NA,"madhuca_longifolia"
"Madia","anomala","native","madia_anomala"
"Madia","citrigracilis","native","madia_citrigracilis"
"Madia","citriodora","native","madia_citriodora"
"Madia","elegans","native","madia_elegans"
"Madia","exigua","native","madia_exigua"
"Madia","glomerata","native","madia_glomerata"
"Madia","gracilis","native","madia_gracilis"
"Madia","madioides","native","madia_madioides"
"Madia","radiata","native","madia_radiata"
"Madia","sativa","native","madia_sativa"
"Madia","subspicata","native","madia_subspicata"
"Maerua","crassifolia",NA,"maerua_crassifolia"
"Maerua","subcordata",NA,"maerua_subcordata"
"Maesa","carolinensis",NA,"maesa_carolinensis"
"Maesopsis","eminii",NA,"maesopsis_eminii"
"Magnolia","acuminata","native","magnolia_acuminata"
"Magnolia","ashei","native","magnolia_ashei"
"Magnolia","dealbata",NA,"magnolia_dealbata"
"Magnolia","denudata",NA,"magnolia_denudata"
"Magnolia","fraseri","native","magnolia_fraseri"
"Magnolia","grandiflora","native","magnolia_grandiflora"
"Magnolia","kobus","exotic","magnolia_kobus"
"Magnolia","macrophylla","native","magnolia_macrophylla"
"Magnolia","portoricensis",NA,"magnolia_portoricensis"
"Magnolia","pterocarpa",NA,"magnolia_pterocarpa"
"Magnolia","pyramidata","native","magnolia_pyramidata"
"Magnolia","soulangiana","exotic","magnolia_soulangiana"
"Magnolia","splendens",NA,"magnolia_splendens"
"Magnolia","stellata","exotic","magnolia_stellata"
"Magnolia","tripetala","native","magnolia_tripetala"
"Magnolia","virginiana","native","magnolia_virginiana"
"_Mahoberberis","neubertii",NA,"_mahoberberis_neubertii"
"Mahonia","aquifolium","native","mahonia_aquifolium"
"Mahonia","bealei","exotic","mahonia_bealei"
"Mahonia","dictyota","native","mahonia_dictyota"
"Mahonia","fremontii","native","mahonia_fremontii"
"Mahonia","haematocarpa","native","mahonia_haematocarpa"
"Mahonia","lomariifolia",NA,"mahonia_lomariifolia"
"Mahonia","nervosa","native","mahonia_nervosa"
"Mahonia","nevinii","native","mahonia_nevinii"
"Mahonia","pinnata","native","mahonia_pinnata"
"Mahonia","repens","native","mahonia_repens"
"Mahonia","siamensis",NA,"mahonia_siamensis"
"Mahonia","swaseyi","native","mahonia_swaseyi"
"Mahonia","trifoliolata","native","mahonia_trifoliolata"
"Maianthemum","canadense","native","maianthemum_canadense"
"Maianthemum","dilatatum","native","maianthemum_dilatatum"
"Maianthemum","racemosum","native","maianthemum_racemosum"
"Maianthemum","stellatum","native","maianthemum_stellatum"
"Maianthemum","trifolium","native","maianthemum_trifolium"
"Maireana","aphylla",NA,"maireana_aphylla"
"Maireana","brevifolia",NA,"maireana_brevifolia"
"Maireana","erioclada",NA,"maireana_erioclada"
"Maireana","georgei",NA,"maireana_georgei"
"Maireana","pyramidata",NA,"maireana_pyramidata"
"Maireana","sedifolia",NA,"maireana_sedifolia"
"Malachra","alceifolia","exotic","malachra_alceifolia"
"Malachra","capitata","native","malachra_capitata"
"Malachra","fasciata","native","malachra_fasciata"
"Malachra","radiata",NA,"malachra_radiata"
"Malacomeles","denticulata","native","malacomeles_denticulata"
"Malacothamnus","abbottii","native","malacothamnus_abbottii"
"Malacothamnus","aboriginum","native","malacothamnus_aboriginum"
"Malacothamnus","clementinus","native","malacothamnus_clementinus"
"Malacothamnus","davidsonii","native","malacothamnus_davidsonii"
"Malacothamnus","densiflorus","native","malacothamnus_densiflorus"
"Malacothamnus","fasciculatus","native","malacothamnus_fasciculatus"
"Malacothamnus","foliosus","native","malacothamnus_foliosus"
"Malacothamnus","fremontii","native","malacothamnus_fremontii"
"Malacothamnus","jonesii","native","malacothamnus_jonesii"
"Malacothamnus","marrubioides","native","malacothamnus_marrubioides"
"Malacothamnus","palmeri","native","malacothamnus_palmeri"
"Malacothrix","californica","native","malacothrix_californica"
"Malacothrix","clevelandii","native","malacothrix_clevelandii"
"Malacothrix","coulteri","native","malacothrix_coulteri"
"Malacothrix","fendleri","native","malacothrix_fendleri"
"Malacothrix","floccifera","native","malacothrix_floccifera"
"Malacothrix","foliosa","native","malacothrix_foliosa"
"Malacothrix","glabrata","native","malacothrix_glabrata"
"Malacothrix","incana","native","malacothrix_incana"
"Malacothrix","indecora","native","malacothrix_indecora"
"Malacothrix","insularis",NA,"malacothrix_insularis"
"Malacothrix","junakii","native","malacothrix_junakii"
"Malacothrix","phaeocarpa","native","malacothrix_phaeocarpa"
"Malacothrix","polycephala",NA,"malacothrix_polycephala"
"Malacothrix","saxatilis","native","malacothrix_saxatilis"
"Malacothrix","similis","native","malacothrix_similis"
"Malacothrix","sonchoides","native","malacothrix_sonchoides"
"Malacothrix","sonorae","native","malacothrix_sonorae"
"Malacothrix","squalida","native","malacothrix_squalida"
"Malacothrix","stebbinsii","native","malacothrix_stebbinsii"
"Malacothrix","torreyi","native","malacothrix_torreyi"
"Malacothrix","xanthii",NA,"malacothrix_xanthii"
"Malaxis","bayardii","native","malaxis_bayardii"
"Malaxis","brachypoda","native","malaxis_brachypoda"
"Malaxis","corymbosa","native","malaxis_corymbosa"
"Malaxis","diphyllos",NA,"malaxis_diphyllos"
"Malaxis","ehrenbergii",NA,"malaxis_ehrenbergii"
"Malaxis","major",NA,"malaxis_major"
"Malaxis","massonii",NA,"malaxis_massonii"
"Malaxis","monophyllos",NA,"malaxis_monophyllos"
"Malaxis","paludosa","native","malaxis_paludosa"
"Malaxis","porphyrea","native","malaxis_porphyrea"
"Malaxis","soulei","native","malaxis_soulei"
"Malaxis","spicata","native","malaxis_spicata"
"Malaxis","tenuis","native","malaxis_tenuis"
"Malaxis","unifolia","native","malaxis_unifolia"
"Malaxis","wendtii","native","malaxis_wendtii"
"Malcolmia","africana","exotic","malcolmia_africana"
"Malcolmia","graeca",NA,"malcolmia_graeca"
"Malcolmia","maritima","exotic","malcolmia_maritima"
"Malephora","crocea","exotic","malephora_crocea"
"Mallotus","philippensis",NA,"mallotus_philippensis"
"Malosma","laurina","native","malosma_laurina"
"Malperia","tenuis","native","malperia_tenuis"
"Malpighia","coccigera","native","malpighia_coccigera"
"Malpighia","emarginata","exotic","malpighia_emarginata"
"Malpighia","fucata",NA,"malpighia_fucata"
"Malpighia","glabra","native","malpighia_glabra"
"Malpighia","infestissima",NA,"malpighia_infestissima"
"Malpighia","linearis",NA,"malpighia_linearis"
"Malpighia","setosa",NA,"malpighia_setosa"
"Malpighia","woodburyana",NA,"malpighia_woodburyana"
"Malus","angustifolia","native","malus_angustifolia"
"Malus","arnoldiana","native","malus_arnoldiana"
"Malus","asiatica",NA,"malus_asiatica"
"Malus","baccata","exotic","malus_baccata"
"Malus","coronaria","native","malus_coronaria"
"Malus","dawsoniana","native","malus_dawsoniana"
"Malus","florentina",NA,"malus_florentina"
"Malus","floribunda","exotic","malus_floribunda"
"Malus","fusca","native","malus_fusca"
"Malus","halliana","exotic","malus_halliana"
"Malus","hartwigii",NA,"malus_hartwigii"
"Malus","hupehensis",NA,"malus_hupehensis"
"Malus","ioensis","native","malus_ioensis"
"Malus","magdeburgensis","exotic","malus_magdeburgensis"
"Malus","mandshurica",NA,"malus_mandshurica"
"Malus","micromalus",NA,"malus_micromalus"
"Malus","orientalis",NA,"malus_orientalis"
"Malus","platycarpa","native","malus_platycarpa"
"Malus","prattii",NA,"malus_prattii"
"Malus","prunifolia","exotic","malus_prunifolia"
"Malus","pumila","exotic","malus_pumila"
"Malus","purpurea",NA,"malus_purpurea"
"Malus","robusta",NA,"malus_robusta"
"Malus","sargentii",NA,"malus_sargentii"
"Malus","scheideckeri",NA,"malus_scheideckeri"
"Malus","sieversii",NA,"malus_sieversii"
"Malus","sikkimensis",NA,"malus_sikkimensis"
"Malus","soulardii","native","malus_soulardii"
"Malus","spectabilis","exotic","malus_spectabilis"
"Malus","sylvestris","exotic","malus_sylvestris"
"Malus","toringo","exotic","malus_toringo"
"Malus","toringoides",NA,"malus_toringoides"
"Malus","transitoria",NA,"malus_transitoria"
"Malus","tschonoskii",NA,"malus_tschonoskii"
"Malus","yunnanensis",NA,"malus_yunnanensis"
"Malus","zumi","exotic","malus_zumi"
"Malva","alcea","exotic","malva_alcea"
"Malva","moschata","exotic","malva_moschata"
"Malva","neglecta","exotic","malva_neglecta"
"Malva","nicaeensis","exotic","malva_nicaeensis"
"Malva","occidentalis",NA,"malva_occidentalis"
"Malva","pacifica",NA,"malva_pacifica"
"Malva","parviflora","exotic","malva_parviflora"
"Malva","pusilla","exotic","malva_pusilla"
"Malva","sylvestris","exotic","malva_sylvestris"
"Malva","verticillata","exotic","malva_verticillata"
"Malvastrum","americanum","native","malvastrum_americanum"
"Malvastrum","aurantiacum","native","malvastrum_aurantiacum"
"Malvastrum","bicuspidatum","native","malvastrum_bicuspidatum"
"Malvastrum","brasiliense",NA,"malvastrum_brasiliense"
"Malvastrum","corchorifolium","native","malvastrum_corchorifolium"
"Malvastrum","coromandelianum","exotic","malvastrum_coromandelianum"
"Malvastrum","hispidum","native","malvastrum_hispidum"
"Malvaviscus","arboreus",NA,"malvaviscus_arboreus"
"Malvaviscus","penduliflorus","exotic","malvaviscus_penduliflorus"
"Malvella","lepidota","native","malvella_lepidota"
"Malvella","leprosa","native","malvella_leprosa"
"Malvella","sagittifolia","native","malvella_sagittifolia"
"Mammea","africana",NA,"mammea_africana"
"Mammea","americana",NA,"mammea_americana"
"Mammea","odorata",NA,"mammea_odorata"
"Mammillaria","barbata","native","mammillaria_barbata"
"Mammillaria","dioica","native","mammillaria_dioica"
"Mammillaria","grahamii","native","mammillaria_grahamii"
"Mammillaria","heyderi","native","mammillaria_heyderi"
"Mammillaria","lasiacantha","native","mammillaria_lasiacantha"
"Mammillaria","mainiae","native","mammillaria_mainiae"
"Mammillaria","matudae",NA,"mammillaria_matudae"
"Mammillaria","nivosa",NA,"mammillaria_nivosa"
"Mammillaria","painteri",NA,"mammillaria_painteri"
"Mammillaria","pottsii","native","mammillaria_pottsii"
"Mammillaria","prolifera","native","mammillaria_prolifera"
"Mammillaria","rhodantha",NA,"mammillaria_rhodantha"
"Mammillaria","sphaerica","native","mammillaria_sphaerica"
"Mammillaria","tetrancistra","native","mammillaria_tetrancistra"
"Mammillaria","thornberi","native","mammillaria_thornberi"
"Mammillaria","wrightii","native","mammillaria_wrightii"
"Mancoa","pubens","native","mancoa_pubens"
"Mandragora","autumnalis",NA,"mandragora_autumnalis"
"Mandragora","officinarum",NA,"mandragora_officinarum"
"Manfreda","longiflora","native","manfreda_longiflora"
"Manfreda","maculosa","native","manfreda_maculosa"
"Manfreda","sileri","native","manfreda_sileri"
"Manfreda","variegata","native","manfreda_variegata"
"Manfreda","virginica","native","manfreda_virginica"
"Mangifera","altissima",NA,"mangifera_altissima"
"Mangifera","caesia",NA,"mangifera_caesia"
"Mangifera","foetida",NA,"mangifera_foetida"
"Mangifera","indica","exotic","mangifera_indica"
"Mangifera","odorata",NA,"mangifera_odorata"
"Manihot","angustiloba","native","manihot_angustiloba"
"Manihot","caerulescens",NA,"manihot_caerulescens"
"Manihot","catingae",NA,"manihot_catingae"
"Manihot","davisiae","native","manihot_davisiae"
"Manihot","dichotoma",NA,"manihot_dichotoma"
"Manihot","esculenta","exotic","manihot_esculenta"
"Manihot","glaziovii",NA,"manihot_glaziovii"
"Manihot","grahamii","exotic","manihot_grahamii"
"Manihot","subspicata","native","manihot_subspicata"
"Manihot","tristis",NA,"manihot_tristis"
"Manihot","walkerae","native","manihot_walkerae"
"Manilkara","bidentata",NA,"manilkara_bidentata"
"Manilkara","jaimiqui","native","manilkara_jaimiqui"
"Manilkara","kauki",NA,"manilkara_kauki"
"Manilkara","pleeana",NA,"manilkara_pleeana"
"Manilkara","valenzuela",NA,"manilkara_valenzuela"
"Manilkara","zapota","exotic","manilkara_zapota"
"Mannia","californica",NA,"mannia_californica"
"Mannia","fragrans",NA,"mannia_fragrans"
"Mannia","paradoxa",NA,"mannia_paradoxa"
"Mannia","pilosa",NA,"mannia_pilosa"
"Mannia","sibirica",NA,"mannia_sibirica"
"Mannia","triandra",NA,"mannia_triandra"
"Mansoa","alliacea",NA,"mansoa_alliacea"
"Mansoa","hymenacea",NA,"mansoa_hymenacea"
"Mantisalca","salmantica","exotic","mantisalca_salmantica"
"Maoutia","australis",NA,"maoutia_australis"
"Mapania","flavinux",NA,"mapania_flavinux"
"Mapania","macrocephala",NA,"mapania_macrocephala"
"Mapania","pandanophylla",NA,"mapania_pandanophylla"
"Mapania","parvibracteata",NA,"mapania_parvibracteata"
"Mappia","racemosa",NA,"mappia_racemosa"
"Marah","fabaceus","native","marah_fabaceus"
"Marah","gilensis","native","marah_gilensis"
"Marah","horridus","native","marah_horridus"
"Marah","macrocarpus","native","marah_macrocarpus"
"Marah","oreganus","native","marah_oreganus"
"Marah","watsonii","native","marah_watsonii"
"Maranta","arundinacea","exotic","maranta_arundinacea"
"Maranta","leuconeura",NA,"maranta_leuconeura"
"Marantochloa","cuspidata",NA,"marantochloa_cuspidata"
"Marantochloa","ramosissima",NA,"marantochloa_ramosissima"
"Marattia","douglasii",NA,"marattia_douglasii"
"Marattia","laevis",NA,"marattia_laevis"
"Marattia","mertensiana",NA,"marattia_mertensiana"
"Marcgravia","rectiflora",NA,"marcgravia_rectiflora"
"Marcgravia","sintenisii",NA,"marcgravia_sintenisii"
"Marchandiomyces","corallinus",NA,"marchandiomyces_corallinus"
"Marchantia","inflexa",NA,"marchantia_inflexa"
"Marchantia","paleacea",NA,"marchantia_paleacea"
"Marchantia","polymorpha",NA,"marchantia_polymorpha"
"Margaranthus","solanaceus","native","margaranthus_solanaceus"
"Margaritaria","nobilis",NA,"margaritaria_nobilis"
"Marina","calycosa","native","marina_calycosa"
"Marina","diffusa","native","marina_diffusa"
"Marina","orcuttii","native","marina_orcuttii"
"Marina","parryi","native","marina_parryi"
"Markhamia","lutea",NA,"markhamia_lutea"
"Marlierea","sintenisii",NA,"marlierea_sintenisii"
"Maronea","carolinae",NA,"maronea_carolinae"
"Maronea","constans",NA,"maronea_constans"
"Maronea","polyphaea",NA,"maronea_polyphaea"
"Marrubium","incanum",NA,"marrubium_incanum"
"Marrubium","peregrinum",NA,"marrubium_peregrinum"
"Marrubium","vulgare","exotic","marrubium_vulgare"
"Marsdenia","elliptica",NA,"marsdenia_elliptica"
"Marsdenia","reichenbachii",NA,"marsdenia_reichenbachii"
"Marsdenia","woodburyana",NA,"marsdenia_woodburyana"
"Marshallia","caespitosa","native","marshallia_caespitosa"
"Marshallia","graminifolia","native","marshallia_graminifolia"
"Marshallia","grandiflora","native","marshallia_grandiflora"
"Marshallia","mohrii","native","marshallia_mohrii"
"Marshallia","obovata","native","marshallia_obovata"
"Marshallia","ramosa","native","marshallia_ramosa"
"Marshallia","trinervia","native","marshallia_trinervia"
"Marsilea","ancylopoda","native","marsilea_ancylopoda"
"Marsilea","crenata",NA,"marsilea_crenata"
"Marsilea","hirsuta","exotic","marsilea_hirsuta"
"Marsilea","macropoda","native","marsilea_macropoda"
"Marsilea","minuta","exotic","marsilea_minuta"
"Marsilea","mollis","native","marsilea_mollis"
"Marsilea","oligospora","native","marsilea_oligospora"
"Marsilea","polycarpa",NA,"marsilea_polycarpa"
"Marsilea","quadrifolia","exotic","marsilea_quadrifolia"
"Marsilea","vestita","native","marsilea_vestita"
"Marsilea","villosa",NA,"marsilea_villosa"
"Marsupella","adusta",NA,"marsupella_adusta"
"Marsupella","alpina",NA,"marsupella_alpina"
"Marsupella","arctica",NA,"marsupella_arctica"
"Marsupella","boeckii",NA,"marsupella_boeckii"
"Marsupella","bolanderi",NA,"marsupella_bolanderi"
"Marsupella","brevissima",NA,"marsupella_brevissima"
"Marsupella","commutata",NA,"marsupella_commutata"
"Marsupella","condensata",NA,"marsupella_condensata"
"Marsupella","emarginata",NA,"marsupella_emarginata"
"Marsupella","funckii",NA,"marsupella_funckii"
"Marsupella","paroica",NA,"marsupella_paroica"
"Marsupella","revoluta",NA,"marsupella_revoluta"
"Marsupella","sparsifolia",NA,"marsupella_sparsifolia"
"Marsupella","sphacelata",NA,"marsupella_sphacelata"
"Marsupella","spiniloba",NA,"marsupella_spiniloba"
"Marsupella","sprucei",NA,"marsupella_sprucei"
"Marsypianthes","chamaedrys",NA,"marsypianthes_chamaedrys"
"Martynia","annua",NA,"martynia_annua"
"Masdevallia","coccinea",NA,"masdevallia_coccinea"
"Masonhalea","richardsonii",NA,"masonhalea_richardsonii"
"Massalongia","carnosa",NA,"massalongia_carnosa"
"Massalongia","microphylliza",NA,"massalongia_microphylliza"
"Mastigolejeunea","auriculata",NA,"mastigolejeunea_auriculata"
"Mastigophora","woodsii",NA,"mastigophora_woodsii"
"Matayba","apetala",NA,"matayba_apetala"
"Matayba","domingensis",NA,"matayba_domingensis"
"Matelea","alabamensis","native","matelea_alabamensis"
"Matelea","arizonica","native","matelea_arizonica"
"Matelea","balbisii","native","matelea_balbisii"
"Matelea","baldwyniana","native","matelea_baldwyniana"
"Matelea","biflora","native","matelea_biflora"
"Matelea","borinquensis",NA,"matelea_borinquensis"
"Matelea","brevicoronata","native","matelea_brevicoronata"
"Matelea","carolinensis","native","matelea_carolinensis"
"Matelea","cordifolia","native","matelea_cordifolia"
"Matelea","cynanchoides","native","matelea_cynanchoides"
"Matelea","decipiens","native","matelea_decipiens"
"Matelea","edwardsensis","native","matelea_edwardsensis"
"Matelea","flavidula","native","matelea_flavidula"
"Matelea","floridana","native","matelea_floridana"
"Matelea","gonocarpos","native","matelea_gonocarpos"
"Matelea","maritima",NA,"matelea_maritima"
"Matelea","obliqua","native","matelea_obliqua"
"Matelea","parviflora","native","matelea_parviflora"
"Matelea","parvifolia","native","matelea_parvifolia"
"Matelea","pringlei",NA,"matelea_pringlei"
"Matelea","producta","native","matelea_producta"
"Matelea","pubiflora","native","matelea_pubiflora"
"Matelea","quirosii",NA,"matelea_quirosii"
