"genus","species","native.exotic","latbi"
"Abelia","grandiflora","exotic","abelia_grandiflora"
"Abelmoschus","esculentus","exotic","abelmoschus_esculentus"
"Abelmoschus","manihot",NA,"abelmoschus_manihot"
"Abelmoschus","moschatus",NA,"abelmoschus_moschatus"
"Abies","alba","exotic","abies_alba"
"Abies","amabilis","native","abies_amabilis"
"Abies","balsamea","native","abies_balsamea"
"Abies","bracteata","native","abies_bracteata"
"Abies","concolor","native","abies_concolor"
"Abies","fraseri","native","abies_fraseri"
"Abies","grandis","native","abies_grandis"
"Abies","guatemalensis",NA,"abies_guatemalensis"
"Abies","homolepis","exotic","abies_homolepis"
"Abies","lasiocarpa","native","abies_lasiocarpa"
"Abies","magnifica","native","abies_magnifica"
"Abies","procera","native","abies_procera"
"Abies","shastensis","native","abies_shastensis"
"Abies","veitchii",NA,"abies_veitchii"
"Abietinella","abietina",NA,"abietinella_abietina"
"Abildgaardia","ovata","native","abildgaardia_ovata"
"Abronia","alpina","native","abronia_alpina"
"Abronia","ameliae","native","abronia_ameliae"
"Abronia","ammophila","native","abronia_ammophila"
"Abronia","angustifolia","native","abronia_angustifolia"
"Abronia","argillosa","native","abronia_argillosa"
"Abronia","bigelovii","native","abronia_bigelovii"
"Abronia","bolackii","native","abronia_bolackii"
"Abronia","carletonii","native","abronia_carletonii"
"Abronia","elliptica","native","abronia_elliptica"
"Abronia","fragrans","native","abronia_fragrans"
"Abronia","gracilis","native","abronia_gracilis"
"Abronia","insularis","native","abronia_insularis"
"Abronia","latifolia","native","abronia_latifolia"
"Abronia","macrocarpa","native","abronia_macrocarpa"
"Abronia","maritima","native","abronia_maritima"
"Abronia","mellifera","native","abronia_mellifera"
"Abronia","minor","native","abronia_minor"
"Abronia","nana","native","abronia_nana"
"Abronia","neurophylla","native","abronia_neurophylla"
"Abronia","pogonantha","native","abronia_pogonantha"
"Abronia","turbinata","native","abronia_turbinata"
"Abronia","umbellata","native","abronia_umbellata"
"Abronia","villosa","native","abronia_villosa"
"Abrothallus","bertianus",NA,"abrothallus_bertianus"
"Abrothallus","bryoriarum",NA,"abrothallus_bryoriarum"
"Abrothallus","cetrariae",NA,"abrothallus_cetrariae"
"Abrothallus","cladoniae",NA,"abrothallus_cladoniae"
"Abrothallus","parmeliarum",NA,"abrothallus_parmeliarum"
"Abrothallus","peyritschii",NA,"abrothallus_peyritschii"
"Abrothallus","prodiens",NA,"abrothallus_prodiens"
"Abrothallus","welwitschii",NA,"abrothallus_welwitschii"
"Abrus","precatorius","exotic","abrus_precatorius"
"Absconditella","sphagnorum",NA,"absconditella_sphagnorum"
"Absconditella","trivialis",NA,"absconditella_trivialis"
"Abutilon","abutiloides","native","abutilon_abutiloides"
"Abutilon","auritum",NA,"abutilon_auritum"
"Abutilon","berlandieri","native","abutilon_berlandieri"
"Abutilon","eremitopetalum",NA,"abutilon_eremitopetalum"
"Abutilon","fruticosum","native","abutilon_fruticosum"
"Abutilon","glabriflorum",NA,"abutilon_glabriflorum"
"Abutilon","grandifolium",NA,"abutilon_grandifolium"
"Abutilon","hirtum","native","abutilon_hirtum"
"Abutilon","hulseanum","native","abutilon_hulseanum"
"Abutilon","hypoleucum","native","abutilon_hypoleucum"
"Abutilon","incanum","native","abutilon_incanum"
"Abutilon","indicum",NA,"abutilon_indicum"
"Abutilon","malacum","native","abutilon_malacum"
"Abutilon","mauritianum",NA,"abutilon_mauritianum"
"Abutilon","megapotamicum",NA,"abutilon_megapotamicum"
"Abutilon","menziesii",NA,"abutilon_menziesii"
"Abutilon","mollicomum","native","abutilon_mollicomum"
"Abutilon","palmeri","native","abutilon_palmeri"
"Abutilon","parishii","native","abutilon_parishii"
"Abutilon","parvulum","native","abutilon_parvulum"
"Abutilon","permolle","native","abutilon_permolle"
"Abutilon","reventum","native","abutilon_reventum"
"Abutilon","sandwicense",NA,"abutilon_sandwicense"
"Abutilon","theophrasti","exotic","abutilon_theophrasti"
"Abutilon","thurberi","native","abutilon_thurberi"
"Abutilon","trisulcatum","native","abutilon_trisulcatum"
"Abutilon","wrightii","native","abutilon_wrightii"
"Acacia","abyssinica",NA,"acacia_abyssinica"
"Acacia","acinacea",NA,"acacia_acinacea"
"Acacia","aciphylla",NA,"acacia_aciphylla"
"Acacia","aculeatissima",NA,"acacia_aculeatissima"
"Acacia","acuminata",NA,"acacia_acuminata"
"Acacia","adunca",NA,"acacia_adunca"
"Acacia","alata",NA,"acacia_alata"
"Acacia","ampliceps",NA,"acacia_ampliceps"
"Acacia","anegadensis",NA,"acacia_anegadensis"
"Acacia","aneura",NA,"acacia_aneura"
"Acacia","angustissima","native","acacia_angustissima"
"Acacia","arenaria",NA,"acacia_arenaria"
"Acacia","auriculiformis","exotic","acacia_auriculiformis"
"Acacia","baileyana","exotic","acacia_baileyana"
"Acacia","beckleri",NA,"acacia_beckleri"
"Acacia","berlandieri","native","acacia_berlandieri"
"Acacia","binervata",NA,"acacia_binervata"
"Acacia","boomanii",NA,"acacia_boomanii"
"Acacia","brachybotrya",NA,"acacia_brachybotrya"
"Acacia","buxifolia",NA,"acacia_buxifolia"
"Acacia","caesiella",NA,"acacia_caesiella"
"Acacia","calamifolia",NA,"acacia_calamifolia"
"Acacia","cambagei",NA,"acacia_cambagei"
"Acacia","cardiophylla",NA,"acacia_cardiophylla"
"Acacia","catechu",NA,"acacia_catechu"
"Acacia","caven",NA,"acacia_caven"
"Acacia","chinchellensis",NA,"acacia_chinchellensis"
"Acacia","choriophylla","native","acacia_choriophylla"
"Acacia","cibaria",NA,"acacia_cibaria"
"Acacia","cognata",NA,"acacia_cognata"
"Acacia","colletioides",NA,"acacia_colletioides"
"Acacia","collinsii",NA,"acacia_collinsii"
"Acacia","confusa",NA,"acacia_confusa"
"Acacia","conspersa",NA,"acacia_conspersa"
"Acacia","constricta","native","acacia_constricta"
"Acacia","continua",NA,"acacia_continua"
"Acacia","cornigera","exotic","acacia_cornigera"
"Acacia","craspedocarpa",NA,"acacia_craspedocarpa"
"Acacia","cultriformis",NA,"acacia_cultriformis"
"Acacia","cupularis",NA,"acacia_cupularis"
"Acacia","cyclops","exotic","acacia_cyclops"
"Acacia","davyi",NA,"acacia_davyi"
"Acacia","dealbata","exotic","acacia_dealbata"
"Acacia","deanei",NA,"acacia_deanei"
"Acacia","decora",NA,"acacia_decora"
"Acacia","decurrens","exotic","acacia_decurrens"
"Acacia","dietrichiana",NA,"acacia_dietrichiana"
"Acacia","difformis",NA,"acacia_difformis"
"Acacia","doratoxylon",NA,"acacia_doratoxylon"
"Acacia","drummondii",NA,"acacia_drummondii"
"Acacia","dunnii",NA,"acacia_dunnii"
"Acacia","eburnea",NA,"acacia_eburnea"
"Acacia","elata","exotic","acacia_elata"
"Acacia","erioloba",NA,"acacia_erioloba"
"Acacia","erubescens",NA,"acacia_erubescens"
"Acacia","estrophiolata",NA,"acacia_estrophiolata"
"Acacia","extensa",NA,"acacia_extensa"
"Acacia","farnesiana","native","acacia_farnesiana"
"Acacia","fimbriata",NA,"acacia_fimbriata"
"Acacia","floribunda",NA,"acacia_floribunda"
"Acacia","galpinii",NA,"acacia_galpinii"
"Acacia","genistifolia",NA,"acacia_genistifolia"
"Acacia","gerrardii",NA,"acacia_gerrardii"
"Acacia","gladiiformis",NA,"acacia_gladiiformis"
"Acacia","glandulicarpa",NA,"acacia_glandulicarpa"
"Acacia","glauca",NA,"acacia_glauca"
"Acacia","goetzei",NA,"acacia_goetzei"
"Acacia","gracilifolia",NA,"acacia_gracilifolia"
"Acacia","greggii","native","acacia_greggii"
"Acacia","hakeoides",NA,"acacia_hakeoides"
"Acacia","hebeclada",NA,"acacia_hebeclada"
"Acacia","hemiteles",NA,"acacia_hemiteles"
"Acacia","holosericea",NA,"acacia_holosericea"
"Acacia","horrida",NA,"acacia_horrida"
"Acacia","howittii",NA,"acacia_howittii"
"Acacia","imbricata",NA,"acacia_imbricata"
"Acacia","implexa",NA,"acacia_implexa"
"Acacia","irrorata",NA,"acacia_irrorata"
"Acacia","iteaphylla",NA,"acacia_iteaphylla"
"Acacia","ixiophylla",NA,"acacia_ixiophylla"
"Acacia","jibberdingensis",NA,"acacia_jibberdingensis"
"Acacia","jonesii",NA,"acacia_jonesii"
"Acacia","karroo",NA,"acacia_karroo"
"Acacia","koa",NA,"acacia_koa"
"Acacia","koaia",NA,"acacia_koaia"
"Acacia","lanuginophylla",NA,"acacia_lanuginophylla"
"Acacia","lasiocalyx",NA,"acacia_lasiocalyx"
"Acacia","leiophylla",NA,"acacia_leiophylla"
"Acacia","ligulata",NA,"acacia_ligulata"
"Acacia","lineata",NA,"acacia_lineata"
"Acacia","longifolia","exotic","acacia_longifolia"
"Acacia","longissima",NA,"acacia_longissima"
"Acacia","macracantha","native","acacia_macracantha"
"Acacia","maidenii",NA,"acacia_maidenii"
"Acacia","mangium",NA,"acacia_mangium"
"Acacia","mearnsii","exotic","acacia_mearnsii"
"Acacia","melanoxylon","exotic","acacia_melanoxylon"
"Acacia","mellifera",NA,"acacia_mellifera"
"Acacia","merrallii",NA,"acacia_merrallii"
"Acacia","microbotrya",NA,"acacia_microbotrya"
"Acacia","microcarpa",NA,"acacia_microcarpa"
"Acacia","millefolia","native","acacia_millefolia"
"Acacia","montana",NA,"acacia_montana"
"Acacia","mucronata",NA,"acacia_mucronata"
"Acacia","multispicata",NA,"acacia_multispicata"
"Acacia","muricata",NA,"acacia_muricata"
"Acacia","myrtifolia",NA,"acacia_myrtifolia"
"Acacia","neovernicosa","native","acacia_neovernicosa"
"Acacia","neriifolia",NA,"acacia_neriifolia"
"Acacia","nigrescens",NA,"acacia_nigrescens"
"Acacia","nilotica",NA,"acacia_nilotica"
"Acacia","notabilis",NA,"acacia_notabilis"
"Acacia","omalophylla",NA,"acacia_omalophylla"
"Acacia","oswaldii",NA,"acacia_oswaldii"
"Acacia","oxycedrus",NA,"acacia_oxycedrus"
"Acacia","pachyceras",NA,"acacia_pachyceras"
"Acacia","papyrocarpa",NA,"acacia_papyrocarpa"
"Acacia","paradoxa","exotic","acacia_paradoxa"
"Acacia","parramattensis",NA,"acacia_parramattensis"
"Acacia","parvipinnula",NA,"acacia_parvipinnula"
"Acacia","pendula",NA,"acacia_pendula"
"Acacia","pennatula",NA,"acacia_pennatula"
"Acacia","penninervis",NA,"acacia_penninervis"
"Acacia","pentagona",NA,"acacia_pentagona"
"Acacia","pinetorum","native","acacia_pinetorum"
"Acacia","podalyriifolia","exotic","acacia_podalyriifolia"
"Acacia","polyacantha",NA,"acacia_polyacantha"
"Acacia","pravissima",NA,"acacia_pravissima"
"Acacia","prominens",NA,"acacia_prominens"
"Acacia","pruinosa",NA,"acacia_pruinosa"
"Acacia","pulchella",NA,"acacia_pulchella"
"Acacia","pycnantha","exotic","acacia_pycnantha"
"Acacia","pyrifolia",NA,"acacia_pyrifolia"
"Acacia","quornensis",NA,"acacia_quornensis"
"Acacia","ramulosa",NA,"acacia_ramulosa"
"Acacia","redolens","exotic","acacia_redolens"
"Acacia","rehmanniana",NA,"acacia_rehmanniana"
"Acacia","retinodes","exotic","acacia_retinodes"
"Acacia","retusa",NA,"acacia_retusa"
"Acacia","richii",NA,"acacia_richii"
"Acacia","rigens",NA,"acacia_rigens"
"Acacia","rigidula","native","acacia_rigidula"
"Acacia","rivalis",NA,"acacia_rivalis"
"Acacia","robusta",NA,"acacia_robusta"
"Acacia","roemeriana","native","acacia_roemeriana"
"Acacia","rossei",NA,"acacia_rossei"
"Acacia","rubida",NA,"acacia_rubida"
"Acacia","rupicola",NA,"acacia_rupicola"
"Acacia","saliciformis",NA,"acacia_saliciformis"
"Acacia","salicina",NA,"acacia_salicina"
"Acacia","saligna","exotic","acacia_saligna"
"Acacia","schaffneri","native","acacia_schaffneri"
"Acacia","schottii","native","acacia_schottii"
"Acacia","schweinfurthii",NA,"acacia_schweinfurthii"
"Acacia","sclerosperma",NA,"acacia_sclerosperma"
"Acacia","scleroxyla",NA,"acacia_scleroxyla"
"Acacia","senegal",NA,"acacia_senegal"
"Acacia","seyal",NA,"acacia_seyal"
"Acacia","sieberiana",NA,"acacia_sieberiana"
"Acacia","silvestris",NA,"acacia_silvestris"
"Acacia","sophorae",NA,"acacia_sophorae"
"Acacia","spectabilis",NA,"acacia_spectabilis"
"Acacia","sphaerocephala","exotic","acacia_sphaerocephala"
"Acacia","stenophylla",NA,"acacia_stenophylla"
"Acacia","stowardii",NA,"acacia_stowardii"
"Acacia","stricta",NA,"acacia_stricta"
"Acacia","suaveolens",NA,"acacia_suaveolens"
"Acacia","sublanata",NA,"acacia_sublanata"
"Acacia","subulata",NA,"acacia_subulata"
"Acacia","swazica",NA,"acacia_swazica"
"Acacia","terminalis",NA,"acacia_terminalis"
"Acacia","tetragonophylla",NA,"acacia_tetragonophylla"
"Acacia","tortilis",NA,"acacia_tortilis"
"Acacia","tortuosa","native","acacia_tortuosa"
"Acacia","trineura",NA,"acacia_trineura"
"Acacia","ulicifolia",NA,"acacia_ulicifolia"
"Acacia","uncinata",NA,"acacia_uncinata"
"Acacia","undulifolia",NA,"acacia_undulifolia"
"Acacia","urophylla",NA,"acacia_urophylla"
"Acacia","verniciflua",NA,"acacia_verniciflua"
"Acacia","verticillata","exotic","acacia_verticillata"
"Acacia","victoriae",NA,"acacia_victoriae"
"Acacia","viscidula",NA,"acacia_viscidula"
"Acacia","visco",NA,"acacia_visco"
"Acacia","vogeliana",NA,"acacia_vogeliana"
"Acacia","wattsiana",NA,"acacia_wattsiana"
"Acacia","willardiana",NA,"acacia_willardiana"
"Acacia","xanthophloea",NA,"acacia_xanthophloea"
"Acaena","exigua",NA,"acaena_exigua"
"Acaena","myriophylla",NA,"acaena_myriophylla"
"Acaena","novae-zelandiae","exotic","acaena_novae-zelandiae"
"Acaena","pallida","exotic","acaena_pallida"
"Acaena","pinnatifida","native","acaena_pinnatifida"
"Acalypha","alopecuroidea","exotic","acalypha_alopecuroidea"
"Acalypha","amentacea","exotic","acalypha_amentacea"
"Acalypha","arvensis","exotic","acalypha_arvensis"
"Acalypha","australis","exotic","acalypha_australis"
"Acalypha","berteriana",NA,"acalypha_berteriana"
"Acalypha","bisetosa",NA,"acalypha_bisetosa"
"Acalypha","californica","native","acalypha_californica"
"Acalypha","chamaedryfolia","native","acalypha_chamaedryfolia"
"Acalypha","deamii","native","acalypha_deamii"
"Acalypha","gracilens","native","acalypha_gracilens"
"Acalypha","hispida",NA,"acalypha_hispida"
"Acalypha","mexicana","native","acalypha_mexicana"
"Acalypha","monococca","native","acalypha_monococca"
"Acalypha","monostachya","native","acalypha_monostachya"
"Acalypha","neomexicana","native","acalypha_neomexicana"
"Acalypha","ostryifolia","native","acalypha_ostryifolia"
"Acalypha","phleoides","native","acalypha_phleoides"
"Acalypha","poiretii","native","acalypha_poiretii"
"Acalypha","portoricensis",NA,"acalypha_portoricensis"
"Acalypha","radians","native","acalypha_radians"
"Acalypha","rhomboidea","native","acalypha_rhomboidea"
"Acalypha","setosa","native","acalypha_setosa"
"Acalypha","virginica","native","acalypha_virginica"
"Acamptopappus","shockleyi","native","acamptopappus_shockleyi"
"Acamptopappus","sphaerocephalus","native","acamptopappus_sphaerocephalus"
"Acanthocereus","tetragonus","native","acanthocereus_tetragonus"
"Acanthomintha","duttonii","native","acanthomintha_duttonii"
"Acanthomintha","ilicifolia","native","acanthomintha_ilicifolia"
"Acanthomintha","lanceolata","native","acanthomintha_lanceolata"
"Acanthomintha","obovata","native","acanthomintha_obovata"
"Acanthospermum","australe","exotic","acanthospermum_australe"
"Acanthospermum","hispidum","exotic","acanthospermum_hispidum"
"Acanthospermum","humile","exotic","acanthospermum_humile"
"Acanthus","ebracteatus",NA,"acanthus_ebracteatus"
"Acanthus","mollis","exotic","acanthus_mollis"
"Acanthus","polystachyus",NA,"acanthus_polystachyus"
"Acanthus","spinosus",NA,"acanthus_spinosus"
"Acanthus","syriacus",NA,"acanthus_syriacus"
"Acarospora","aeruginosa",NA,"acarospora_aeruginosa"
"Acarospora","albomarginata",NA,"acarospora_albomarginata"
"Acarospora","americana",NA,"acarospora_americana"
"Acarospora","amphibola",NA,"acarospora_amphibola"
"Acarospora","applanata",NA,"acarospora_applanata"
"Acarospora","arenacea",NA,"acarospora_arenacea"
"Acarospora","arenosa",NA,"acarospora_arenosa"
"Acarospora","asahinae",NA,"acarospora_asahinae"
"Acarospora","asperata",NA,"acarospora_asperata"
"Acarospora","badiofusca",NA,"acarospora_badiofusca"
"Acarospora","bullata",NA,"acarospora_bullata"
"Acarospora","caesiofusca",NA,"acarospora_caesiofusca"
"Acarospora","californica",NA,"acarospora_californica"
"Acarospora","canadensis",NA,"acarospora_canadensis"
"Acarospora","carnegiei",NA,"acarospora_carnegiei"
"Acarospora","cervina",NA,"acarospora_cervina"
"Acarospora","cinereoalba",NA,"acarospora_cinereoalba"
"Acarospora","citrina",NA,"acarospora_citrina"
"Acarospora","clauzadeana",NA,"acarospora_clauzadeana"
"Acarospora","coloradiana",NA,"acarospora_coloradiana"
"Acarospora","complanata",NA,"acarospora_complanata"
"Acarospora","desolata",NA,"acarospora_desolata"
"Acarospora","dispersa",NA,"acarospora_dispersa"
"Acarospora","elevata",NA,"acarospora_elevata"
"Acarospora","fuscata",NA,"acarospora_fuscata"
"Acarospora","fuscescens",NA,"acarospora_fuscescens"
"Acarospora","gallica",NA,"acarospora_gallica"
"Acarospora","geogena",NA,"acarospora_geogena"
"Acarospora","glaucocarpa",NA,"acarospora_glaucocarpa"
"Acarospora","hassei",NA,"acarospora_hassei"
"Acarospora","heppii",NA,"acarospora_heppii"
"Acarospora","heufleriana",NA,"acarospora_heufleriana"
"Acarospora","hilaris",NA,"acarospora_hilaris"
"Acarospora","immersa",NA,"acarospora_immersa"
"Acarospora","impressula",NA,"acarospora_impressula"
"Acarospora","instrata",NA,"acarospora_instrata"
"Acarospora","interjecta",NA,"acarospora_interjecta"
"Acarospora","interposita",NA,"acarospora_interposita"
"Acarospora","interspersa",NA,"acarospora_interspersa"
"Acarospora","macrospora",NA,"acarospora_macrospora"
"Acarospora","molybdina",NA,"acarospora_molybdina"
"Acarospora","nevadensis",NA,"acarospora_nevadensis"
"Acarospora","nigromarginata",NA,"acarospora_nigromarginata"
"Acarospora","nitida",NA,"acarospora_nitida"
"Acarospora","nodulosa",NA,"acarospora_nodulosa"
"Acarospora","obnubila",NA,"acarospora_obnubila"
"Acarospora","obpallens",NA,"acarospora_obpallens"
"Acarospora","oligospora",NA,"acarospora_oligospora"
"Acarospora","particularis",NA,"acarospora_particularis"
"Acarospora","peliscypha",NA,"acarospora_peliscypha"
"Acarospora","peltastica",NA,"acarospora_peltastica"
"Acarospora","pyrenopsoides",NA,"acarospora_pyrenopsoides"
"Acarospora","radicata",NA,"acarospora_radicata"
"Acarospora","reagens",NA,"acarospora_reagens"
"Acarospora","rugulosa",NA,"acarospora_rugulosa"
"Acarospora","saepincola",NA,"acarospora_saepincola"
"Acarospora","scabrida",NA,"acarospora_scabrida"
"Acarospora","schleicheri",NA,"acarospora_schleicheri"
"Acarospora","scotica",NA,"acarospora_scotica"
"Acarospora","sinopica",NA,"acarospora_sinopica"
"Acarospora","smaragdula",NA,"acarospora_smaragdula"
"Acarospora","socialis",NA,"acarospora_socialis"
"Acarospora","sparsa",NA,"acarospora_sparsa"
"Acarospora","stapfiana",NA,"acarospora_stapfiana"
"Acarospora","strigata",NA,"acarospora_strigata"
"Acarospora","succedens",NA,"acarospora_succedens"
"Acarospora","superfusa",NA,"acarospora_superfusa"
"Acarospora","tenebrica",NA,"acarospora_tenebrica"
"Acarospora","terricola",NA,"acarospora_terricola"
"Acarospora","thamnina",NA,"acarospora_thamnina"
"Acarospora","thelococcoides",NA,"acarospora_thelococcoides"
"Acarospora","thermophila",NA,"acarospora_thermophila"
"Acarospora","tongleti",NA,"acarospora_tongleti"
"Acarospora","tucsonensis",NA,"acarospora_tucsonensis"
"Acarospora","utahensis",NA,"acarospora_utahensis"
"Acarospora","veronensis",NA,"acarospora_veronensis"
"Acarospora","washingtonensis",NA,"acarospora_washingtonensis"
"Acaulon","muticum",NA,"acaulon_muticum"
"Acaulon","schimperianum",NA,"acaulon_schimperianum"
"Acaulon","triquetrum",NA,"acaulon_triquetrum"
"Acer","barbatum","native","acer_barbatum"
"Acer","buergerianum",NA,"acer_buergerianum"
"Acer","campestre","exotic","acer_campestre"
"Acer","circinatum","native","acer_circinatum"
"Acer","cissifolium",NA,"acer_cissifolium"
"Acer","diabolicum",NA,"acer_diabolicum"
"Acer","freemanii","native","acer_freemanii"
"Acer","ginnala","exotic","acer_ginnala"
"Acer","glabrum","native","acer_glabrum"
"Acer","grandidentatum","native","acer_grandidentatum"
"Acer","griseum",NA,"acer_griseum"
"Acer","japonicum",NA,"acer_japonicum"
"Acer","leucoderme","native","acer_leucoderme"
"Acer","macrophyllum","native","acer_macrophyllum"
"Acer","negundo","native","acer_negundo"
"Acer","nigrum","native","acer_nigrum"
"Acer","opalus",NA,"acer_opalus"
"Acer","palmatum","exotic","acer_palmatum"
"Acer","pensylvanicum","native","acer_pensylvanicum"
"Acer","platanoides","exotic","acer_platanoides"
"Acer","pseudoplatanus","exotic","acer_pseudoplatanus"
"Acer","rubrum","native","acer_rubrum"
"Acer","saccharinum","native","acer_saccharinum"
"Acer","saccharum","native","acer_saccharum"
"Acer","senecaense",NA,"acer_senecaense"
"Acer","spicatum","native","acer_spicatum"
"Acer","tataricum","exotic","acer_tataricum"
"Achillea","aegyptiaca",NA,"achillea_aegyptiaca"
"Achillea","ageratifolia",NA,"achillea_ageratifolia"
"Achillea","ageratum","exotic","achillea_ageratum"
"Achillea","alpina",NA,"achillea_alpina"
"Achillea","biserrata",NA,"achillea_biserrata"
"Achillea","cartilaginea",NA,"achillea_cartilaginea"
"Achillea","chrysocoma",NA,"achillea_chrysocoma"
"Achillea","clavennae",NA,"achillea_clavennae"
"Achillea","clusiana",NA,"achillea_clusiana"
"Achillea","clypeolata",NA,"achillea_clypeolata"
"Achillea","collina",NA,"achillea_collina"
"Achillea","conferta",NA,"achillea_conferta"
"Achillea","crithmifolia",NA,"achillea_crithmifolia"
"Achillea","distans","exotic","achillea_distans"
"Achillea","erba-rotta",NA,"achillea_erba-rotta"
"Achillea","filipendulina","exotic","achillea_filipendulina"
"Achillea","grandifolia",NA,"achillea_grandifolia"
"Achillea","impatiens",NA,"achillea_impatiens"
"Achillea","ligustica","exotic","achillea_ligustica"
"Achillea","lingulata",NA,"achillea_lingulata"
"Achillea","macrocephala",NA,"achillea_macrocephala"
"Achillea","macrophylla",NA,"achillea_macrophylla"
"Achillea","millefolium",NA,"achillea_millefolium"
"Achillea","nobilis","exotic","achillea_nobilis"
"Achillea","odorata",NA,"achillea_odorata"
"Achillea","pannonica",NA,"achillea_pannonica"
"Achillea","ptarmica","exotic","achillea_ptarmica"
"Achillea","pyrenaica",NA,"achillea_pyrenaica"
"Achillea","setacea",NA,"achillea_setacea"
"Achillea","sibirica","native","achillea_sibirica"
"Achillea","umbellata",NA,"achillea_umbellata"
"Achlys","californica","native","achlys_californica"
"Achlys","triphylla","native","achlys_triphylla"
"Achnatherum","aridum","native","achnatherum_aridum"
"Achnatherum","bloomeri","native","achnatherum_bloomeri"
"Achnatherum","brachychaetum","exotic","achnatherum_brachychaetum"
"Achnatherum","bromoides",NA,"achnatherum_bromoides"
"Achnatherum","calamagrostis",NA,"achnatherum_calamagrostis"
"Achnatherum","capense","exotic","achnatherum_capense"
"Achnatherum","caragana",NA,"achnatherum_caragana"
"Achnatherum","caudatum","exotic","achnatherum_caudatum"
"Achnatherum","clandestinum","exotic","achnatherum_clandestinum"
"Achnatherum","contractum","native","achnatherum_contractum"
"Achnatherum","coronatum","native","achnatherum_coronatum"
"Achnatherum","curvifolium","native","achnatherum_curvifolium"
"Achnatherum","diegoense","native","achnatherum_diegoense"
"Achnatherum","eminens","native","achnatherum_eminens"
"Achnatherum","hendersonii","native","achnatherum_hendersonii"
"Achnatherum","hymenoides","native","achnatherum_hymenoides"
"Achnatherum","latiglume","native","achnatherum_latiglume"
"Achnatherum","lemmonii","native","achnatherum_lemmonii"
"Achnatherum","lettermanii","native","achnatherum_lettermanii"
"Achnatherum","lobatum","native","achnatherum_lobatum"
"Achnatherum","nelsonii","native","achnatherum_nelsonii"
"Achnatherum","nevadense","native","achnatherum_nevadense"
"Achnatherum","occidentale","native","achnatherum_occidentale"
"Achnatherum","parishii","native","achnatherum_parishii"
"Achnatherum","pekinense",NA,"achnatherum_pekinense"
"Achnatherum","perplexum","native","achnatherum_perplexum"
"Achnatherum","pinetorum","native","achnatherum_pinetorum"
"Achnatherum","richardsonii","native","achnatherum_richardsonii"
"Achnatherum","robustum","native","achnatherum_robustum"
"Achnatherum","scribneri","native","achnatherum_scribneri"
"Achnatherum","speciosum","native","achnatherum_speciosum"
"Achnatherum","splendens",NA,"achnatherum_splendens"
"Achnatherum","stillmanii","native","achnatherum_stillmanii"
"Achnatherum","swallenii","native","achnatherum_swallenii"
"Achnatherum","thurberianum","native","achnatherum_thurberianum"
"Achnatherum","wallowaensis","native","achnatherum_wallowaensis"
"Achnatherum","webberi","native","achnatherum_webberi"
"_Achnella","caduca","exotic","_achnella_caduca"
"Achyrachaena","mollis","native","achyrachaena_mollis"
"Achyranthes","aspera","exotic","achyranthes_aspera"
"Achyranthes","atollensis",NA,"achyranthes_atollensis"
"Achyranthes","bidentata",NA,"achyranthes_bidentata"
"Achyranthes","canescens",NA,"achyranthes_canescens"
"Achyranthes","japonica","exotic","achyranthes_japonica"
"Achyranthes","mutica",NA,"achyranthes_mutica"
"Achyranthes","splendens",NA,"achyranthes_splendens"
"Achyronychia","cooperi","native","achyronychia_cooperi"
"Acicarpha","tribuloides","exotic","acicarpha_tribuloides"
"Acinos","arvensis","exotic","acinos_arvensis"
"Aciphylla","ferox",NA,"aciphylla_ferox"
"Acisanthera","quadrata",NA,"acisanthera_quadrata"
"Acleisanthes","acutifolia","native","acleisanthes_acutifolia"
"Acleisanthes","anisophylla","native","acleisanthes_anisophylla"
"Acleisanthes","crassifolia","native","acleisanthes_crassifolia"
"Acleisanthes","longiflora","native","acleisanthes_longiflora"
"Acleisanthes","obtusa","native","acleisanthes_obtusa"
"Acleisanthes","wrightii","native","acleisanthes_wrightii"
"Acmella","decumbens","exotic","acmella_decumbens"
"Acmella","iodiscaea",NA,"acmella_iodiscaea"
"Acmella","oppositifolia","native","acmella_oppositifolia"
"Acmella","pilosa","exotic","acmella_pilosa"
"Acmella","pusilla","exotic","acmella_pusilla"
"Acmella","uliginosa",NA,"acmella_uliginosa"
"Acnistus","arborescens",NA,"acnistus_arborescens"
"Acoelorrhaphe","wrightii","native","acoelorrhaphe_wrightii"
"Aconitum","anthora",NA,"aconitum_anthora"
"Aconitum","bicolor",NA,"aconitum_bicolor"
"Aconitum","carmichaelii",NA,"aconitum_carmichaelii"
"Aconitum","columbianum","native","aconitum_columbianum"
"Aconitum","delphiniifolium",NA,"aconitum_delphiniifolium"
"Aconitum","ferox",NA,"aconitum_ferox"
"Aconitum","fischeri",NA,"aconitum_fischeri"
"Aconitum","infectum","native","aconitum_infectum"
"Aconitum","lycoctonum",NA,"aconitum_lycoctonum"
"Aconitum","maximum",NA,"aconitum_maximum"
"Aconitum","napellus","exotic","aconitum_napellus"
"Aconitum","noveboracense","native","aconitum_noveboracense"
"Aconitum","reclinatum","native","aconitum_reclinatum"
"Aconitum","uncinatum","native","aconitum_uncinatum"
"Aconitum","variegatum",NA,"aconitum_variegatum"
"Aconitum","vulparia",NA,"aconitum_vulparia"
"Acorus","americanus","native","acorus_americanus"
"Acorus","calamus","native","acorus_calamus"
"Acorus","gramineus",NA,"acorus_gramineus"
