site,genus,species,genus.update,species.update,native/exotic,invasive/noxious,pollination (wind/animal/self),animal_type,lifeform,duration,resources,notes
gates,Ribes,odoratum,,aureum,native,,,,shrub,perennial,,
gates,Robinia,hispida,,,native,,animal,,tree/shrub,perennial,,
gates,Robinia,pseudoacacia,,,native,,animal,,tree,perennial,,
gates,Rorippa,sinuata,,,native,,,,forb/herb,perennial,,
gates,Rumex,crispus,,,exotic,,animal/wind,,forb/herb,perennial,,
gates,Rumex,venosus,,,native,,,,forb/herb,perennial,,
gates,Senecio,plattensis,,,native,,,,forb/herb,biennial/perennial,,
gates,Sisyrinchium,campestre,,,native,,animal,,forb/herb,perennial,,
gates,Smilacina,stellata,Maianthemum,stellatum,native,,animal,,forb/herb,perennial,,
gates,Spiraea,prunifolia,,,exotic,,animal,,shrub,perennial,,
gates,Spiraea,thunbergii,,,exotic,,,,shrub,perennial,,
gates,Spiraea,vanhouttei,,,exotic,,,,shrub,perennial,,
gates,Staphylea,trifolia,,,,,,,,,,
gates,Stellaria,media,,,exotic,,animal,,forb/herb,annual/perennial,,
gates,Syringa,persica,,,exotic,,,,shrub,perennial,,
gates,Syringa,vulgaris,,,exotic,,,,shrub,perennial,,
gates,Taraxacum,officinale,,,native/exotic,,animal,,forb/herb,perennial,,
gates,Thlaspi,arvense,,,exotic,,animal/wind,,forb/herb,annual,,
gates,Thuja,orientalis,,,exotic,,,,tree/shrub,perennial,,
gates,Tradescantia,occidentalis,,,native,,,,forb/herb,perennial,,
gates,Trifolium,repens,,,exotic,,animal,,forb/herb,perennial,,
gates,Tulipa,gesneriana,,,exotic,,,,forb/herb,perennial,,
gates,Ulmus,americana,,,native,,animal,,tree,perennial,,
gates,Ulmus,pumila,,,exotic,,animal,,tree/shrub,perennial,,
gates,Ulmus,rubra,,,native,,animal,,tree,perennial,,
gates,Verbena,bipinnatifida,Glandularia,,native,,,,forb/herb,annual/perennial,,
gates,Veronica,arvensis,,,exotic,,animal,,forb/herb,annual,,
gates,Veronica,peregrina,,,native,,animal,,forb/herb,annual,,
gates,Viburnum,prunifolium,,,native,,animal,,tree/shrub,perennial,,
gates,Vinca,minor,,,exotic,,insect,,vine/forb/herb,perennial,,
gates,Viola,bicolor,,var. rafinesquii,native,,animal,,forb/herb,annual,,
gates,Viola,missouriensis,,,native,,,,forb/herb,annual/perennial,,
gates,Viola,papilionacea,,,native,,,,forb/herb,annual/perennial,,
gates,Weigela,florida,,,exotic,,,,shrub,perennial,,
gates,Wisteria,macrostachya,,frutescens,native,,,,vine,perennial,,
gates,Yucca,glauca,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
gates,Zygadenus,nuttallii,Zigadenus,,native,,animal,,forb/herb,perennial,,
gothic,Achillea,millefolium,,,native/exotic,,animal,,forb/herb,perennial,,
gothic,Aconitum,columbianum,,,native,,animal,,forb/herb,perennial,,
gothic,Agoseris,aurantiaca,,,native,,animal,,subshrub/forb/herb,perennial,,
gothic,Agoseris,glauca,,,native,,animal,,shrub/subshrub/forb/herb,perennial,,
gothic,Amelanchier,pumila,,,native,,animal,,shrub,perennial,,
gothic,Amerosedum,lanceolatum,,,native,,animal,,forb/herb,perennial,,
gothic,Androsace,septentrionalis,,,native,,animal,,forb/herb,annual/perennial,,
gothic,Antennaria,pulcherrima,,,native,,animal,,forb/herb,perennial,,
gothic,Aquilegia,coerulea,,,native,,animal,,forb/herb,perennial,,
gothic,Arabis,drummondii,,,native,,animal/wind,,forb/herb,biennial/perennial,,
gothic,Arenaria,congesta,,,native,,animal,,subshrub/forb/herb,perennial,,
gothic,Arenaria,fendleri,,,native,,animal,,forb/herb,perennial,,
gothic,Artemisia,dracunculus,,,native,,animal,,subshrub/forb/herb,perennial,,
gothic,Artemisia,tridentata,,,native,,animal,,tree/shrub,perennial,,
gothic,Aster,engelmannii,Eucephalus,,native,,animal,,subshrub/forb/herb,perennial
gothic,Calochortus,gunnisonii,,,native,,animal,,forb/herb,perennial
gothic,Campanula,rotundifolia,,,native,,animal,,forb/herb,perennial
gothic,Cardamine,cordifolia,,,native,,animal/wind,,forb/herb,perennial
gothic,Castilleja,sulphurea,,,native,,animal,,subshrub/forb/herb,perennial
gothic,Chamerion,angustifolium,,,native,,animal/wind,,forb/herb,perennial
gothic,Claytonia,lanceolata,,,native,,NA,,forb/herb,perennial
gothic,Collomia,linearis,,,native,,NA,,forb/herb,annual
gothic,Dasiphora,fruticosa,,,,,animal,,,
gothic,Delphinium,barbeyi,,,,,animal,,,
gothic,Delphinium,nuttallianum,,,,,animal,,,
gothic,Descurainia,richardsonii,,,,,animal/wind,,,
gothic,Dodecatheon,pulchellum,,,,,animal,,,
gothic,Draba,aurea,,,,,animal/wind,,,
gothic,Draba,nemorosa,,,,,animal/wind,,,
gothic,Epilobium,brachycarpum,,,,,animal/wind,,,
gothic,Epilobium,lactiflorum,,,,,animal/wind
gothic,Erigeron,coulteri,,,,,animal
gothic,Erigeron,elatior,,,,,animal
gothic,Erigeron,flagellaris,,,,,animal
gothic,Erigeron,speciosus,,,,,animal
gothic,Eriogonum,subalpinum,,,,,animal/wind
gothic,Eriogonum,umbellatum,,,,,animal/wind
gothic,Erysimum,asperum,,,,,animal/wind
gothic,Erysimum,capitatum,,,,,animal/wind
gothic,Erythronium,grandiflorum,,,,,animal
gothic,Fragaria,virginiana,,,,,animal
gothic,Galium,bifolium,,,,,animal
gothic,Galium,boreale,,,,,animal
gothic,Galium,septentrionale,,,,,animal
gothic,Gayophytum,ramosissimum,,,,,animal/wind
gothic,Gentiana,parryi,,,,,animal
gothic,Gentianella,acuta,,,,,animal
gothic,Gentianopsis,barbellata,,,,,animal
gothic,Gentianopsis,thermalis,,,,,animal
gothic,Geranium,richardsonii,,,,,animal
gothic,Geum,triflorum,,,,,animal
gothic,Gnaphalium,uliginosum,,,,,animal
gothic,Helianthella,quinquenervis,,,,,animal
gothic,Heliomeris,multiflora,,,,,animal
gothic,Heracleum,maximum,,,,,wind
gothic,Heterotheca,villosa,,,,,animal
gothic,Hydrophyllum,capitatum,,,,,animal
gothic,Hydrophyllum,fendleri,,,,,animal
gothic,Hymenoxys,hoopesii,,,,,animal
gothic,Ipomopsis,aggregata,,,,,NA
gothic,Lathyrus,leucanthus,,,,,animal
gothic,Ligularia,bigelovii,,,,,animal
gothic,Ligusticum,porteri,,,,,wind
gothic,Linum,lewisii,,,,,NA
gothic,Lithophragma,glabrum,,,,,animal
gothic,Lomatium,dissectum,,,,,wind
gothic,Lonicera,involucrata,,,,,animal
gothic,Lupinus,argenteus,,,,,animal
gothic,Lupinus,bakeri,,,,,animal
gothic,Lupinus,prunophilus,,,,,animal
gothic,Lychnis,apetala,,,,,animal
gothic,Mahonia,repens,,,,,NA
gothic,Maianthemum,stellatum,,,,,animal
gothic,Mertensia,ciliata,,,,,animal
gothic,Mertensia,fusiformis,,,,,animal
gothic,Noccaea,montana,,,,,animal/wind
gothic,Oreochrysum,parryi,,,,,animal
gothic,Orthocarpus,luteus,,,,,animal
gothic,Osmorhiza,occidentalis,,,,,wind
gothic,Oxypolis,fendleri,,,,,wind
gothic,Oxytropis,deflexa,,,,,animal
gothic,Paxistima,myrsinites,,,,,animal
gothic,Pedicularis,bracteosa,,,,,animal
gothic,Phacelia,heterophylla,,,,,animal
gothic,Platanthera,hyperborea,,,,,animal
gothic,Polygonum,aviculare,,,,,animal/wind
gothic,Polygonum,douglasii,,,,,animal/wind
gothic,Polygonum,viviparum,,,,,animal/wind
gothic,Potentilla,hippiana,,,,,animal
gothic,Potentilla,pulcherrima,,,,,animal
gothic,Pseudocymopterus,montanus,,,,,wind
gothic,Pyrrocoma,crocea,,,,,animal
gothic,Ranunculus,inamoenus,,,,,animal
gothic,Rhodiola,rosea,,,,,animal
gothic,Rosa,woodsii,,,,,animal
gothic,Salix,brachycarpa,,,,,animal/wind
gothic,Salix,drummondiana,,,,,animal/wind
gothic,Salix,geyeriana,,,,,animal/wind
gothic,Salix,monticola,,,,,animal/wind
gothic,Salix,wolfii,,,,,animal/wind
gothic,Senecio,integerrimus,,,,,animal
gothic,Senecio,triangularis,,,,,animal
gothic,Silene,antirrhina,,,,,animal
gothic,Solidago,multiradiata,,,,,animal
gothic,Stellaria,longifolia,,,,,animal
gothic,Swertia,perennis,,,,,animal
gothic,Symphyotrichum,foliaceum,,,,,animal
gothic,Taraxacum,officinale,,,,,animal
gothic,Tragopogon,dubius,,,,,animal
gothic,Trifolium,hybridum,,,,,animal
gothic,Valeriana,capitata,,,,,animal,,,
gothic,Valeriana,edulis,,,,,animal,,,
gothic,Valeriana,occidentalis,,,,,animal,,,
gothic,Veratrum,tenuipetalum,,,,,animal,,,
gothic,Vicia,americana,,,,,animal,,,
gothic,Viola,praemorsa,,,,,animal,,,
gothic,Zigadenus,elegans,,,,,animal,,,
harvard,Acer,pensylvanicum,,,native,,animal/wind,,tree/shrub,perennial
harvard,Acer,rubrum,,,native,,animal/wind,,tree,perennial
harvard,Acer,saccharum,,,native,,animal/wind,,tree/shrub,perennial
harvard,Betula,alleghaniensis,,,native,,wind,,tree,perennial
harvard,Betula,lenta,,,native,,wind,,tree,perennial
harvard,Betula,papyrifera,,minor,native,,wind,,shrub/subshrub,perennial
harvard,Betula,populifolia,,,native,,wind,,tree,perennial
harvard,Castanea,dentata,,,native,,wind,,tree,perennial
harvard,Cornus,alternifolia,,,native,,animal,,tree/shrub,perennial
harvard,Fagus,grandifolia,,,,,wind
harvard,Fraxinus,americana,,,,,wind
harvard,Hamamelis,virginiana,,,,,animal/wind
harvard,Ilex,verticillata,,,,,animal
harvard,Kalmia,angustifolia,,,,,animal
harvard,Kalmia,latifolia,,,,,animal
harvard,Lyonia,ligustrina,,,,,animal
harvard,Nemopanthus,mucronata,,,,,NA
harvard,Nyssa,sylvatica,,,,,NA
harvard,Pinus,strobus,,,,,wind
harvard,Quercus,alba,,,,,wind
harvard,Quercus,rubra,,,,,wind
harvard,Quercus,velutina,,,,,wind
harvard,Tsuga,canadensis,,,,,NA
harvard,Vaccinium,corymbosum,,,,,animal
harvard,Viburnum,cassinoides,,,,,animal
harvard,Viburnum,lantanoides,,,,,animal,,,,,
hubbard,Acer,saccharum,,,native,,animal/wind,,tree/shrub,perennial,,
hubbard,Betula,alleghaniensis,,,native,,wind,,tree,perennial,,
hubbard,Fagus,grandifolia,,,,,wind,,,,,
kochmer,Abutilon,theophrasti,,,native,,animal,,forb/herb,annual,,
kochmer,Acalypha,gracilens,,,native,,animal,,forb/herb,annual,,
kochmer,Acalypha,rhomboidea,,,native,,animal,,forb/herb,annual,,
kochmer,Acalypha,setosa,,,native,,animal,,forb/herb,annual,,
kochmer,Acalypha,virginica,,,native,,animal,,forb/herb,annual,,
kochmer,Acanthospermum,australe,,,exotic,,animal,,forb/herb,annual/perennial,,
kochmer,Acer,negundo,,,native,,animal/wind,,tree,perennial,,
kochmer,Acer,pensylvanicum,,,native,,animal/wind,,tree/shrub,perennial,,
kochmer,Acer,rubrum,,,native,,animal/wind,,tree,perennial,,
kochmer,Acer,saccharinum,,,native,,animal/wind,,tree,perennial,,
kochmer,Acer,saccharum,,,native,,animal/wind,,tree/shrub,perennial,,
kochmer,Acer,spicatum,,,native,,animal/wind,,tree/shrub,perennial,,
kochmer,Achillea,millefolium,,,native/exotic,,animal,,forb/herb,perennial,,
kochmer,Achyrophorus,elatus,,,,,animal,,,,,
kochmer,Aconitum,reclinatum,,,native,,animal,,forb/herb,perennial,,
kochmer,Aconitum,uncinatum,,,native,,animal,,forb/herb,perennial,,
kochmer,Actaea,pachypoda,,,native,,animal,,forb/herb,perennial,,
kochmer,Adlumia,fungosa,,,native,,animal/wind,,vine/forb/herb,biennial,,
kochmer,Aegopodium,podagraria,,,exotic,,wind,,forb/herb,perennial,,
kochmer,Aeschynomene,indica,,,native,,animal,,forb/herb,annual/perennial,,
kochmer,Aeschynomene,virginica,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,aphylla,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,decemloba,,obtusifolia,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,fasciculata,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,linifolia,,,native,,animal,,forb/herb,perennial,,
kochmer,Agalinis,maritima,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,obtusifolia,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,purpurea,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,setacea,,,native,,animal,,forb/herb,annual,,
kochmer,Agalinis,tenuifolia,,,native,,animal,,forb/herb,annual,,
kochmer,Agarista,populifolia,,,native,,animal,,shrub,perennial,,
kochmer,Agastache,nepetoides,,,native,,,,subshrub/forb/herb,perennial,,
kochmer,Agastache,scrophulariaefolia,,,,,,,,,,
kochmer,Agave,virginica,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Agrimonia,gryposepala,,,native,,animal,,forb/herb,perennial,,
kochmer,Agrimonia,incisa,,,native,,animal,,forb/herb,perennial,,
kochmer,Agrimonia,microcarpa,,,native,,animal,,forb/herb,perennial,,
kochmer,Agrimonia,parviflora,,,native,,animal,,forb/herb,perennial,,
kochmer,Agrimonia,rostellata,,,native,,animal,,forb/herb,perennial,,
kochmer,Ajuga,reptans,,,exotic,,insect,,forb/herb,perennial,,
kochmer,Akebia,quinata,,,exotic,,,,vine,perennial,,
kochmer,Albizia,julibrissin,,,exotic,,animal,,tree/shrub,perennial,,
kochmer,Alchemilla,microcarpa,,,exotic,,animal,,forb/herb,annual,,
kochmer,Aletris,aurea,,,native,,,,forb/herb,perennial,,
kochmer,Aletris,farinosa,,,native,,animal,,forb/herb,perennial,,
kochmer,Aletris,obovata,,,native,,animal,,forb/herb,perennial,,
kochmer,Alliaria,petiolata,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
kochmer,Allium,ampeloprasum,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Allium,bivalve,Nothoscordum,,native,,animal,,forb/herb,perennial,,
kochmer,Allium,canadense,,,native,,animal,,forb/herb,perennial,,
kochmer,Allium,cepa,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Allium,cernuum,,,native,,animal,,forb/herb,perennial,,
kochmer,Allium,cuthbertii,,,native,,animal,,forb/herb,perennial,,
kochmer,Allium,neapolitanum,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Allium,tricoccum,,,native,,animal,,forb/herb,perennial,,
kochmer,Allium,vineale,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Althaea,rosea,,,exotic,,animal,,forb/herb,biennial/perennial,,
kochmer,Ambrosia,artemisiifolia,,,native,,animal,,forb/herb,annual,,
kochmer,Ambrosia,bidentata,,,native,,animal,,forb/herb,annual,,
kochmer,Ambrosia,intergradiens,,,native,,animal,,forb/herb,perennial,,
kochmer,Ambrosia,psilostachya,,,native,,animal,,forb/herb,annual/perennial,,
kochmer,Ambrosia,rugelii,,psilostachya,native,,animal,,forb/herb,annual/perennial,,
kochmer,Ambrosia,trifida,,,native,,animal,,subshrub/forb/herb,annual,,
kochmer,Amelanchier,arborea,,,native,,animal,,tree/shrub,perennial,,
kochmer,Amelanchier,canadensis,,,native,,animal,,tree/shrub,perennial,,
kochmer,Amelanchier,obovalis,,,,,animal,,,,,
kochmer,Amelanchier,sanguinea,,,,,animal,,,,,
kochmer,Amelanchier,stolonifera,,,,,animal,,,,,
kochmer,Amianthium,muscaetoxicum,,,,,,,,,,
kochmer,Ammi,majus,,,,,wind,,,,,
kochmer,Ammi,visnaga,,,,,wind,,,,,
kochmer,Amorpha,fruticosa,,,native,,animal,,shrub,perennial,,
kochmer,Amorpha,georgiana,,,,,animal,,,,,
kochmer,Amorpha,glabra,,,,,animal,,,,,
kochmer,Amorpha,herbacea,,,,,animal,,,,,
kochmer,Amorpha,schwerini,,,,,animal,,,,,
kochmer,Ampelaster,carolinianus,,,,,animal,,,,,
kochmer,Amphianthus,pusillus,,,,,animal,,,,,
kochmer,Amphicarpa,bracteata,,,native,,animal,,vine/forb/herb,annual/perennial,,
kochmer,Amsinckia,hispida,,,,,animal,,,,,
kochmer,Amsonia,ciliata,,,,,,,,,,
kochmer,Amsonia,tabernaemontana,,,,,,,,,,
kochmer,Anagallis,arvensis,,,exotic,,animal,,forb/herb,annual/biennial,,
kochmer,Anemone,caroliniana,,,native,,animal,,forb/herb,perennial,,
kochmer,Anemone,lancifolia,,,,,animal,,,,,
kochmer,Anemone,quinquefolia,,,native,,animal,,forb/herb,perennial,,
kochmer,Anemone,virginiana,,,native,,animal,,forb/herb,perennial,,
kochmer,Anethum,graveolens,,,exotic,,wind,,forb/herb,annual,,
kochmer,Angelica,atropurpurea,,,native,,wind,,forb/herb,perennial,,
kochmer,Angelica,triquinata,,,,,wind,,,,,
kochmer,Angelica,venenosa,,,,,wind,,,,,
kochmer,Anoda,cristata,,,,,animal,,,,,
kochmer,Antennaria,parlinii,,,,,animal,,,,,
kochmer,Antennaria,solitaria,,,native,,animal,,forb/herb,perennial,,
kochmer,Anthemis,arvensis,,,exotic,,animal,,forb/herb,annual,,
kochmer,Anthemis,cotula,,,exotic,,animal,,forb/herb,annual,,
kochmer,Anthriscus,caucalis,,,,,wind,,,,,
kochmer,Apios,americana,,,native,,animal,,vine/forb/herb,perennial,,
kochmer,Apium,graveolens,,,exotic,,wind,,forb/herb,perennial,,
kochmer,Apium,leptophyllum,,,exotic,,wind,,forb/herb,annual,,
kochmer,Apium,nodiflorum,,,exotic,,wind,,forb/herb,perennial,,
kochmer,Aplectrum,hyemale,,,native,,animal,,forb/herb,perennial,,
kochmer,Apocynum,androsaemifolium,,,native,,,,forb/herb,perennial,,
kochmer,Apocynum,cannabinum,,,native,,,,forb/herb,perennial,,
kochmer,Apocynum,medium,,floribundum,native,,,,forb/herb,perennial,,
kochmer,Aquilegia,canadensis,,,native,,animal,,forb/herb,perennial,,
kochmer,Aquilegia,vulgaris,,,,,animal,,forb/herb,perennial,,
kochmer,Arabidopsis,thaliana,,,exotic,,animal/wind,,forb/herb,annual,,
kochmer,Arabis,canadensis,,,native,,animal/wind,,forb/herb,biennial,,
kochmer,Arabis,glabra,,,native,,self,,forb/herb,annual/biennial/perennial,,
kochmer,Arabis,glabra,,,native,,animal/wind,,forb/herb,annual/biennial/perennial,,
kochmer,Arabis,laevigata,,,native,,animal/wind,,forb/herb,biennial,,
kochmer,Arabis,lyrata,,,native,,animal/wind,,forb/herb,biennial/perennial,,
kochmer,Arabis,patens,,,native,,animal/wind,,forb/herb,biennial,,
kochmer,Arachis,hypogaea,,,exotic,,animal,,forb/herb,annual/perennial,,
kochmer,Aralia,nudicaulis,,,native,,,,subshrub/forb/herb,perennial,,
kochmer,Aralia,racemosa,,,native,,,,subshrub/forb/herb,perennial,,
kochmer,Aralia,spinosa,,,native,,,,tree/shrub,perennial,,
kochmer,Arctium,lappa,,,exotic,,insect,,forb/herb,biennial,,
kochmer,Arctium,minus,,,exotic,,animal,,forb/herb,biennial,,
kochmer,Arctium,nemorosum,,,,,animal,,,,,
kochmer,Arethusa,bulbosa,,,native,,animal,,forb/herb,perennial,,
kochmer,Argemone,albiflora,,,native,,animal/wind,,forb/herb,annual/biennial,,
kochmer,Argemone,mexicana,,,native,,animal/wind,,forb/herb,annual,,
kochmer,Aristolochia,macrophylla,,,native,,animal,,vine,perennial,,
kochmer,Aristolochia,serpentaria,,,native,,animal,,forb/herb,perennial,,
kochmer,Armoracia,rusticana,,,exotic,,animal/wind,,forb/herb,perennial,,
kochmer,Arnica,acaulis,,,native,,animal,,forb/herb,perennial,,
kochmer,Arnoglossum,atriplicifolium,,,native,,animal,,forb/herb,perennial,,
kochmer,Arnoglossum,ovatum,,,native,,animal,,forb/herb,perennial,,
kochmer,Artemisia,caudata,,,,,animal,,,,,
kochmer,Artemisia,ludoviciana,,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Artemisia,vulgaris,,,native/exotic,,animal,,subshrub/forb/herb,perennial,,
kochmer,Aruncus,dioicus,,,native/exotic,,animal,,forb/herb,perennial,,
kochmer,Asarum,canadense,,,native,,animal,,forb/herb,perennial,,
kochmer,Asimina,parviflora,,,native,,,,tree/shrub,perennial,,
kochmer,Asimina,triloba,,,native,,,,tree/shrub,perennial,,
kochmer,Asparagus,officinalis,,,exotic,,insect,,forb/herb,perennial,,
kochmer,Aster,acuminatus,Oclemena,acuminata,native,,animal,,forb/herb,perennial,,
kochmer,Aster,concolor,Symphyotrichum,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,cordifolius,Symphyotrichum,cordifolium,native,,animal,,forb/herb,perennial,,
kochmer,Aster,curtisii,Symphyotrichum,retroflexum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,divaricatus,Eurybia,divaricata,native,,animal,,forb/herb,perennial,,
kochmer,Aster,dumosus,Symphyotrichum,dumosum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,elliottii,Symphyotrichum,,native,,animal,,subshrub/forb/herb,perennial,,
kochmer,Aster,exilis,Symphyotrichum,squamatum,native,,animal,,forb/herb,annual/biennial,,
kochmer,Aster,laevis,Symphyotrichum,laeve,native,,animal,,forb/herb,perennial,,
kochmer,Aster,lateriflorus,Symphyotrichum,lateriflorum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,linariifolius,Ionactis,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,macrophyllus,Eurybia,macrophylla,native,,animal,,forb/herb,perennial,,
kochmer,Aster,novae-angliae,Symphyotrichum,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,novi-belgii,Symphyotrichum,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,oblongifolius,Symphyotrichum,oblongifolium,native,,animal,,forb/herb,perennial,,
kochmer,Aster,paludosus,Eurybia,hemispherica,native,,animal,,forb/herb,perennial,,
kochmer,Aster,patens,Symphyotrichum,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,pilosus,Symphyotrichum,pilosum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,prenanthoides,Symphyotrichum,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,puniceus,Symphyotrichum,puniceum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,racemosus,Symphyotrichum,racemosum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,sagittifolius,Symphyotrichum,cordifolium,native,,animal,,forb/herb,perennial,,
kochmer,Aster,simplex,Symphyotrichum,lanceolatum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,spectabilis,Eurybia,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,squarrosus,Symphyotrichum,walteri,native,,animal,,forb/herb,perennial,,
kochmer,Aster,subulatus,Symphyotrichum,subulatum,native,,animal,,forb/herb,annual/biennial,,
kochmer,Aster,surculosus,Eurybia,surculosa,native,,animal,,forb/herb,perennial,,
kochmer,Aster,tataricus,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Aster,tenuifolius,Symphyotrichum,tenuifolium,native,,animal,,forb/herb,perennial,,
kochmer,Aster,tortifolius,Sericocarpus,,native,,animal,,forb/herb,perennial,,
kochmer,Aster,umbellatus,Doellingeria,umbellata,native,,animal,,forb/herb,perennial,,
kochmer,Aster,undulatus,Symphyotrichum,undulatum,native,,animal,,forb/herb,perennial,,
kochmer,Aster,vimineus,Symphyotrichum,lateriflorum,native,,animal,,forb/herb,perennial,,
kochmer,Astilbe,biternata,,,native,,animal,,forb/herb,perennial,,
kochmer,Astragalus,canadensis,,,native,,animal,,forb/herb,perennial,,
kochmer,Astragalus,michauxii,,,native,,animal,,forb/herb,perennial,,
kochmer,Astragalus,villosus,,,native,,animal,,forb/herb,annual,,
kochmer,Atriplex,cristata,,,native,,wind,,shrub/subshrub/forb/herb,annual/perennial,,
kochmer,Atriplex,patula,,,exotic,,wind,,forb/herb,annual,,
kochmer,Aureolaria,flava,,,native,,animal,,forb/herb,perennial,,
kochmer,Aureolaria,levigata,,,,,animal,,,,,
kochmer,Aureolaria,pectinata,,,native,,animal,,forb/herb,annual,,
kochmer,Aureolaria,pedicularia,,,native,,animal,,forb/herb,annual,,
kochmer,Aureolaria,virginica,,,native,,animal,,forb/herb,perennial,,
kochmer,Baccharis,angustifolia,,,native,,animal,,shrub,perennial,,
kochmer,Baccharis,glomeruliflora,,,native,,animal,,shrub,perennial,,
kochmer,Baccharis,halimifolia,,,native,,animal,,tree/shrub,perennial,,
kochmer,Bacopa,caroliniana,,,native,,animal,,forb/herb,perennial,,
kochmer,Bacopa,innominata,,,native,,animal,,forb/herb,perennial,,
kochmer,Bacopa,monnieri,,,native,,animal,,forb/herb,perennial,,
kochmer,Bacopa,repens,,,native,,animal,,forb/herb,perennial,,
kochmer,Balduina,atropurpurea,,,native,,animal,,forb/herb,perennial,,
kochmer,Balduina,uniflora,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,alba,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,bracteata,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,cinerea,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,lanceolata,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,microphylla,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,pendula,,alba,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,perfoliata,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,serenae,,,native,,animal,,forb/herb,perennial,,
kochmer,Baptisia,tinctoria,,,native,,animal,,forb/herb,perennial,,
kochmer,Barbarea,verna,,,exotic,,animal/wind,,forb/herb,perennial,,
kochmer,Barbarea,vulgaris,,,exotic,,animal/wind,,forb/herb,biennial,,
kochmer,Batis,maritima,,,native,,,,subshrub,perennial,,
kochmer,Belamcanda,chinensis,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Bellis,perennis,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Berberis,bealei,,,exotic,,animal,,shrub,perennial,,
kochmer,Berberis,canadensis,,,native,,animal,,shrub,perennial,,
kochmer,Berberis,thunbergii,,,exotic,,animal,,shrub,perennial,,
kochmer,Berchemia,scandens,,,native,,animal,,vine,perennial,,
