phylonum	name	genus	name	ThorPA	HosmerAbun	EatonAbun	PrimackAbun	Hosmer01	HomserData2	HosmerData3	HosmerData4	Waif1	Waif2	DeltaAbun_cont	Deer1	Deer2	DeerSp	PrimPA	Native	IPANEinvstat	IPANEinvstatAll	IPANEinvstat1	IPANEinvstatNat	Habitat	Habitat1_4	Habitat1	Habitat2	Habitat3	Habitat4	duration	height	minffd	mintemp	sdabun	sdperiod	sdsprdrate	sdvigor	vegsprdrate	seedwt	ThorMFD	HosmMFD	PrimMFD	SpringTemp	absSpringTemp	mWinterTemp	comWinterTemp\	WinterTemp	absWinterTemp	TPdeltaFlwr	HPdeltaFlwr	HPdeltaFlwr_2	THdeltaFlwr	syndrome1	syndrome2	syndromeBinary	sexuality	symmetry	nectaries	size	AvgLat	MinLat	tMinLat	MaxLat	tMaxlat	SDLat	tSDLat	tseedwt	tsize	tminffd	theight	habit	HabiatBinary	GF	Decid_Egreen	Needle_Broad	C3C4	N2fixer	logLL	logLMA	logNmass	logNarea	logPmass	logParea	logAmass	logAarea	logGs	logRdmass	logRdarea
532	Pedicularis_canadensis	Pedicularis	canadensis	1	5	2	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1.3	120	-46	1	2	1	1	0	1.285	139.5	136.5	missing	-0.3	0.3	-0.1	-0.1	-0.1	0.1	missing	missing	missing	-3	7	3	1	0	1	1	1.9	39.34209868	28.7844	1.459157181	48.7757	1.688203511	3.939464358	0.595437176	0.108903128	0.278753601	10.95445115	0.113943352	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
63	Platanthera_clavellata	Platanthera	clavellata	1	5	1	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	0.4	missing	missing	missing	missing	missing	missing	missing	missing	214.3333333	196.5714286	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-17.76190476	5	3	1	0	1	1	0.6	39.30191691	29.4513	1.46910447	49.783	1.697081064	4.349144174	0.638403805	missing	-0.22184875	missing	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
269	Polygala_verticillata	Polygala	verticillata	1	5	4	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	3	3	0	0	1	0	3	0.4	225	-45	missing	missing	missing	missing	missing	0.314	223.6666667	211.2666667	missing	-0.2	0.2	-0.2	-0.2	-0.2	0.2	missing	missing	missing	-12.4	7	3	1	0	1	1	0.6	39.03217954	26.9265	1.430179906	48.7903	1.688333488	3.966117766	0.598365606	-0.503070352	-0.22184875	15	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
685	Prenanthes_alba	Prenanthes	alba	1	5	4	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1.5	225	-45	missing	missing	missing	missing	missing	missing	213	204.1333333	missing	-0.2	0.2	-0.2	-0.2	-0.2	0.2	missing	missing	missing	-8.866666667	10	2	1	0	0	1	1.9	42.49873181	35.1984	1.546522922	55.833	1.746890964	3.004059063	0.477708467	missing	0.278753601	15	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
684	Prenanthes_serpentaria	Prenanthes	serpentaria	0	5	2	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	215.2666667	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.9	36.87197128	30.2328	1.480478371	44.6871	1.650182172	2.935814345	0.467728588	missing	0.278753601	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
548	Pycnanthemum_incanum	Pycnanthemum	incanum	1	5	2	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1	225	-45	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	1	1	3.8	37.95257379	30.6843	1.48691622	43.3682	1.637171397	2.719146045	0.434432534	missing	0.579783597	15	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
550	Pycnanthemum_muticum	Pycnanthemum	muticum	1	5	5	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	3	3	0	0	1	0	3	0.8	127	-46	missing	missing	missing	missing	missing	0.4	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	1	1	0.6	37.37718962	29.8138	1.474417334	44.6871	1.650182172	3.514476653	0.545860663	-0.397940009	-0.22184875	11.26942767	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
111	Ranunculus_flabellaris	Ranunculus	flabellaris	1	5	5	0	0	0	0	0	0	0	-5	yes	yes	missing	0	0	1	0	missing	0	5	missing	missing	missing	missing	missing	3	0.5	225	-45	missing	missing	missing	missing	missing	missing	147.1666667	153.7857143	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	6.619047619	10	2	1	0	0	1	1.9	41.694105	32.4175	1.51077952	48.8093	1.688502579	3.187724126	0.503480729	missing	0.278753601	15	-0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
108	Ranunculus_flammula	Ranunculus	flammula	1	5	2	0	0	0	0	0	0	0	-5	yes	yes	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	0.3	missing	missing	missing	missing	missing	missing	missing	18.144	168.8	180.1538462	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	11.35384615	10	2	1	0	0	1	1	46.2840202	34.0164	1.53168835	70	1.84509804	6.743694139	0.828897865	1.258733037	0	missing	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
201	Ribes_hirtellum	Ribes	hirtellum	1	5	5	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1	127	-52	missing	missing	missing	missing	missing	1.5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	0	1	0.5	43.58418131	38.3424	1.583679294	48.7917	1.68834595	2.2572891	0.353587185	0.176091259	-0.301029996	11.26942767	0	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
753	Sericocarpus_linifolius	Sericocarpus	linifolius	1	5	2	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	229	-43	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	36.30227194	30.3892	1.482719267	42.9861	1.633328045	2.618887797	0.418116892	missing	0.113943352	15.13274595	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
749	Solidago_uliginosa	Solidago	uliginosa	1	5	2	0	0	0	0	0	0	0	-5	no	no	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	1.5	127	-52	missing	missing	missing	missing	missing	0.648	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.3	43.28548839	34.7762	1.541282125	51.717	1.713633324	2.593992518	0.413968719	-0.188424994	-0.522878745	11.26942767	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
761	Symphyotrichum_laeve	Symphyotrichum	laeve	1	5	2	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	3	3	0	0	1	0	3	1	missing	missing	missing	missing	missing	missing	missing	0.306	210.3333333	236.9285714	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	26.5952381	10	2	1	0	0	1	2.5	41.19401306	29.3805	1.468059182	54.383	1.735463161	4.025140624	0.604781058	-0.514278574	0.397940009	missing	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
763	Symphyotrichum_patens	Symphyotrichum	patens	1	5	4	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1.5	missing	missing	missing	missing	missing	missing	missing	missing	213.3333333	222.5333333	missing	-0.4	0.4	-0.3	-0.3	-0.3	0.3	missing	missing	missing	9.2	10	2	1	0	0	1	2.5	36.01057316	28.3209	1.452107051	44.1658	1.645086101	3.068464688	0.48692113	missing	0.397940009	missing	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
764	Symphyotrichum_undulatum	Symphyotrichum	undulatum	1	5	5	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1.2	missing	missing	missing	missing	missing	missing	missing	missing	225	231.8571429	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	6.857142857	10	2	1	0	0	1	1.9	37.69424071	27.9598	1.446534061	46.6484	1.668836752	3.458354282	0.538869481	missing	0.278753601	missing	0.079181246	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
370	Urtica_dioica	Urtica	dioica	1	5	2	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	2	2	0	1	0	0	3	2	127	-52	missing	missing	missing	missing	missing	0.13	181.6666667	missing	missing	missing	missing	-0.431334215	-0.431334215	missing	missing	missing	missing	missing	missing	8	1	0	2	0	0	0.3	42.24417101	29.676	1.472405362	63.268	1.801184106	3.782288827	0.57775469	-0.886056648	-0.522878745	11.26942767	0.301029996	3	1	H	missing	missing	missing	N	missing	1.6327295	missing	missing	missing	missing	missing	missing	missing	missing	missing
575	Utricularia_inflata	Utricularia	inflata	1	5	5	0	0	0	0	0	0	0	-5	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	2	0.3	225	-35	missing	missing	missing	missing	missing	missing	212.25	182.7857143	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-29.46428571	7	3	1	0	1	1	1.9	32.30596774	25.1171	1.399969495	47.6403	1.677974488	3.807172585	0.580602564	missing	0.278753601	15	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
531	Castilleja_coccinea	Castilleja	coccinea	1	4	0	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	3	3	0	0	1	0	1	1.6	75	-45	3	1	2	2	0	1.396	135.3333333	140.5333333	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	5.2	3	3	1	0	1	1	3.8	40.38626771	28.8492	1.460133774	48.867	1.689015678	3.887370342	0.589655917	0.144885418	0.579783597	8.660254038	0.204119983	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
65	Platanthera_orbiculata	Platanthera	orbiculata	1	4	1	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.6	missing	missing	missing	missing	missing	missing	missing	missing	missing	176.6153846	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	5	3	1	0	1	1	2.5	42.9312026	36.0787	1.557250881	62.083	1.792972695	3.858519645	0.586420716	missing	0.397940009	missing	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
139	Polygonum_punctatum	Polygonum	punctatum	0	4	5	0	0	0	0	0	0	0	-4	yes	yes	missing	0	0	1	0	missing	0	4	4	0	0	0	1	2	3.2	110	-32	2	2	2	2	0	2.25	missing	218.9333333	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.3	38.16325859	18.4833	1.266779513	48.95	1.689752696	4.628258951	0.66541765	0.352182518	-0.522878745	10.48808848	0.505149978	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
109	Ranunculus_trichophyllus	Ranunculus	trichophyllus	1	4	2	0	0	0	0	0	0	0	-4	yes	yes	missing	0	0	1	0	missing	0	5	missing	missing	missing	missing	missing	3	0.6	127	-47	missing	missing	missing	missing	missing	0.408	205	176.7272727	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-28.27272727	10	2	1	0	0	1	1	45.04443863	32.7294	1.514938044	81.9	1.913283902	7.669780232	0.88478292	-0.389339837	0	11.26942767	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
145	Rumex_orbiculatus	Rumex	orbiculatus	1	4	4	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	2.5	127	-52	missing	missing	missing	missing	missing	missing	199.3333333	176.1666667	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-23.16666667	8	1	0	0	0	0	0.3	43.04495698	38.023	1.58004638	48.7757	1.688203511	2.281184611	0.358160433	missing	-0.522878745	11.26942767	0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
16	Sagittaria_subulata	Sagittaria	subulata	0	4	5	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	1	0	1	2.5	36.39524474	25.5987	1.408217911	48.5348	1.686053244	5.221845673	0.717824033	missing	0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
278	Tephrosia_virginiana	Tephrosia	virginiana	1	4	2	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.7	225	-43	missing	missing	missing	missing	missing	7	176.5	177.6428571	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	1.142857143	7	3	1	0	1	1	1.9	36.99315728	28.3443	1.452465736	45.0675	1.653863467	3.379865906	0.52889947	0.84509804	0.278753601	15	-0.15490196	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
571	Utricularia_cornuta	Utricularia	cornuta	1	4	1	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	2	0.3	127	-52	missing	missing	missing	missing	missing	0.002	195	203.1333333	missing	-0.7	0.7	-0.7	-0.7	-0.7	0.7	missing	missing	missing	8.133333333	7	3	1	0	1	1	1.9	40.10340383	25.1171	1.399969495	59.017	1.770977129	7.071621169	0.849518987	-2.698970004	0.278753601	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
574	Utricularia_purpurea	Utricularia	purpurea	1	4	4	0	0	0	0	0	0	0	-4	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	2	0.2	127	-52	missing	missing	missing	missing	missing	missing	199.6666667	211.7	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	12.03333333	7	3	1	0	1	1	1.3	38.00746716	25.1171	1.399969495	48.45	1.685293781	6.513904059	0.813841358	missing	0.113943352	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
481	Andromeda_polifolia	Andromeda	polifolia	1	2	2	0	0	0	0	0	0	0	-2	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	0.5	missing	missing	missing	missing	missing	missing	missing	missing	154.8333333	132.9375	missing	-0.8	0.8	-0.7	-0.7	-0.7	0.7	missing	missing	missing	-21.89583333	7	3	1	0	0	1	0.6	44.61047995	38.322	1.583448167	59.9	1.777426822	3.601563036	0.55649102	missing	-0.22184875	missing	-0.301029996	2	missing	S	E	B	C3	N	1.168166396	2.110894091	0.191269322	0.302163413	missing	missing	missing	missing	missing	missing	missing
516	Asclepias_exaltata	Asclepias	exaltata	1	2	2	0	0	0	0	0	0	0	-2	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1.5	127	-50	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	0	1	1.9	missing	missing	missing	missing	missing	missing	missing	1.025305865	0	15	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
482	Eubotrys_racemosa	Eubotrys	racemosa	1	2	0	0	0	0	0	0	0	0	-2	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	2	missing	missing	missing	missing	missing	missing	missing	missing	153	167.5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	14.5	7	3	1	0	0	1	0.6	34.8802798	27.9598	1.446534061	41.4021	1.61702237	3.56685201	0.552285091	missing	-0.22184875	missing	0.301029996	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
553	Monarda_media	Monarda	media	0	2	3	0	0	0	0	0	0	0	-2	missing	missing	missing	0	0	1	0	missing	0	2	2	0	1	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	3	3	1	0	1	1	3.2	40.91805222	35.1263	1.545632406	45.5059	1.658067708	1.969758727	0.294413033	missing	0.505149978	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
456	Moneses_uniflora	Moneses	uniflora	0	2	1	0	0	0	0	0	0	0	-2	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	163.7333333	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	0	1.9	44.52561591	33.74	1.528145078	59.417	1.77391072	4.298647527	0.633331836	missing	0.278753601	missing	missing	missing	missing	S	missing	missing	missing	N	missing	1.755874856	0.309630167	0.063213226	missing	missing	missing	missing	missing	missing	missing
67	Platanthera_grandiflora	Platanthera	grandiflora	1	2	3	0	0	0	0	0	0	0	-2	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	0.6	missing	missing	missing	missing	missing	missing	missing	missing	162	168.5625	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	6.5625	5	3	1	0	1	1	2.5	41.56585171	35.0583	1.544790853	47.083	1.672864127	2.386676702	0.377793594	missing	0.397940009	missing	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
29	Trillium_undulatum	Trillium	undulatum	1	2	1	0	0	0	0	0	0	0	-2	yes	yes	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.4	127	-52	missing	missing	missing	missing	missing	missing	155	132.5333333	missing	-0.8	0.8	-0.7	-0.7	-0.7	0.7	missing	missing	missing	-22.46666667	10	2	1	0	0	1	6.4	41.14631615	34.7819	1.541353302	47.383	1.675622554	3.188633593	0.503604617	missing	0.806179974	11.26942767	-0.397940009	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
627	Aralia_racemosa	Aralia	racemosa	1	1	1	0	0	0	0	0	1	0	-1	no	no	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	2	127	-52	missing	missing	missing	missing	missing	0.819	195.5	193.5714286	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-1.928571429	10	2	1	0	0	1	0.6	40.52923898	30.7161	1.487366073	48.7675	1.688130493	3.224104461	0.508409105	-0.086716098	-0.22184875	11.26942767	0.301029996	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
461	Arctostaphylos_uvaursi	Arctostaphylos	uvaursi	1	1	1	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.1	127	-52	missing	missing	missing	missing	missing	11.949	130.4	125.2142857	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-5.185714286	7	3	1	0	0	1	0.6	missing	missing	missing	missing	missing	missing	missing	1.077331561	-0.22184875	11.26942767	-1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
7	Asarum_canadense	Asarum	canadense	1	1	0	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.1	127	-52	missing	missing	missing	missing	missing	13.21	missing	116	missing	-0.6	0.6	-0.6	-0.6	-0.6	0.6	missing	missing	missing	missing	4	3	1	0	0	1	3.8	39.81746678	30.8728	1.489576019	48.7703	1.688155427	3.175247888	0.501777636	1.120902818	0.579783597	11.26942767	-1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
84	Caulophyllum_thalictroides	Caulophyllum	thalictroides	0	1	1	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	2.5	2.5	-33	1	1	1	1	0	198.6	missing	118.8666667	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.3	40.68923078	33.9797	1.53121954	48.7675	1.688130493	3.137391474	0.496568712	2.297979244	0.113943352	1.58113883	0.397940009	missing	missing	H	missing	B	C3	N	missing	1.37161107	0.764922985	0.136534055	missing	missing	2.404833717	0.770852012	2.127104798	missing	missing
189	Claytonia_caroliniana	Claytonia	caroliniana	0	1	1	0	0	0	0	0	1	0	-1	yes	yes	missing	0	0	1	0	missing	0	4	4	0	0	0	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	112.7692308	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.9	40.91277651	34.6882	1.540181765	47.7257	1.678752307	3.580221084	0.553909846	missing	0.278753601	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
328	Crataegus_crusgalli	Crataegus	crusgalli	1	1	5	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	3	3	0	0	1	0	3	10	225	-45	missing	missing	missing	missing	missing	90.718	149.5	145.7692308	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-3.730769231	10	2	1	0	0	1	1.5	missing	missing	missing	missing	missing	missing	missing	1.957693467	0.176091259	15	1	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
350	Dasiphora_fruticosa	Dasiphora	fruticosa	0	1	1	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	3	3	0	0	1	0	missing	missing	180	-28	2	2	2	1	missing	0.2	missing	185.3846154	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	1.9	42.5922466	33.9239	1.530505774	48.8337	1.688719631	3.369398674	0.527552401	-0.698970004	0.278753601	13.41640786	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
287	Desmodium_obtusum	Desmodium	obtusum	1	1	2	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1	missing	missing	missing	missing	missing	missing	missing	2.537	221.5	232.3846154	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10.88461538	7	3	1	0	1	1	missing	37.94933253	29.7179	1.473018117	43.4662	1.638151674	2.94948014	0.469745476	0.404320467	missing	missing	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
289	Desmodium_rotundifolium	Desmodium	rotundifolium	1	1	2	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1.5	225	-45	missing	missing	missing	missing	missing	missing	220	219.0769231	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	-0.923076923	7	3	1	0	1	1	1	37.84843369	30.2252	1.480369183	44.4	1.64738297	3.01828691	0.47976052	missing	0	15	0.176091259	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
499	Galium_lanceolatum	Galium	lanceolatum	1	1	2	0	0	0	0	0	1	0	-1	no	no	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.7	127	-46	missing	missing	missing	missing	missing	6.35	missing	179.5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.3	41.49294597	35.0583	1.544790853	47.4773	1.676486013	2.538663499	0.404605139	0.802773725	-0.522878745	11.26942767	-0.15490196	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
797	Helianthus_decapetalus	Helianthus	decapetalus	1	1	1	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	1	127	-47	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	9.5	39.786419	31.1965	1.494105872	45.8656	1.661487079	2.652745259	0.423695547	missing	0.977723605	11.26942767	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
86	Hepatica_nobilis	Hepatica	nobilis	1	1	1	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	0	1.9	39.44081904	30.5816	1.485460204	48.7703	1.688155427	3.304471465	0.519102006	missing	0.278753601	missing	-0.698970004	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
466	Ledum_groenlandicum	Ledum	groenlandicum	1	1	0	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	4	4	0	0	0	1	3	3	95	-52	2	1	1	2	0	missing	150	138.375	missing	-0.8	0.8	-0.7	-0.7	-0.7	0.7	missing	missing	missing	-11.625	10	2	1	0	0	1	1.3	46.33902088	39.7351	1.59917431	59.583	1.775122366	3.991970256	0.601187297	missing	0.113943352	9.746794345	0.477121255	missing	missing	S	E	B	C3	N	1.255272505	2.052118305	0.149219113	0.201337417	-1.065501549	-1.0134	2.016929388	1.069047693	missing	missing	missing
641	Linnaea_borealis	Linnaea	borealis	1	1	0	0	0	0	0	0	1	0	-1	missing	missing	missing	0	0	1	0	missing	0	1	1	1	0	0	0	3	0.1	127	-52	missing	missing	missing	missing	missing	1.15	158.4	155.7333333	missing	-0.7	0.7	-0.7	-0.7	-0.7	0.7	missing	missing	missing	-2.666666667	7	3	1	0	1	1	1.3	45.22313368	35.3836	1.548802017	65.183	1.814134345	4.504832909	0.653678687	0.06069784	0.113943352	11.26942767	-1	missing	missing	S	missing	missing	missing	N	missing	1.477121255	0.053078443	-0.260525194	missing	missing	missing	missing	missing	missing	missing
