phylonum	name	genus	name	ThorPA	HosmerAbun	EatonAbun	PrimackAbun	Hosmer01	HomserData2	HosmerData3	HosmerData4	Waif1	Waif2	DeltaAbun_cont	Deer1	Deer2	DeerSp	PrimPA	Native	IPANEinvstat	IPANEinvstatAll	IPANEinvstat1	IPANEinvstatNat	Habitat	Habitat1_4	Habitat1	Habitat2	Habitat3	Habitat4	duration	height	minffd	mintemp	sdabun	sdperiod	sdsprdrate	sdvigor	vegsprdrate	seedwt	ThorMFD	HosmMFD	PrimMFD	SpringTemp	absSpringTemp	mWinterTemp	comWinterTemp\	WinterTemp	absWinterTemp	TPdeltaFlwr	HPdeltaFlwr	HPdeltaFlwr_2	THdeltaFlwr	syndrome1	syndrome2	syndromeBinary	sexuality	symmetry	nectaries	size	AvgLat	MinLat	tMinLat	MaxLat	tMaxlat	SDLat	tSDLat	tseedwt	tsize	tminffd	theight	habit	HabiatBinary	GF	Decid_Egreen	Needle_Broad	C3C4	N2fixer	logLL	logLMA	logNmass	logNarea	logPmass	logParea	logAmass	logAarea	logGs	logRdmass	logRdarea
279	Lespedeza_virginica	Lespedeza	virginica	1	5	2	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	2	1	225	-43	missing	missing	missing	missing	missing	missing	222.5	222.6923077	222	missing	missing	missing	missing	missing	missing	0.5	0.692307692	0.692307692	0.192307692	7	3	1	0	1	1	0.6	36.94618788	28.3443	1.452465736	43.9848	1.643302622	3.077059448	0.488135887	missing	-0.22184875	15	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
561	Lycopus_virginicus	Lycopus	virginicus	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	4	110	-45	2	3	2	2	1	4.2	204	200	208.3333333	missing	missing	missing	missing	missing	missing	-4.333333333	-8.333333333	-8.333333333	-4	10	2	1	0	1	1	0.3	38.14904105	29.2115	1.465553858	46.9462	1.671600445	3.251295008	0.512056377	0.62324929	-0.522878745	10.48808848	0.602059991	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
48	Maianthemum_racemosum	Maianthemum	racemosum	1	5	5	4	0	0	0	0	0	0	-1	yes	yes	yes	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	missing	missing	missing	missing	missing	missing	missing	missing	155.5	153.125	149.75	-0.2	0.2	-0.2	-0.2	-0.2	0.2	5.75	3.375	3.375	-2.375	10	2	1	0	0	1	0.3	39.48641886	30.2328	1.480478371	48.8337	1.688719631	3.63393331	0.560376953	missing	-0.522878745	missing	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
535	Melampyrum_lineare	Melampyrum	lineare	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.4	127	-52	missing	missing	missing	missing	missing	2.414	170.3333333	167.7333333	172.6666667	missing	missing	missing	missing	missing	missing	-2.333333333	-4.933333333	-4.933333333	-2.6	7	3	1	0	1	1	1.3	42.42233973	34.6454	1.53964558	54.983	1.740228432	4.05628946	0.608128939	0.382737266	0.113943352	11.26942767	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
525	Mimulus_ringens	Mimulus	ringens	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1	127	-52	missing	missing	missing	missing	missing	0.009	202	204.4375	221	-0.5	0.5	-0.3	-0.3	-0.3	0.3	-19	-16.5625	-16.5625	2.4375	7	3	1	0	1	1	2.5	40.71661763	29.6353	1.471809328	52.9	1.723455672	3.467089243	0.539965021	-2.045757491	0.397940009	11.26942767	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
188	Mollugo_verticillata	Mollugo	verticillata	1	6	5	5	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	1	0.3	127	-47	missing	missing	missing	missing	missing	0.063	173.3333333	146.7857143	178	missing	missing	missing	missing	missing	missing	-4.666666667	-31.21428571	-31.21428571	-26.54761905	10	2	1	0	0	1	0.3	38.16146135	26.1461	1.417406918	48.8	1.688419822	4.382012607	0.641673623	-1.200659451	-0.522878745	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
3	Nuphar_lutea	Nuphar	lutea	1	1	1	0	0	0	0	0	1	0	-1	missing	missing	missing	1	0	1	0	missing	0	5	missing	missing	missing	missing	missing	3	0.3	missing	missing	missing	missing	missing	missing	missing	missing	164.6666667	178.0666667	144	-0.6	0.6	-0.6	-0.6	-0.6	0.6	20.66666667	34.06666667	34.06666667	13.4	1	3	1	0	0	1	1.9	39.92815924	26.1461	1.417406918	69.25	1.840419778	6.093848124	0.784891626	missing	0.278753601	missing	-0.522878745	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
591	Nuttallanthus_canadensis	Nuttallanthus	canadensis	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	0.5	missing	missing	missing	missing	missing	missing	missing	0.016	149.2	156.9375	150.5	-0.2	0.2	-0.2	-0.2	-0.2	0.2	-1.3	6.4375	6.4375	7.7375	7	3	1	0	1	1	1.3	36.46582434	26.0829	1.416355876	48.5704	1.68637168	4.858788475	0.686527993	-1.795880017	0.113943352	missing	-0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
771	Oclemena_acuminata	Oclemena	acuminata	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	missing	missing	missing	missing	missing	missing	missing	0.44	215	226.7692308	266	missing	missing	missing	missing	missing	missing	-51	-39.23076923	-39.23076923	11.76923077	10	2	1	0	0	1	3.8	40.690849	34.5745	1.538755908	46.6484	1.668836752	2.806588467	0.448178736	-0.356547324	0.579783597	missing	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
224	Oenothera_biennis	Oenothera	biennis	1	6	5	5	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	2	5	120	-52	3	2	2	3	0	0.357	182.3333333	164.8571429	194.3333333	missing	missing	missing	missing	missing	missing	-12	-29.47619048	-29.47619048	-17.47619048	5	3	1	0	0	1	5.1	39.18013073	26.1461	1.417406918	48.7917	1.68834595	4.144512241	0.617473427	-0.447331784	0.707570176	10.95445115	0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
235	Oxalis_stricta	Oxalis	stricta	1	6	5	5	0	0	0	0	0	0	-1	yes	yes	no	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.5	missing	missing	missing	missing	missing	missing	missing	0.2	155.1428571	152.0666667	132	-0.6	0.6	-0.6	-0.6	-0.6	0.6	23.14285714	20.06666667	20.06666667	-3.076190476	10	2	1	0	0	1	0.6	39.50222234	29.3353	1.467390534	48.8337	1.688719631	4.089378941	0.611657356	-0.698970004	-0.22184875	missing	-0.301029996	3	1	H	missing	missing	missing	missing	missing	1.238824187	missing	missing	missing	missing	missing	missing	missing	missing	missing
209	Parthenocissus_quinquefolia	Parthenocissus	quinquefolia	1	6	5	5	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1	130	-52	1	1	2	2	3	29.076	196.25	185.0666667	213.5	missing	missing	missing	missing	missing	missing	-17.25	-28.43333333	-28.43333333	-11.18333333	10	2	1	0	0	1	0.3	37.51189883	25.1171	1.399969495	47.7257	1.678752307	3.956597915	0.597321918	1.46353466	-0.522878745	11.40175425	0	4	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
330	Photinia_melanocarpa	Photinia	melanocarpa	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	3	missing	missing	missing	missing	missing	missing	missing	missing	143.6666667	missing	141	missing	missing	missing	missing	missing	missing	2.666666667	missing	missing	missing	10	2	1	0	0	1	1	40.34959957	34.2384	1.534513461	48.2593	1.683581018	3.07659029	0.488069665	missing	0	missing	0.477121255	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
357	Potentilla_arguta	Potentilla	arguta	1	1	2	0	0	0	0	0	1	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	3	100	-47	2	1	1	1	0	0.107	179.3333333	194	162	missing	missing	missing	missing	missing	missing	17.33333333	32	32	14.66666667	10	2	1	0	0	1	1.9	43.49349686	34.6559	1.539777182	60.267	1.780079573	3.136748842	0.496479746	-0.970616222	0.278753601	10	0.477121255	missing	missing	H	missing	B	C3	N	missing	1.978810701	0.276461804	0.260071388	missing	missing	2.230704314	1.209515015	2.611723308	1.117271296	-0.022276395
105	Ranunculus_abortivus	Ranunculus	abortivus	1	5	4	4	0	0	0	0	0	0	-1	yes	yes	yes	1	0	1	0	missing	0	1	1	1	0	0	0	2	2.8	110	-52	1	2	1	2	0	0.177	140	130.0625	127	-0.7	0.7	-0.8	-0.8	-0.8	0.8	13	3.0625	3.0625	-9.9375	10	2	1	0	0	1	0.6	39.48649032	28.3443	1.452465736	58.633	1.768142116	3.951579051	0.596770674	-0.752026734	-0.22184875	10.48808848	0.447158031	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
230	Rhexia_virginica	Rhexia	virginica	1	5	4	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.6	216	-47	missing	missing	missing	missing	missing	0.022	207.8	206.2	207.3333333	-0.6	0.6	-0.5	-0.5	-0.5	0.5	0.466666667	-1.133333333	-1.133333333	-1.6	10	2	1	0	0	0	3.8	36.61002064	29.47	1.469380136	46.6484	1.668836752	3.7524852	0.574318988	-1.657577319	0.579783597	14.69693846	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
462	Rhododendron_viscosum	Rhododendron	viscosum	1	5	4	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	16.4	160	-52	2	2	1	2	0	missing	162.5	168.625	160.6666667	-0.6	0.6	-0.6	-0.6	-0.6	0.6	1.833333333	7.958333333	7.958333333	6.125	5	3	1	0	0	1	2.5	35.46117434	27.1906	1.434418791	43.7863	1.641338248	3.982219773	0.600125224	missing	0.397940009	12.64911064	1.214843848	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
383	Rhus_glabra	Rhus	glabra	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	12	135	-46	3	2	1	3	1	9.468	191.3333333	189.2142857	187.6666667	missing	missing	missing	missing	missing	missing	3.666666667	1.547619048	1.547619048	-2.119047619	10	2	1	2	0	1	0.6	38.64056399	28.3443	1.452465736	49.167	1.69167371	3.922308941	0.593541798	0.976258249	-0.22184875	11.61895004	1.079181246	2	missing	S	missing	missing	C3	N	missing	missing	missing	missing	missing	missing	missing	1.179946555	2.687402608	missing	missing
295	Robinia_pseudoacacia	Robinia	pseudoacacia	1	5	3	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	3	80	90	-52	2	1	2	3	1	18.9	158	159.6923077	154	missing	missing	missing	missing	missing	missing	4	5.692307692	5.692307692	1.692307692	7	3	1	0	1	1	2.5	38.32835371	28.0051	1.447237128	48.5704	1.68637168	3.86570147	0.587228312	1.276461804	0.397940009	9.486832981	1.903089987	1	0	T	D	B	C3	Y	missing	1.69618468	0.472756449	0.16894113	-0.810603274	-1.114418594	missing	missing	missing	missing	missing
790	Rudbeckia_hirta	Rudbeckia	hirta	1	6	5	5	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	2	1	missing	missing	missing	missing	missing	missing	missing	0.15	176.6666667	missing	177.6666667	missing	missing	missing	missing	missing	missing	-1	missing	missing	missing	10	2	1	0	0	1	missing	38.36726001	26.0829	1.416355876	51.617	1.71279276	4.510725505	0.654246399	-0.823908741	missing	missing	0	3	1	H	missing	missing	missing	missing	missing	1.835647144	missing	missing	missing	missing	missing	missing	missing	missing	missing
650	Sambucus_nigra	Sambucus	nigra	1	5	5	4	0	0	0	0	0	0	-1	no	no	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	3	missing	missing	missing	missing	missing	missing	missing	2.791	153	169.8666667	175.6666667	missing	missing	-0.624064119	-0.624064119	missing	missing	-22.66666667	-5.8	-5.8	16.86666667	10	2	1	0	0	0	0.3	38.21215885	19.5975	1.292200673	48.8337	1.688719631	4.418338309	0.645258966	0.445759836	-0.522878745	missing	0.477121255	2	missing	S	D	missing	missing	N	missing	1.715838532	0.52179165	0.237630182	-0.613649689	-0.897811157	missing	missing	missing	missing	missing
558	Scutellaria_galericulata	Scutellaria	galericulata	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.8	missing	missing	missing	missing	missing	missing	missing	0.8	193	205.0666667	186	0.1	0.1	0.1	0.1	0.1	0.1	7	19.06666667	19.06666667	12.06666667	7	3	1	0	1	1	1.3	43.38419335	35.3836	1.548802017	63.583	1.803341015	2.974931178	0.473476923	-0.096910013	0.113943352	missing	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
373	Sicyos_angulatus	Sicyos	angulatus	1	1	2	0	0	0	0	0	1	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	1	1	127	-46	missing	missing	missing	missing	missing	93	217.5	206.4615385	212	missing	missing	missing	missing	missing	missing	5.5	-5.538461538	-5.538461538	-11.03846154	7	3	1	1	0	1	1.3	38.80153573	29.3353	1.467390534	46.4589	1.667068923	3.061220938	0.485894675	1.968482949	0.113943352	11.26942767	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
38	Sisyrinchium_angustifolium	Sisyrinchium	angustifolium	0	5	4	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	2	180	-3	1	1	1	1	0	0.598	missing	148.8666667	161.6666667	missing	missing	missing	missing	missing	missing	missing	-12.8	-12.8	missing	10	2	1	0	0	1	1.3	37.51890358	24.42	1.38774566	61.567	1.789347992	4.092195164	0.611956338	-0.223298816	0.113943352	13.41640786	0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
743	Solidago_nemoralis	Solidago	nemoralis	1	5	5	4	0	0	0	0	0	0	-1	no	no	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	2	150	-52	3	2	3	3	3	0.081	206	220.7333333	250	-0.2	0.2	0.1	0.1	0.1	0.1	-44	-29.26666667	-29.26666667	14.73333333	10	2	1	0	0	1	0.3	39.72762965	28.3443	1.452465736	54.067	1.732932273	4.061521649	0.608688772	-1.091514981	-0.522878745	12.24744871	0.301029996	3	1	H	missing	B	C3	N	missing	2.086186148	0.198657087	0.28780173	missing	missing	2.146809963	1.23299611	2.681241237	1.164352856	0.130333768
332	Spiraea_alba	Spiraea	alba	1	6	5	5	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.5	missing	missing	missing	missing	missing	missing	missing	0.454	171.3333333	170.6875	152	-0.6	0.6	-0.6	-0.6	-0.6	0.6	19.33333333	18.6875	18.6875	-0.645833333	10	2	1	0	0	1	0.6	42.42216579	35.0583	1.544790853	51.933	1.715443411	2.827793196	0.451447645	-0.342944147	-0.22184875	missing	0.176091259	2	missing	S	missing	B	C3	N	0.77815125	1.909449139	0.318063335	0.227512474	-0.950781977	-1.0413	2.166098005	1.075547144	missing	missing	missing
90	Thalictrum_pubescens	Thalictrum	pubescens	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.5	missing	missing	missing	missing	missing	missing	missing	3.492	175.6666667	173.5	178.6666667	missing	missing	missing	missing	missing	missing	-3	-5.166666667	-5.166666667	-2.166666667	10	2	1	0	0	0	0.8	39.54096916	30.7704	1.488133142	48.4	1.684845362	2.956282956	0.470746	0.543074235	-0.096910013	missing	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
381	Toxicodendron_radicans	Toxicodendron	radicans	1	6	5	5	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	2	missing	missing	missing	missing	missing	missing	missing	16.4	158	158.8666667	151.25	0	0	0	0	0	0	6.75	7.616666667	7.616666667	0.866666667	10	2	1	2	0	1	0.3	37.52461693	25.1171	1.399969495	48.7	1.687528961	4.217508711	0.625055988	1.214843848	-0.522878745	missing	0.301029996	4	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
382	Toxicodendron_vernix	Toxicodendron	vernix	1	5	4	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	5	missing	missing	missing	missing	missing	missing	missing	21.8	167	167.2	169.3333333	-0.2	0.2	-0.2	-0.2	-0.2	0.2	-2.333333333	-2.133333333	-2.133333333	0.2	10	2	1	2	0	1	0.3	38.70709806	27.3406	1.436808041	45.5646	1.658627562	4.481089578	0.651383626	1.338456494	-0.522878745	missing	0.698970004	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
540	Trichostema_dichotomum	Trichostema	dichotomum	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	0.7	127	-52	missing	missing	missing	missing	missing	missing	213.2	211.2666667	217	-0.7	0.7	-0.7	-0.7	-0.7	0.7	-3.8	-5.733333333	-5.733333333	-1.933333333	7	3	1	0	1	1	1.9	36.39415165	25.1171	1.399969495	44.9768	1.652988553	4.042979669	0.606701557	missing	0.278753601	11.26942767	-0.15490196	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
442	Trientalis_borealis	Trientalis	borealis	1	5	5	4	0	0	0	0	0	0	-1	yes	yes	yes	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.2	127	-52	missing	missing	missing	missing	missing	0.533	144.2	136.6875	131.5	-0.6	0.6	-0.6	-0.6	-0.6	0.6	12.7	5.1875	5.1875	-7.5125	10	2	1	0	0	0	1.3	43.12171442	34.8344	1.542008334	63.917	1.805616383	3.013521822	0.479074341	-0.273272791	0.113943352	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
659	Triodanis_perfoliata	Triodanis	perfoliata	1	5	1	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	1	missing	missing	missing	missing	missing	missing	missing	missing	167	179.6666667	164	missing	missing	missing	missing	missing	missing	3	15.66666667	15.66666667	12.66666667	7	3	1	0	0	1	1.9	37.940781	26.1495	1.417463389	48.8337	1.688719631	4.216676758	0.62497031	missing	0.278753601	missing	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
569	Utricularia_macrorhiza	Utricularia	macrorhiza	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	2	0.2	missing	missing	missing	missing	missing	missing	missing	missing	160.2	168.6	175.5	-0.2	0.2	-0.2	-0.2	-0.2	0.2	-15.3	-6.9	-6.9	8.4	7	3	1	0	1	1	1.9	43.24271167	29.847	1.474900686	68.167	1.833574181	3.930486532	0.594446313	missing	0.278753601	missing	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
32	Uvularia_sessilifolia	Uvularia	sessilifolia	1	5	5	4	0	0	0	0	0	0	-1	yes	yes	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.3	127	-52	missing	missing	missing	missing	missing	missing	131.75	125.6875	123	missing	missing	missing	missing	missing	missing	8.75	2.6875	2.6875	-6.0625	7	3	1	0	0	1	2.5	39.71200722	30.2328	1.480478371	48.7703	1.688155427	3.837929159	0.584096954	missing	0.397940009	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
475	Vaccinium_macrocarpon	Vaccinium	macrocarpon	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.1	127	-52	missing	missing	missing	missing	missing	missing	175	169.4	169.3333333	-0.4	0.4	-0.4	-0.4	-0.4	0.4	5.666666667	0.066666667	0.066666667	-5.6	10	2	1	0	0	1	1.3	42.85346784	34.6194	1.539319537	49.65	1.695919253	2.530745789	0.403248523	missing	0.113943352	11.26942767	-1	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
579	Verbena_hastata	Verbena	hastata	1	5	5	4	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.5	127	-52	missing	missing	missing	missing	missing	0.132	201.25	198.9375	191.6666667	-0.6	0.6	-0.4	-0.4	-0.4	0.4	9.583333333	7.270833333	7.270833333	-2.3125	10	2	1	0	1	1	0.3	41.29115253	30.0658	1.478072764	48.7917	1.68834595	3.008770325	0.478389037	-0.879426069	-0.522878745	11.26942767	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
248	Viola_pedata	Viola	pedata	1	5	4	4	0	0	0	0	0	0	-1	no	yes	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.2	225	-43	missing	missing	missing	missing	missing	0.929	129.5	121	138	missing	missing	missing	missing	missing	missing	-8.5	-17	-17	-8.5	7	3	1	0	1	1	3.8	37.80530244	29.4942	1.469736621	46.6312	1.668676592	3.62112612	0.558843651	-0.031984286	0.579783597	15	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
207	Vitis_aestivalis	Vitis	aestivalis	1	1	2	0	0	0	0	0	1	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	30	120	-45	2	2	1	1	1	36.225	missing	150.25	207	missing	missing	missing	missing	missing	missing	missing	-56.75	-56.75	missing	10	2	1	0	0	1	0.3	37.06635963	25.1171	1.399969495	44.7306	1.650604724	3.802910921	0.580116153	1.559008394	-0.522878745	10.95445115	1.477121255	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
76	Xyris_caroliniana	Xyris	caroliniana	0	1	2	0	0	0	0	0	1	0	-1	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	206.6666667	158	missing	missing	missing	missing	missing	missing	missing	48.66666667	48.66666667	missing	7	3	1	0	1	0	1.3	32.1851413	25.1171	1.399969495	44.883	1.652081878	3.314632227	0.520435349	missing	0.113943352	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
77	Xyris_torta	Xyris	torta	1	2	2	1	0	0	0	0	0	0	-1	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	7	3	1	0	1	0	1.3	37.50969169	29.8834	1.475430008	46.4508	1.666993198	3.854682693	0.585988634	missing	0.113943352	missing	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
97	Actaea_pachypoda	Actaea	pachypoda	1	1	1	1	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	127	-52	missing	missing	missing	missing	missing	15.141	159	145.4666667	138.75	0.1	0.1	0	0	0	0	20.25	6.716666667	6.716666667	-13.53333333	10	2	1	0	0	0	0.6	39.73371723	30.2328	1.480478371	47.7257	1.678752307	3.164368608	0.500287068	1.180154559	-0.22184875	11.26942767	-0.096910013	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
789	Ambrosia_artemisiifolia	Ambrosia	artemisiifolia	1	6	5	6	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	1	1	127	-52	missing	missing	missing	missing	missing	4.02	221.5	214.5	220	missing	missing	missing	missing	missing	missing	1.5	-5.5	-5.5	-7	8	1	0	1	0	1	0.3	38.95005495	19.5975	1.292200673	65.167	1.814027728	4.839696289	0.684818109	0.604226053	-0.522878745	11.26942767	0	3	1	H	missing	B	C3	N	0.174899778	1.88941029	0.40654018	0.298853076	missing	missing	2.548340273	1.437750563	3.01494035	1.416640507	0.190331698
358	Amelanchier_canadensis	Amelanchier	canadensis	1	5	6	5	0	0	0	0	0	0	0	no	no	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	20	110	-47	3	2	1	3	1	4.739	124.8	122.0588235	117.25	-0.8	0.8	-0.8	-0.8	-0.8	0.8	7.55	4.808823529	4.808823529	-2.741176471	10	2	1	0	0	1	1.3	38.96670277	30.6843	1.48691622	46.6484	1.668836752	3.341387567	0.523926852	0.675686709	0.113943352	10.48808848	1.301029996	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
294	Amphicarpaea_bracteata	Amphicarpaea	bracteata	1	5	4	5	0	0	0	0	0	0	0	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	2	0.1	127	-50	missing	missing	missing	missing	missing	35	238.25	220.1428571	213.5	missing	missing	missing	missing	missing	missing	24.75	6.642857143	6.642857143	-18.10714286	7	3	1	0	1	1	1	39.49096498	28.8492	1.460133774	48.7757	1.688203511	3.72317029	0.5709129	1.544068044	0	11.26942767	-1	5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
625	Aralia_nudicaulis	Aralia	nudicaulis	1	5	6	5	0	0	0	0	0	0	0	no	no	no	1	0	1	0	missing	0	1	1	1	0	0	0	3	1.5	85	-52	3	2	1	2	1	7.219	141.5	140	138.75	missing	missing	missing	missing	missing	missing	2.75	1.25	1.25	-1.5	10	2	1	0	0	1	0.3	42.41248443	34.8344	1.542008334	59.433	1.774027653	3.57859717	0.553712814	0.858477042	-0.522878745	9.219544457	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
