"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult","precintra","precinter"
"concord",NA,"ffd",1896,251,"1896-09-07","Gentiana","andrewsii",0,NA,NA,377,8
"concord",NA,"ffd",1896,251,"1896-09-07","Gentiana","crinita",0,NA,NA,372,8
"concord",NA,"ffd",1896,131,"1896-05-10","Geranium","maculatum",0,NA,NA,364,1
"concord",NA,"ffd",1896,169,"1896-06-17","Geranium","robertianum",0,NA,NA,392,1
"concord",NA,"ffd",1896,201,"1896-07-19","Aureolaria","flava",2,NA,NA,364,1
"concord",NA,"ffd",1896,229,"1896-08-16","Gerardia","paupercula",0,NA,NA,364,3
"concord",NA,"ffd",1896,225,"1896-08-12","Gerardia","pedicularia",0,NA,NA,360,3
"concord",NA,"ffd",1896,186,"1896-07-04","Geum","aleppicum",0,NA,NA,366,3
"concord",NA,"ffd",1896,186,"1896-07-04","Geum","canadense",1,NA,NA,366,3
"concord",NA,"ffd",1896,131,"1896-05-10","Geum","rivale",0,NA,NA,357,1
"concord",NA,"ffd",1896,222,"1896-08-09","Gnaphalium","obtusifolium",0,NA,NA,385,4
"concord",NA,"ffd",1896,168,"1896-06-16","Gnaphalium","uliginosum",0,NA,NA,359,2
"concord",NA,"ffd",1896,201,"1896-07-19","Goodyera","pubescens",0,NA,NA,357,1
"concord",NA,"ffd",1896,208,"1896-07-26","Goodyera","tesselata",1,NA,NA,371,3
"concord",NA,"ffd",1896,180,"1896-06-28","Gratiola","aurea",0,NA,NA,371,3
"concord",NA,"ffd",1896,201,"1896-07-19","Habenaria","blephariglottis",1,NA,NA,364,1
"concord",NA,"ffd",1896,141,"1896-05-20","Habenaria","dilatata",1,NA,NA,361,1
"concord",NA,"ffd",1896,166,"1896-06-14","Habenaria","fimbriata",1,NA,NA,364,1
"concord",NA,"ffd",1896,164,"1896-06-12","Habenaria","flava",1,NA,NA,358,1
"concord",NA,"ffd",1896,208,"1896-07-26","Habenaria","lacera",1,NA,NA,372,3
"concord",NA,"ffd",1896,173,"1896-06-21","Habenaria","orbiculata",1,NA,NA,357,3
"concord",NA,"ffd",1896,201,"1896-07-19","Habenaria","psycodes",1,NA,NA,364,1
"concord",NA,"ffd",1896,292,"1896-10-18","Hamamelis","virginiana",0,NA,NA,392,41
"concord",NA,"ffd",1896,208,"1896-07-26","Hedeoma","pulegioides",0,NA,NA,357,3
"concord",NA,"ffd",1896,145,"1896-05-24","Helianthemum","canadense",1,NA,NA,357,1
"concord",NA,"ffd",1896,226,"1896-08-13","Hibiscus","moscheutos",2,NA,NA,368,1
"concord",NA,"ffd",1896,215,"1896-08-02","Hieracium","scabrum",0,NA,NA,371,3
"concord",NA,"ffd",1896,159,"1896-06-07","Hieracium","venosum",0,NA,NA,356,1
"concord",NA,"ffd",1896,110,"1896-04-19","Houstonia","caerulea",0,NA,NA,361,1
"concord",NA,"ffd",1896,180,"1896-06-28","Hypericum","canadense",0,NA,NA,371,3
"concord",NA,"ffd",1896,201,"1896-07-19","Hypericum","ellipticum",1,NA,NA,364,1
"concord",NA,"ffd",1896,194,"1896-07-12","Hypericum","gentianoides",2,NA,NA,370,3
"concord",NA,"ffd",1896,169,"1896-06-17","Hypericum","perforatum",0,NA,NA,366,1
"concord",NA,"ffd",1896,180,"1896-06-28","Hypericum","punctatum",0,NA,NA,371,3
"concord",NA,"ffd",1896,208,"1896-07-26","Hypericum","virginicum",0,NA,NA,364,3
"concord",NA,"ffd",1896,138,"1896-05-17","Hypoxis","hirsuta",2,NA,NA,357,1
"concord",NA,"ffd",1896,169,"1896-06-17","Ilex","verticillata",0,NA,NA,367,1
"concord",NA,"ffd",1896,186,"1896-07-04","Impatiens","capensis",0,NA,NA,397,3
"concord",NA,"ffd",1896,208,"1896-07-26","Inula","helenium",0,NA,NA,382,3
"concord",NA,"ffd",1896,157,"1896-06-05","Iris","prismatica",0,NA,NA,358,1
"concord",NA,"ffd",1896,169,"1896-06-17","Iris","pseudacorus",1,NA,NA,381,1
"concord",NA,"ffd",1896,146,"1896-05-25","Iris","versicolor",0,NA,NA,363,1
"concord",NA,"ffd",1896,157,"1896-06-05","Kalmia","angustifolia",0,NA,NA,372,1
"concord",NA,"ffd",1896,165,"1896-06-13","Kalmia","latifolia",0,NA,NA,362,1
"concord",NA,"ffd",1896,131,"1896-05-10","Kalmia","polifolia",2,NA,NA,364,1
"concord",NA,"ffd",1896,138,"1896-05-17","Krigia","virginica",1,NA,NA,353,1
"concord",NA,"ffd",1896,180,"1896-06-28","Lactuca","biennis",2,NA,NA,357,3
"concord",NA,"ffd",1896,180,"1896-06-28","Lactuca","canadensis",0,NA,NA,371,3
"concord",NA,"ffd",1896,201,"1896-07-19","Lechea","intermedia",0,NA,NA,357,1
"concord",NA,"ffd",1896,186,"1896-07-04","Lechea","tenuifolia",0,NA,NA,363,3
"concord",NA,"ffd",1896,201,"1896-07-19","Lechea","villosa",0,NA,NA,357,1
"concord",NA,"ffd",1896,138,"1896-05-17","Ledum","groenlandicum",0,NA,NA,371,1
"concord",NA,"ffd",1896,173,"1896-06-21","Leontodon","autumnalis",1,NA,NA,378,3
"concord",NA,"ffd",1896,166,"1896-06-14","Leonurus","cardiaca",0,NA,NA,364,1
"concord",NA,"ffd",1896,145,"1896-05-24","Lepidium","virginicum",0,NA,NA,357,1
"concord",NA,"ffd",1896,201,"1896-07-19","Lespedeza","capitata",1,NA,NA,364,1
"concord",NA,"ffd",1896,201,"1896-07-19","Lespedeza","hirta",1,NA,NA,364,1
"concord",NA,"ffd",1896,215,"1896-08-02","Lespedeza","intermedia",1,NA,NA,369,3
"concord",NA,"ffd",1896,215,"1896-08-02","Lespedeza","virginica",1,NA,NA,369,3
"concord",NA,"ffd",1896,243,"1896-08-30","Liatris","borealis",0,NA,NA,371,4
"concord",NA,"ffd",1896,186,"1896-07-04","Lilium","canadense",0,NA,NA,366,3
"concord",NA,"ffd",1896,201,"1896-07-19","Lilium","philadelphicum",1,NA,NA,381,1
"concord",NA,"ffd",1896,208,"1896-07-26","Lilium","tigrinum",1,NA,NA,365,3
"concord",NA,"ffd",1896,168,"1896-06-16","Linaria","canadensis",0,NA,NA,373,2
"concord",NA,"ffd",1896,159,"1896-06-07","Linaria","vulgaris",0,NA,NA,347,1
"concord",NA,"ffd",1896,111,"1896-04-20","Lindera","benzoin",0,NA,NA,358,1
"concord",NA,"ffd",1896,159,"1896-06-07","Linnaea","borealis",0,NA,NA,371,1
"concord",NA,"ffd",1896,208,"1896-07-26","Lobelia","cardinalis",0,NA,NA,364,3
"concord",NA,"ffd",1896,201,"1896-07-19","Lobelia","inflata",0,NA,NA,364,1
"concord",NA,"ffd",1896,180,"1896-06-28","Lobelia","spicata",0,NA,NA,371,3
"concord",NA,"ffd",1896,208,"1896-07-26","Ludwigia","palustris",0,NA,NA,363,3
"concord",NA,"ffd",1896,131,"1896-05-10","Lupinus","perennis",0,NA,NA,364,1
"concord",NA,"ffd",1896,194,"1896-07-12","Lycopus","americanus",0,NA,NA,364,3
"concord",NA,"ffd",1896,194,"1896-07-12","Lycopus","virginicus",0,NA,NA,364,3
"concord",NA,"ffd",1896,173,"1896-06-21","Lyonia","ligustrina",0,NA,NA,371,3
"concord",NA,"ffd",1896,194,"1896-07-12","Lysimachia","hybrida",2,NA,NA,359,3
"concord",NA,"ffd",1896,173,"1896-06-21","Lysimachia","nummularia",0,NA,NA,364,3
"concord",NA,"ffd",1896,166,"1896-06-14","Lysimachia","quadrifolia",0,NA,NA,369,1
"concord",NA,"ffd",1896,177,"1896-06-25","Lysimachia","terrestris",0,NA,NA,371,3
"concord",NA,"ffd",1896,166,"1896-06-14","Lysimachia","thyrsiflora",1,NA,NA,364,1
"concord",NA,"ffd",1896,135,"1896-05-14","Maianthemum","canadense",0,NA,NA,365,4
"concord",NA,"ffd",1896,125,"1896-05-04","Malus","malus",0,NA,NA,358,2
"concord",NA,"ffd",1896,173,"1896-06-21","Malva","sylvestris",0,NA,NA,370,3
"concord",NA,"ffd",1896,159,"1896-06-07","Medeola","virginiana",0,NA,NA,374,1
"concord",NA,"ffd",1896,236,"1896-08-23","Megalodonta","beckii",0,NA,NA,376,7
"concord",NA,"ffd",1896,166,"1896-06-14","Melampyrum","lineare",0,NA,NA,363,1
"concord",NA,"ffd",1896,201,"1896-07-19","Mentha","arvensis",0,NA,NA,360,1
"concord",NA,"ffd",1896,208,"1896-07-26","Mentha","piperita",0,NA,NA,372,3
"concord",NA,"ffd",1896,208,"1896-07-26","Mentha","spicata",0,NA,NA,371,3
"concord",NA,"ffd",1896,131,"1896-05-10","Menyanthes","trifoliata",0,NA,NA,364,1
"concord",NA,"ffd",1896,201,"1896-07-19","Mimulus","ringens",0,NA,NA,357,1
"concord",NA,"ffd",1896,166,"1896-06-14","Mitchella","repens",0,NA,NA,371,1
"concord",NA,"ffd",1896,123,"1896-05-02","Mollugo","verticillata",0,NA,NA,363,2
"concord",NA,"ffd",1896,239,"1896-08-26","Monarda","didyma",0,NA,NA,752,3
"concord",NA,"ffd",1896,186,"1896-07-04","Monarda","fistulosa",0,NA,NA,363,3
"concord",NA,"ffd",1896,159,"1896-06-07","Moneses","uniflora",2,NA,NA,364,1
"concord",NA,"ffd",1896,215,"1896-08-02","Monotropa","hypopithys",2,NA,NA,378,3
"concord",NA,"ffd",1896,201,"1896-07-19","Monotropa","uniflora",0,NA,NA,378,1
"concord",NA,"ffd",1896,128,"1896-05-07","Myosotis","arvensis",0,NA,NA,368,3
"concord",NA,"ffd",1896,159,"1896-06-07","Myosotis","laxa",2,NA,NA,376,1
"concord",NA,"ffd",1896,155,"1896-06-03","Myosotis","scorpioides",1,NA,NA,357,1
"concord",NA,"ffd",1896,145,"1896-05-24","Myosotis","verna",0,NA,NA,371,1
"concord",NA,"ffd",1896,110,"1896-04-19","Myrica","gale",0,NA,NA,364,1
"concord",NA,"ffd",1896,156,"1896-06-04","Morella","pensylvanica",2,NA,NA,371,1
"concord",NA,"ffd",1896,138,"1896-05-17","Nasturtium","officinale",0,NA,NA,355,1
"concord",NA,"ffd",1896,125,"1896-05-04","Nemopanthes","mucronata",2,NA,NA,358,2
"concord",NA,"ffd",1896,182,"1896-06-30","Nepeta","cataria",0,NA,NA,373,2
"concord",NA,"ffd",1896,173,"1896-06-21","Nuphar","microphyllum",0,NA,NA,364,3
"concord",NA,"ffd",1896,161,"1896-06-09","Nymphoides","cordata",0,NA,NA,358,2
"concord",NA,"ffd",1896,169,"1896-06-17","Oenothera","biennis",0,NA,NA,353,1
"concord",NA,"ffd",1896,148,"1896-05-27","Ornithogalum","umbellatum",0,NA,NA,728,2
"concord",NA,"ffd",1896,145,"1896-05-24","Oxalis","europaea",0,NA,NA,360,1
"concord",NA,"ffd",1896,169,"1896-06-17","Oxalis","montana",2,NA,NA,366,1
"concord",NA,"ffd",1896,138,"1896-05-17","Oxalis","violacea",0,NA,NA,367,1
"concord",NA,"ffd",1896,186,"1896-07-04","Parthenocissus","quinquefolia",0,NA,NA,370,3
"concord",NA,"ffd",1896,186,"1896-07-04","Pastinaca","sativa",0,NA,NA,383,3
"concord",NA,"ffd",1896,131,"1896-05-10","Pedicularis","canadensis",0,NA,NA,364,1
"concord",NA,"ffd",1896,198,"1896-07-16","Penthorum","sedoides",0,NA,NA,375,3
"concord",NA,"ffd",1896,201,"1896-07-19","Phryma","leptostachya",0,NA,NA,371,1
"concord",NA,"ffd",1896,173,"1896-06-21","Phytolacca","americana",0,NA,NA,353,3
"concord",NA,"ffd",1896,166,"1896-06-14","Plantago","lanceolata",0,NA,NA,378,1
"concord",NA,"ffd",1896,140,"1896-05-19","Podophyllum","peltatum",0,NA,NA,368,2
"concord",NA,"ffd",1896,164,"1896-06-12","Pogonia","ophioglossoides",1,NA,NA,366,1
"concord",NA,"ffd",1896,131,"1896-05-10","Polygala","pauciflora",0,NA,NA,368,1
"concord",NA,"ffd",1896,180,"1896-06-28","Polygala","sanguinea",2,NA,NA,364,3
"concord",NA,"ffd",1896,208,"1896-07-26","Polygala","verticillata",0,NA,NA,371,3
"concord",NA,"ffd",1896,208,"1896-07-26","Polygonum","arifolium",2,NA,NA,364,3
"concord",NA,"ffd",1896,183,"1896-07-01","Polygonum","aviculare",0,NA,NA,374,1
"concord",NA,"ffd",1896,194,"1896-07-12","Polygonum","hydropiperoides",0,NA,NA,350,3
"concord",NA,"ffd",1896,215,"1896-08-02","Polygonum","orientale",0,NA,NA,350,3
"concord",NA,"ffd",1896,173,"1896-06-21","Polygonum","persicaria",0,NA,NA,364,3
"concord",NA,"ffd",1896,194,"1896-07-12","Polygonum","punctatum",0,NA,NA,350,3
"concord",NA,"ffd",1896,173,"1896-06-21","Polygonum","sagittatum",0,NA,NA,364,3
"concord",NA,"ffd",1896,222,"1896-08-09","Polygonum","tenue",0,NA,NA,371,4
"concord",NA,"ffd",1896,194,"1896-07-12","Portulaca","oleracea",0,NA,NA,374,3
"concord",NA,"ffd",1896,140,"1896-05-19","Potentilla","argentea",0,NA,NA,372,2
"concord",NA,"ffd",1896,180,"1896-06-28","Potentilla","arguta",0,NA,NA,329,3
"concord",NA,"ffd",1896,110,"1896-04-19","Potentilla","canadensis",0,NA,NA,355,1
"concord",NA,"ffd",1896,169,"1896-06-17","Potentilla","fruticosa",0,NA,NA,366,1
"concord",NA,"ffd",1896,138,"1896-05-17","Potentilla","norvegica",0,NA,NA,365,1
"concord",NA,"ffd",1896,180,"1896-06-28","Potentilla","palustris",0,NA,NA,350,3
"concord",NA,"ffd",1896,159,"1896-06-07","Potentilla","recta",0,NA,NA,358,1
"concord",NA,"ffd",1896,215,"1896-08-02","Prenanthes","alba",0,NA,NA,371,3
"concord",NA,"ffd",1896,215,"1896-08-02","Prenanthes","serpentaria",2,NA,NA,364,3
"concord",NA,"ffd",1896,208,"1896-07-26","Proserpinaca","palustris",0,NA,NA,371,3
"concord",NA,"ffd",1896,159,"1896-06-07","Prunella","vulgaris",0,NA,NA,364,1
"concord",NA,"ffd",1896,120,"1896-04-29","Prunus","americana",0,NA,NA,361,1
"concord",NA,"ffd",1896,128,"1896-05-07","Prunus","maritima",0,NA,NA,361,3
"concord",NA,"ffd",1896,131,"1896-05-10","Prunus","pensylvanica",0,NA,NA,368,1
"concord",NA,"ffd",1896,123,"1896-05-02","Prunus","serotina",0,NA,NA,363,2
"concord",NA,"ffd",1896,128,"1896-05-07","Prunus","pumila",2,NA,NA,361,3
"concord",NA,"ffd",1896,131,"1896-05-10","Prunus","virginiana",0,NA,NA,364,1
"concord",NA,"ffd",1896,186,"1896-07-04","Pycnanthemum","virginianum",2,NA,NA,363,3
"concord",NA,"ffd",1896,180,"1896-06-28","Pyrola","elliptica",0,NA,NA,371,3
"concord",NA,"ffd",1896,159,"1896-06-07","Pyrola","chlorantha",2,NA,NA,364,1
"concord",NA,"ffd",1896,123,"1896-05-02","Ranunculus","abortivus",0,NA,NA,349,2
"concord",NA,"ffd",1896,131,"1896-05-10","Ranunculus","acris",0,NA,NA,364,1
"concord",NA,"ffd",1896,123,"1896-05-02","Ranunculus","bulbosus",0,NA,NA,356,2
"concord",NA,"ffd",1896,110,"1896-04-19","Ranunculus","fascicularis",0,NA,NA,364,1
"concord",NA,"ffd",1896,138,"1896-05-17","Ranunculus","flabellaris",2,NA,NA,364,1
"concord",NA,"ffd",1896,159,"1896-06-07","Ranunculus","reptans",0,NA,NA,371,1
"concord",NA,"ffd",1896,151,"1896-05-30","Ranunculus","trichophyllus",0,NA,NA,357,1
"concord",NA,"ffd",1896,201,"1896-07-19","Raphanus","raphanistrum",1,NA,NA,381,1
"concord",NA,"ffd",1896,201,"1896-07-19","Rhexia","virginica",0,NA,NA,378,1
"concord",NA,"ffd",1896,131,"1896-05-10","Rhododendron","canadense",2,NA,NA,364,1
"concord",NA,"ffd",1896,166,"1896-06-14","Rhododendron","viscosum",0,NA,NA,364,1
"concord",NA,"ffd",1896,186,"1896-07-04","Rhus","copallina",0,NA,NA,363,3
"concord",NA,"ffd",1896,210,"1896-07-28","Rhus","glabra",0,NA,NA,387,2
"concord",NA,"ffd",1896,145,"1896-05-24","Rhus","radicans",0,NA,NA,357,1
"concord",NA,"ffd",1896,186,"1896-07-04","Rhus","typhina",0,NA,NA,377,3
"concord",NA,"ffd",1896,158,"1896-06-06","Toxicodendron","vernix",2,NA,NA,355,1
"concord",NA,"ffd",1896,119,"1896-04-28","Ribes","rubrum",2,NA,NA,359,2
"concord",NA,"ffd",1896,148,"1896-05-27","Robinia","pseudoacacia",0,NA,NA,717,2
"concord",NA,"ffd",1896,168,"1896-06-16","Rosa","carolina",0,NA,NA,365,2
"concord",NA,"ffd",1896,173,"1896-06-21","Rosa","eglanteria",0,NA,NA,371,3
"concord",NA,"ffd",1896,173,"1896-06-21","Rosa","nitida",0,NA,NA,364,3
"concord",NA,"ffd",1896,229,"1896-08-16","Rudbeckia","laciniata",0,NA,NA,392,3
"concord",NA,"ffd",1896,123,"1896-05-02","Rumex","acetosella",0,NA,NA,360,2
"concord",NA,"ffd",1896,145,"1896-05-24","Rumex","crispus",0,NA,NA,357,1
"concord",NA,"ffd",1896,145,"1896-05-24","Rumex","obtusifolius",0,NA,NA,357,1
"concord",NA,"ffd",1896,169,"1896-06-17","Rumex","orbiculatus",0,NA,NA,367,1
"concord",NA,"ffd",1896,222,"1896-08-09","Sagina","procumbens",0,NA,NA,371,4
"concord",NA,"ffd",1896,208,"1896-07-26","Sagittaria","latifolia",0,NA,NA,371,3
"concord",NA,"ffd",1896,173,"1896-06-21","Sambucus","canadensis",0,NA,NA,375,3
"concord",NA,"ffd",1896,107,"1896-04-16","Sanguinaria","canadensis",0,NA,NA,360,1
"concord",NA,"ffd",1896,151,"1896-05-30","Sanicula","marilandica",0,NA,NA,363,1
"concord",NA,"ffd",1896,190,"1896-07-08","Saponaria","officinalis",0,NA,NA,369,1
"concord",NA,"ffd",1896,145,"1896-05-24","Sarracenia","purpurea",0,NA,NA,357,1
"concord",NA,"ffd",1896,110,"1896-04-19","Saxifraga","virginiensis",0,NA,NA,364,1
"concord",NA,"ffd",1896,159,"1896-06-07","Scleranthus","annuus",0,NA,NA,364,1
"concord",NA,"ffd",1896,208,"1896-07-26","Scutellaria","epilobiifolia",0,NA,NA,364,3
"concord",NA,"ffd",1896,200,"1896-07-18","Scutellaria","lateriflora",1,NA,NA,363,1
"concord",NA,"ffd",1896,130,"1896-05-09","Senecio","aureus",0,NA,NA,356,2
"concord",NA,"ffd",1896,215,"1896-08-02","Senecio","vulgaris",0,NA,NA,399,3
"concord",NA,"ffd",1896,215,"1896-08-02","Sicyos","angulatus",0,NA,NA,371,3
"concord",NA,"ffd",1896,169,"1896-06-17","Silene","antirrhina",0,NA,NA,384,1
"concord",NA,"ffd",1896,143,"1896-05-22","Silene","armeria",0,NA,NA,327,1
"concord",NA,"ffd",1896,141,"1896-05-20","Silene","caroliniana",0,NA,NA,367,1
"concord",NA,"ffd",1896,154,"1896-06-02","Silene","cucubalus",0,NA,NA,345,1
"concord",NA,"ffd",1896,141,"1896-05-20","Silene","noctiflora",0,NA,NA,325,1
"concord",NA,"ffd",1896,169,"1896-06-17","Sisymbrium","officinale",0,NA,NA,384,1
"concord",NA,"ffd",1896,151,"1896-05-30","Sisyrinchium","angustifolium",0,NA,NA,374,1
"concord",NA,"ffd",1896,151,"1896-05-30","Sisyrinchium","atlanticum",0,NA,NA,374,1
"concord",NA,"ffd",1896,173,"1896-06-21","Sium","suave",1,NA,NA,357,3
"concord",NA,"ffd",1896,153,"1896-06-01","Smilacina","racemosa",0,NA,NA,372,2
"concord",NA,"ffd",1896,157,"1896-06-05","Smilax","herbacea",0,NA,NA,359,1
"concord",NA,"ffd",1896,151,"1896-05-30","Smilax","rotundifolia",0,NA,NA,363,1
"concord",NA,"ffd",1896,166,"1896-06-14","Solanum","dulcamara",0,NA,NA,364,1
"concord",NA,"ffd",1896,222,"1896-08-09","Solidago","bicolor",0,NA,NA,357,4
"concord",NA,"ffd",1896,201,"1896-07-19","Solidago","canadensis",0,NA,NA,350,1
"concord",NA,"ffd",1896,201,"1896-07-19","Solidago","gigantea",0,NA,NA,364,1
"concord",NA,"ffd",1896,201,"1896-07-19","Solidago","graminifolia",0,NA,NA,371,1
"concord",NA,"ffd",1896,201,"1896-07-19","Solidago","juncea",0,NA,NA,357,1
"concord",NA,"ffd",1896,208,"1896-07-26","Solidago","nemoralis",0,NA,NA,364,3
"concord",NA,"ffd",1896,215,"1896-08-02","Solidago","odora",0,NA,NA,370,3
"concord",NA,"ffd",1896,222,"1896-08-09","Solidago","rugosa",0,NA,NA,371,4
"concord",NA,"ffd",1896,201,"1896-07-19","Sonchus","oleraceus",0,NA,NA,385,1
"concord",NA,"ffd",1896,180,"1896-06-28","Sparganium","eurycarpum",0,NA,NA,374,3
"concord",NA,"ffd",1896,173,"1896-06-21","Triodanis","perfoliata",2,NA,NA,351,3
"concord",NA,"ffd",1896,173,"1896-06-21","Spergularia","rubra",0,NA,NA,371,3
"concord",NA,"ffd",1896,173,"1896-06-21","Spiraea","alba",2,NA,NA,375,3
"concord",NA,"ffd",1896,201,"1896-07-19","Spiraea","tomentosa",0,NA,NA,364,1
"concord",NA,"ffd",1896,208,"1896-07-26","Spiranthes","gracilis",0,NA,NA,371,3
"concord",NA,"ffd",1896,117,"1896-04-26","Stellaria","media",0,NA,NA,371,2
"concord",NA,"ffd",1896,82,"1896-03-22","Symplocarpus","foetidus",0,NA,NA,386,182
"concord",NA,"ffd",1896,194,"1896-07-12","Tanacetum","vulgare",0,NA,NA,371,3
"concord",NA,"ffd",1896,107,"1896-04-16","Taraxacum","officinale",0,NA,NA,348,1
"concord",NA,"ffd",1896,162,"1896-06-10","Tephrosia","virginiana",0,NA,NA,357,1
"concord",NA,"ffd",1896,173,"1896-06-21","Thalictrum","dasycarpum",1,NA,NA,364,3
"concord",NA,"ffd",1896,169,"1896-06-17","Thalictrum","polygamum",1,NA,NA,363,1
"concord",NA,"ffd",1896,153,"1896-06-01","Tradescantia","virginiana",0,NA,NA,365,2
"concord",NA,"ffd",1896,215,"1896-08-02","Trichostema","dichotomum",0,NA,NA,378,3
"concord",NA,"ffd",1896,138,"1896-05-17","Trientalis","borealis",2,NA,NA,371,1
"concord",NA,"ffd",1896,159,"1896-06-07","Trifolium","aureum",2,NA,NA,366,1
"concord",NA,"ffd",1896,173,"1896-06-21","Trifolium","arvense",0,NA,NA,357,3
"concord",NA,"ffd",1896,145,"1896-05-24","Trifolium","hybridum",0,NA,NA,357,1
"concord",NA,"ffd",1896,145,"1896-05-24","Trifolium","pratense",0,NA,NA,357,1
"concord",NA,"ffd",1896,166,"1896-06-14","Trifolium","campestre",2,NA,NA,373,1
"concord",NA,"ffd",1896,138,"1896-05-17","Trifolium","repens",0,NA,NA,350,1
"concord",NA,"ffd",1896,136,"1896-05-15","Trillium","cernuum",0,NA,NA,369,1
"concord",NA,"ffd",1896,131,"1896-05-10","Trillium","undulatum",2,NA,NA,364,1
"concord",NA,"ffd",1896,121,"1896-04-30","Trillium","grandiflorum",1,NA,NA,362,1
"concord",NA,"ffd",1896,159,"1896-06-07","Triosteum","aurantiacum",1,NA,NA,385,1
"concord",NA,"ffd",1896,208,"1896-07-26","Utricularia","cornuta",0,NA,NA,385,3
"concord",NA,"ffd",1896,194,"1896-07-12","Utricularia","inflata",0,NA,NA,374,3
"concord",NA,"ffd",1896,194,"1896-07-12","Utricularia","purpurea",0,NA,NA,343,3
"concord",NA,"ffd",1896,168,"1896-06-16","Utricularia","vulgaris",0,NA,NA,359,2
"concord",NA,"ffd",1896,121,"1896-04-30","Uvularia","sessilifolia",1,NA,NA,362,1
"concord",NA,"ffd",1896,130,"1896-05-09","Vaccinium","angustifolium",0,NA,NA,363,2
"concord",NA,"ffd",1896,130,"1896-05-09","Vaccinium","corymbosum",0,NA,NA,363,2
"concord",NA,"ffd",1896,163,"1896-06-11","Vaccinium","macrocarpon",0,NA,NA,360,1
"concord",NA,"ffd",1896,166,"1896-06-14","Vaccinium","oxycoccos",0,NA,NA,364,1
"concord",NA,"ffd",1896,123,"1896-05-02","Vaccinium","vacillans",0,NA,NA,366,2
"concord",NA,"ffd",1896,145,"1896-05-24","Veratrum","viride",0,NA,NA,350,1
"concord",NA,"ffd",1896,173,"1896-06-21","Verbascum","thapsus",0,NA,NA,371,3
"concord",NA,"ffd",1896,195,"1896-07-13","Verbena","hastata",0,NA,NA,372,1
"concord",NA,"ffd",1896,200,"1896-07-18","Verbena","urticifolia",0,NA,NA,373,1
"concord",NA,"ffd",1896,208,"1896-07-26","Vernonia","noveboracensis",0,NA,NA,357,3
"concord",NA,"ffd",1896,138,"1896-05-17","Veronica","officinalis",0,NA,NA,371,1
"concord",NA,"ffd",1896,169,"1896-06-17","Veronica","scutellata",0,NA,NA,366,1
"concord",NA,"ffd",1896,138,"1896-05-17","Veronica","serpyllifolia",0,NA,NA,371,1
"concord",NA,"ffd",1896,159,"1896-06-07","Viburnum","acerifolium",0,NA,NA,357,1
"concord",NA,"ffd",1896,159,"1896-06-07","Viburnum","cassinoides",0,NA,NA,356,1
"concord",NA,"ffd",1896,145,"1896-05-24","Viburnum","lentago",0,NA,NA,350,1
"concord",NA,"ffd",1896,151,"1896-05-30","Viburnum","recognitum",0,NA,NA,363,1
"concord",NA,"ffd",1896,144,"1896-05-23","Vicia","cracca",0,NA,NA,356,1
"concord",NA,"ffd",1896,117,"1896-04-26","Viola","blanda",0,NA,NA,363,2
"concord",NA,"ffd",1896,111,"1896-04-20","Viola","brittoniana",2,NA,NA,359,1
"concord",NA,"ffd",1896,123,"1896-05-02","Viola","conspersa",2,NA,NA,363,2
"concord",NA,"ffd",1896,117,"1896-04-26","Viola","cucullata",0,NA,NA,363,2
"concord",NA,"ffd",1896,123,"1896-05-02","Viola","sagittata",2,NA,NA,363,2
"concord",NA,"ffd",1896,123,"1896-05-02","Viola","lanceolata",0,NA,NA,363,2
"concord",NA,"ffd",1896,123,"1896-05-02","Viola","pedata",0,NA,NA,363,2
"concord",NA,"ffd",1896,131,"1896-05-10","Viola","pubescens",0,NA,NA,371,1
"concord",NA,"ffd",1896,159,"1896-06-07","Vitis","aestivalis",0,NA,NA,364,1
"concord",NA,"ffd",1896,159,"1896-06-07","Vitis","labrusca",0,NA,NA,366,1
"concord",NA,"ffd",1896,145,"1896-05-24","Xanthorhiza","simplicissima",1,NA,NA,1827,1
"concord",NA,"ffd",1896,208,"1896-07-26","Xyris","caroliniana",0,NA,NA,364,3
"concord",NA,"ffd",1896,131,"1896-05-10","Zizia","aurea",2,NA,NA,369,1
"concord",NA,"ffd",1897,115,"1897-04-25","Acer","negundo",0,NA,NA,358,4
"concord",NA,"ffd",1897,150,"1897-05-30","Achillea","millefolium",0,NA,NA,365,2
"concord",NA,"ffd",1897,143,"1897-05-23","Acorus","calamus",0,NA,NA,364,1
"concord",NA,"ffd",1897,137,"1897-05-17","Actaea","pachypoda",0,NA,NA,365,1
"concord",NA,"ffd",1897,137,"1897-05-17","Actaea","rubra",0,NA,NA,366,1
"concord",NA,"ffd",1897,171,"1897-06-20","Adlumia","fungosa",2,NA,NA,357,2
"concord",NA,"ffd",1897,201,"1897-07-20","Aegopodium","podagraria",0,NA,NA,366,1
"concord",NA,"ffd",1897,199,"1897-07-18","Alisma","triviale",2,NA,NA,360,3
"concord",NA,"ffd",1897,168,"1897-06-17","Allium","canadense",1,NA,NA,379,4
"concord",NA,"ffd",1897,199,"1897-07-18","Amaranthus","retroflexus",0,NA,NA,379,3
"concord",NA,"ffd",1897,220,"1897-08-08","Ambrosia","artemisiifolia",0,NA,NA,364,6
"concord",NA,"ffd",1897,115,"1897-04-25","Amelanchier","canadensis",0,NA,NA,361,4
