"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult","precintra","precinter"
"concord",NA,"ffd",1856,166,"1856-06-14","Viburnum","acerifolium",0,NA,NA,734,1
"concord",NA,"ffd",1856,162,"1856-06-10","Viburnum","lentago",0,NA,NA,743,1
"concord",NA,"ffd",1856,143,"1856-05-22","Viola","conspersa",2,NA,NA,736,1
"concord",NA,"ffd",1856,136,"1856-05-15","Viola","cucullata",0,NA,NA,374,2
"concord",NA,"ffd",1856,122,"1856-05-01","Viola","sagittata",2,NA,NA,368,1
"concord",NA,"ffd",1856,131,"1856-05-10","Viola","lanceolata",0,NA,NA,370,4
"concord",NA,"ffd",1857,159,"1857-06-08","Actaea","pachypoda",0,NA,NA,NA,1
"concord",NA,"ffd",1857,158,"1857-06-07","Allium","canadense",1,NA,NA,331,1
"concord",NA,"ffd",1857,243,"1857-08-31","Amphicarpa","bracteata",0,NA,NA,380,1
"concord",NA,"ffd",1857,150,"1857-05-30","Andromeda","glaucophylla",0,NA,NA,375,1
"concord",NA,"ffd",1857,192,"1857-07-11","Apocynum","cannabinum",0,NA,NA,340,1
"concord",NA,"ffd",1857,155,"1857-06-04","Arethusa","bulbosa",0,NA,NA,371,1
"concord",NA,"ffd",1857,249,"1857-09-06","Bidens","laevis",2,NA,NA,1106,6
"concord",NA,"ffd",1857,157,"1857-06-06","Caltha","palustris",0,NA,NA,424,1
"concord",NA,"ffd",1857,160,"1857-06-09","Celastrus","scandens",0,NA,NA,1104,1
"concord",NA,"ffd",1857,119,"1857-04-29","Comptonia","peregrina",2,NA,NA,727,4
"concord",NA,"ffd",1857,135,"1857-05-15","Coptis","trifolia",2,NA,NA,1094,3
"concord",NA,"ffd",1857,225,"1857-08-13","Corallorhiza","maculata",0,NA,NA,1108,10
"concord",NA,"ffd",1857,138,"1857-05-18","Cornus","florida",0,NA,NA,361,3
"concord",NA,"ffd",1857,157,"1857-06-06","Cornus","stolonifera",0,NA,NA,NA,1
"concord",NA,"ffd",1857,146,"1857-05-26","Cypripedium","acaule",1,NA,NA,727,2
"concord",NA,"ffd",1857,225,"1857-08-13","Desmodium","rotundifolium",0,NA,NA,372,10
"concord",NA,"ffd",1857,236,"1857-08-24","Euphorbia","cyparissias",0,NA,NA,NA,4
"concord",NA,"ffd",1857,215,"1857-08-03","Galeopsis","tetrahit",0,NA,NA,1466,17
"concord",NA,"ffd",1857,158,"1857-06-07","Gaylussacia","baccata",2,NA,NA,378,1
"concord",NA,"ffd",1857,150,"1857-05-30","Geranium","maculatum",0,NA,NA,734,1
"concord",NA,"ffd",1857,241,"1857-08-29","Gerardia","tenuifolia",0,NA,NA,1092,1
"concord",NA,"ffd",1857,197,"1857-07-16","Geum","canadense",1,NA,NA,375,1
"concord",NA,"ffd",1857,179,"1857-06-28","Geum","laciniatum",0,NA,NA,347,5
"concord",NA,"ffd",1857,232,"1857-08-20","Goodyera","pubescens",0,NA,NA,1112,7
"concord",NA,"ffd",1857,232,"1857-08-20","Goodyera","tesselata",1,NA,NA,1131,7
"concord",NA,"ffd",1857,115,"1857-04-25","Houstonia","caerulea",0,NA,NA,360,30
"concord",NA,"ffd",1857,198,"1857-07-17","Hypericum","punctatum",0,NA,NA,361,1
"concord",NA,"ffd",1857,148,"1857-05-28","Hypoxis","hirsuta",2,NA,NA,723,2
"concord",NA,"ffd",1857,157,"1857-06-06","Iris","versicolor",0,NA,NA,358,1
"concord",NA,"ffd",1857,156,"1857-06-05","Kalmia","angustifolia",0,NA,NA,360,1
"concord",NA,"ffd",1857,141,"1857-05-21","Kalmia","polifolia",2,NA,NA,373,3
"concord",NA,"ffd",1857,154,"1857-06-03","Leucothoe","racemosa",0,NA,NA,360,2
"concord",NA,"ffd",1857,191,"1857-07-10","Lupinus","perennis",0,NA,NA,411,2
"concord",NA,"ffd",1857,144,"1857-05-24","Malus","malus",0,NA,NA,370,1
"concord",NA,"ffd",1857,189,"1857-07-08","Monotropa","hypopithys",2,NA,NA,328,3
"concord",NA,"ffd",1857,130,"1857-05-10","Myrica","gale",0,NA,NA,1113,7
"concord",NA,"ffd",1857,149,"1857-05-29","Oxalis","europaea",0,NA,NA,353,1
"concord",NA,"ffd",1857,158,"1857-06-07","Oxalis","violacea",0,NA,NA,1850,1
"concord",NA,"ffd",1857,198,"1857-07-17","Parthenocissus","quinquefolia",0,NA,NA,1102,1
"concord",NA,"ffd",1857,138,"1857-05-18","Pedicularis","canadensis",0,NA,NA,1092,3
"concord",NA,"ffd",1857,181,"1857-06-30","Pogonia","ophioglossoides",1,NA,NA,358,2
"concord",NA,"ffd",1857,143,"1857-05-23","Polygala","pauciflora",0,NA,NA,363,2
"concord",NA,"ffd",1857,149,"1857-05-29","Polygonatum","pubescens",0,NA,NA,373,1
"concord",NA,"ffd",1857,241,"1857-08-29","Polygonum","arifolium",2,NA,NA,1123,1
"concord",NA,"ffd",1857,240,"1857-08-28","Polygonum","pensylvanicum",0,NA,NA,NA,4
"concord",NA,"ffd",1857,242,"1857-08-30","Polygonum","tenue",0,NA,NA,392,1
"concord",NA,"ffd",1857,181,"1857-06-30","Potentilla","arguta",0,NA,NA,357,2
"concord",NA,"ffd",1857,155,"1857-06-04","Potentilla","canadensis",0,NA,NA,405,1
"concord",NA,"ffd",1857,186,"1857-07-05","Potentilla","palustris",0,NA,NA,1118,5
"concord",NA,"ffd",1857,146,"1857-05-26","Prunus","maritima",0,NA,NA,733,2
"concord",NA,"ffd",1857,146,"1857-05-26","Prunus","pensylvanica",0,NA,NA,1111,2
"concord",NA,"ffd",1857,146,"1857-05-26","Prunus","serotina",0,NA,NA,355,2
"concord",NA,"ffd",1857,143,"1857-05-23","Prunus","pumila",2,NA,NA,373,2
"concord",NA,"ffd",1857,152,"1857-06-01","Photinia","floribunda",2,NA,NA,737,1
"concord",NA,"ffd",1857,152,"1857-06-01","Photinia","melanocarpa",2,NA,NA,370,1
"concord",NA,"ffd",1857,157,"1857-06-06","Ranunculus","flabellaris",2,NA,NA,371,1
"concord",NA,"ffd",1857,138,"1857-05-18","Rhododendron","canadense",2,NA,NA,366,3
"concord",NA,"ffd",1857,196,"1857-07-15","Rhus","glabra",0,NA,NA,368,4
"concord",NA,"ffd",1857,174,"1857-06-23","Rudbeckia","hirta",2,NA,NA,368,14
"concord",NA,"ffd",1857,149,"1857-05-29","Sagina","procumbens",0,NA,NA,NA,1
"concord",NA,"ffd",1857,85,"1857-03-26","Symplocarpus","foetidus",0,NA,NA,361,220
"concord",NA,"ffd",1857,119,"1857-04-29","Taraxacum","officinale",0,NA,NA,351,4
"concord",NA,"ffd",1857,196,"1857-07-15","Tephrosia","virginiana",0,NA,NA,1124,4
"concord",NA,"ffd",1857,160,"1857-06-09","Triosteum","aurantiacum",1,NA,NA,731,1
"concord",NA,"ffd",1857,150,"1857-05-30","Uvularia","perfoliata",0,NA,NA,350,1
"concord",NA,"ffd",1857,132,"1857-05-12","Vaccinium","angustifolium",0,NA,NA,367,2
"concord",NA,"ffd",1857,138,"1857-05-18","Vaccinium","corymbosum",0,NA,NA,366,3
"concord",NA,"ffd",1857,151,"1857-05-31","Vaccinium","oxycoccos",0,NA,NA,328,1
"concord",NA,"ffd",1857,132,"1857-05-12","Veronica","serpyllifolia",0,NA,NA,360,2
"concord",NA,"ffd",1857,157,"1857-06-06","Viburnum","lentago",0,NA,NA,361,1
"concord",NA,"ffd",1857,138,"1857-05-18","Viola","conspersa",2,NA,NA,361,3
"concord",NA,"ffd",1857,123,"1857-05-03","Viola","sagittata",2,NA,NA,367,4
"concord",NA,"ffd",1857,138,"1857-05-18","Viola","pedata",0,NA,NA,738,3
"concord",NA,"ffd",1857,174,"1857-06-23","Vitis","labrusca",0,NA,NA,738,14
"concord",NA,"ffd",1858,159,"1858-06-08","Acorus","calamus",0,NA,NA,1470,1
"concord",NA,"ffd",1858,141,"1858-05-21","Actaea","rubra",0,NA,NA,1455,1
"concord",NA,"ffd",1858,164,"1858-06-13","Andromeda","glaucophylla",0,NA,NA,379,2
"concord",NA,"ffd",1858,109,"1858-04-19","Anemone","quinquefolia",0,NA,NA,721,1
"concord",NA,"ffd",1858,183,"1858-07-02","Apocynum","cannabinum",0,NA,NA,356,4
"concord",NA,"ffd",1858,96,"1858-04-06","Aquilegia","canadensis",0,NA,NA,718,212
"concord",NA,"ffd",1858,175,"1858-06-24","Aralia","hispida",0,NA,NA,1467,1
"concord",NA,"ffd",1858,136,"1858-05-16","Aralia","nudicaulis",0,NA,NA,724,1
"concord",NA,"ffd",1858,164,"1858-06-13","Arenaria","lateriflora",0,NA,NA,1104,2
"concord",NA,"ffd",1858,149,"1858-05-29","Arethusa","bulbosa",0,NA,NA,359,1
"concord",NA,"ffd",1858,134,"1858-05-14","Arisaema","atrorubens",0,NA,NA,1084,1
"concord",NA,"ffd",1858,221,"1858-08-09","Asclepias","tuberosa",0,NA,NA,1447,1
"concord",NA,"ffd",1858,179,"1858-06-28","Asparagus","officinalis",0,NA,NA,NA,4
"concord",NA,"ffd",1858,238,"1858-08-26","Aster","simplex",0,NA,NA,739,2
"concord",NA,"ffd",1858,149,"1858-05-29","Berberis","vulgaris",0,NA,NA,1097,1
"concord",NA,"ffd",1858,96,"1858-04-06","Caltha","palustris",0,NA,NA,304,212
"concord",NA,"ffd",1858,103,"1858-04-13","Capsella","bursa-pastoris",0,NA,NA,727,7
"concord",NA,"ffd",1858,135,"1858-05-15","Senna","hebecarpa",2,NA,NA,642,1
"concord",NA,"ffd",1858,112,"1858-04-22","Chamaedaphne","calyculata",0,NA,NA,718,1
"concord",NA,"ffd",1858,134,"1858-05-14","Chelidonium","majus",0,NA,NA,723,1
"concord",NA,"ffd",1858,155,"1858-06-04","Clintonia","borealis",0,NA,NA,734,4
"concord",NA,"ffd",1858,143,"1858-05-23","Comandra","umbellata",0,NA,NA,723,2
"concord",NA,"ffd",1858,123,"1858-05-03","Comptonia","peregrina",2,NA,NA,369,5
"concord",NA,"ffd",1858,149,"1858-05-29","Cornus","canadensis",0,NA,NA,1095,1
"concord",NA,"ffd",1858,151,"1858-05-31","Cornus","florida",0,NA,NA,378,1
"concord",NA,"ffd",1858,150,"1858-05-30","Cypripedium","acaule",1,NA,NA,369,1
"concord",NA,"ffd",1858,223,"1858-08-11","Desmodium","canadense",0,NA,NA,740,1
"concord",NA,"ffd",1858,236,"1858-08-24","Desmodium","marilandicum",0,NA,NA,744,1
"concord",NA,"ffd",1858,103,"1858-04-13","Epigaea","repens",0,NA,NA,719,7
"concord",NA,"ffd",1858,175,"1858-06-24","Epilobium","angustifolium",0,NA,NA,693,1
"concord",NA,"ffd",1858,179,"1858-06-28","Epilobium","coloratum",0,NA,NA,723,4
"concord",NA,"ffd",1858,162,"1858-06-11","Euphorbia","cyparissias",0,NA,NA,291,1
"concord",NA,"ffd",1858,118,"1858-04-28","Fragaria","virginiana",0,NA,NA,713,6
"concord",NA,"ffd",1858,139,"1858-05-19","Gaylussacia","baccata",2,NA,NA,346,1
"concord",NA,"ffd",1858,141,"1858-05-21","Genista","tinctoria",0,NA,NA,2173,1
"concord",NA,"ffd",1858,138,"1858-05-18","Geranium","maculatum",0,NA,NA,353,1
"concord",NA,"ffd",1858,236,"1858-08-24","Gerardia","pedicularia",0,NA,NA,742,1
"concord",NA,"ffd",1858,157,"1858-06-06","Geum","rivale",0,NA,NA,738,2
"concord",NA,"ffd",1858,220,"1858-08-08","Habenaria","blephariglottis",1,NA,NA,1477,1
"concord",NA,"ffd",1858,174,"1858-06-23","Hieracium","venosum",0,NA,NA,742,3
"concord",NA,"ffd",1858,109,"1858-04-19","Houstonia","caerulea",0,NA,NA,359,1
"concord",NA,"ffd",1858,223,"1858-08-11","Hypericum","virginicum",0,NA,NA,1489,1
"concord",NA,"ffd",1858,157,"1858-06-06","Hypoxis","hirsuta",2,NA,NA,374,2
"concord",NA,"ffd",1858,161,"1858-06-10","Iris","versicolor",0,NA,NA,369,2
"concord",NA,"ffd",1858,164,"1858-06-13","Kalmia","angustifolia",0,NA,NA,373,2
"concord",NA,"ffd",1858,137,"1858-05-17","Kalmia","polifolia",2,NA,NA,361,1
"concord",NA,"ffd",1858,143,"1858-05-23","Krigia","virginica",1,NA,NA,1091,2
"concord",NA,"ffd",1858,150,"1858-05-30","Ledum","groenlandicum",0,NA,NA,NA,1
"concord",NA,"ffd",1858,157,"1858-06-06","Lepidium","campestre",0,NA,NA,NA,2
"concord",NA,"ffd",1858,238,"1858-08-26","Liatris","borealis",0,NA,NA,1480,2
"concord",NA,"ffd",1858,111,"1858-04-21","Lindera","benzoin",0,NA,NA,1061,2
"concord",NA,"ffd",1858,174,"1858-06-23","Lysimachia","quadrifolia",0,NA,NA,1472,3
"concord",NA,"ffd",1858,139,"1858-05-19","Maianthemum","canadense",0,NA,NA,710,1
"concord",NA,"ffd",1858,135,"1858-05-15","Malus","malus",0,NA,NA,356,1
"concord",NA,"ffd",1858,231,"1858-08-19","Mikania","scandens",0,NA,NA,744,5
"concord",NA,"ffd",1858,219,"1858-08-07","Monarda","fistulosa",0,NA,NA,721,2
"concord",NA,"ffd",1858,222,"1858-08-10","Monotropa","hypopithys",2,NA,NA,398,1
"concord",NA,"ffd",1858,222,"1858-08-10","Monotropa","uniflora",0,NA,NA,747,1
"concord",NA,"ffd",1858,165,"1858-06-14","Morella","pensylvanica",2,NA,NA,742,1
"concord",NA,"ffd",1858,136,"1858-05-16","Nemopanthes","mucronata",2,NA,NA,729,1
"concord",NA,"ffd",1858,150,"1858-05-30","Nuphar","variegata",2,NA,NA,729,1
"concord",NA,"ffd",1858,149,"1858-05-29","Oxalis","europaea",0,NA,NA,365,1
"concord",NA,"ffd",1858,149,"1858-05-29","Oxalis","violacea",0,NA,NA,356,1
"concord",NA,"ffd",1858,130,"1858-05-10","Polygala","pauciflora",0,NA,NA,352,1
"concord",NA,"ffd",1858,140,"1858-05-20","Polygonatum","pubescens",0,NA,NA,356,1
"concord",NA,"ffd",1858,132,"1858-05-12","Potentilla","canadensis",0,NA,NA,342,2
"concord",NA,"ffd",1858,171,"1858-06-20","Potentilla","norvegica",0,NA,NA,730,6
"concord",NA,"ffd",1858,132,"1858-05-12","Potentilla","simplex",0,NA,NA,1104,2
"concord",NA,"ffd",1858,128,"1858-05-08","Prunus","americana",0,NA,NA,727,1
"concord",NA,"ffd",1858,125,"1858-05-05","Prunus","cerasus",0,NA,NA,1093,1
"concord",NA,"ffd",1858,129,"1858-05-09","Prunus","pensylvanica",0,NA,NA,348,1
"concord",NA,"ffd",1858,130,"1858-05-10","Prunus","serotina",0,NA,NA,349,1
"concord",NA,"ffd",1858,141,"1858-05-21","Prunus","pumila",2,NA,NA,363,1
"concord",NA,"ffd",1858,151,"1858-05-31","Prunus","virginiana",0,NA,NA,739,1
"concord",NA,"ffd",1858,139,"1858-05-19","Ranunculus","abortivus",0,NA,NA,1824,1
"concord",NA,"ffd",1858,137,"1858-05-17","Ranunculus","acris",0,NA,NA,1087,1
"concord",NA,"ffd",1858,123,"1858-05-03","Ranunculus","repens",0,NA,NA,704,5
"concord",NA,"ffd",1858,162,"1858-06-11","Raphanus","raphanistrum",1,NA,NA,1461,1
"concord",NA,"ffd",1858,235,"1858-08-23","Rhexia","virginica",0,NA,NA,755,3
"concord",NA,"ffd",1858,137,"1858-05-17","Rhododendron","canadense",2,NA,NA,364,1
"concord",NA,"ffd",1858,148,"1858-05-28","Rhododendron","viscosum",0,NA,NA,1443,5
"concord",NA,"ffd",1858,124,"1858-05-04","Ribes","aureum",2,NA,NA,1457,1
"concord",NA,"ffd",1858,96,"1858-04-06","Sambucus","canadensis",0,NA,NA,1386,212
"concord",NA,"ffd",1858,159,"1858-06-08","Sarracenia","purpurea",0,NA,NA,726,1
"concord",NA,"ffd",1858,96,"1858-04-06","Saxifraga","virginiensis",0,NA,NA,718,212
"concord",NA,"ffd",1858,157,"1858-06-06","Senecio","aureus",0,NA,NA,738,2
"concord",NA,"ffd",1858,141,"1858-05-21","Silene","caroliniana",0,NA,NA,720,1
"concord",NA,"ffd",1858,161,"1858-06-10","Smilacina","racemosa",0,NA,NA,1465,2
"concord",NA,"ffd",1858,226,"1858-08-14","Spiraea","tomentosa",0,NA,NA,751,3
"concord",NA,"ffd",1858,139,"1858-05-19","Stellaria","calycantha",0,NA,NA,734,1
"concord",NA,"ffd",1858,103,"1858-04-13","Stellaria","media",0,NA,NA,727,7
"concord",NA,"ffd",1858,108,"1858-04-18","Taraxacum","officinale",0,NA,NA,354,5
"concord",NA,"ffd",1858,135,"1858-05-15","Thalictrum","dioicum",1,NA,NA,717,1
"concord",NA,"ffd",1858,139,"1858-05-19","Trientalis","borealis",2,NA,NA,1089,1
"concord",NA,"ffd",1858,139,"1858-05-19","Trillium","cernuum",0,NA,NA,1089,1
"concord",NA,"ffd",1858,155,"1858-06-04","Trillium","undulatum",2,NA,NA,NA,4
"concord",NA,"ffd",1858,162,"1858-06-11","Triosteum","aurantiacum",1,NA,NA,367,1
"concord",NA,"ffd",1858,217,"1858-08-05","Utricularia","purpurea",0,NA,NA,1490,34
"concord",NA,"ffd",1858,158,"1858-06-07","Utricularia","vulgaris",0,NA,NA,726,1
"concord",NA,"ffd",1858,123,"1858-05-03","Uvularia","perfoliata",0,NA,NA,338,5
"concord",NA,"ffd",1858,133,"1858-05-13","Uvularia","sessilifolia",1,NA,NA,1461,1
"concord",NA,"ffd",1858,129,"1858-05-09","Vaccinium","angustifolium",0,NA,NA,362,1
"concord",NA,"ffd",1858,135,"1858-05-15","Vaccinium","corymbosum",0,NA,NA,362,1
"concord",NA,"ffd",1858,164,"1858-06-13","Vaccinium","oxycoccos",0,NA,NA,378,2
"concord",NA,"ffd",1858,232,"1858-08-20","Veronica","persica",0,NA,NA,1862,1
"concord",NA,"ffd",1858,134,"1858-05-14","Viola","brittoniana",2,NA,NA,1089,1
"concord",NA,"ffd",1858,132,"1858-05-12","Viola","conspersa",2,NA,NA,359,2
"concord",NA,"ffd",1858,123,"1858-05-03","Viola","cucullata",0,NA,NA,718,5
"concord",NA,"ffd",1858,109,"1858-04-19","Viola","sagittata",2,NA,NA,351,1
"concord",NA,"ffd",1858,133,"1858-05-13","Viola","lanceolata",0,NA,NA,733,1
"concord",NA,"ffd",1858,127,"1858-05-07","Viola","pedata",0,NA,NA,354,2
"concord",NA,"ffd",1858,136,"1858-05-16","Viola","pubescens",0,NA,NA,1450,1
"concord",NA,"ffd",1878,206,"1878-07-25","Achillea","millefolium",0,NA,NA,8085,5
"concord",NA,"ffd",1878,195,"1878-07-14","Aegopodium","podagraria",0,NA,NA,8037,7
"concord",NA,"ffd",1878,117,"1878-04-27","Amelanchier","canadensis",0,NA,NA,8037,4
"concord",NA,"ffd",1878,216,"1878-08-04","Anaphalis","margaritacea",0,NA,NA,8047,4
"concord",NA,"ffd",1878,111,"1878-04-21","Anemone","quinquefolia",0,NA,NA,7307,7
"concord",NA,"ffd",1878,111,"1878-04-21","Anemonella","thalictroides",1,NA,NA,8025,7
"concord",NA,"ffd",1878,181,"1878-06-30","Anthemis","cotula",0,NA,NA,8769,1
"concord",NA,"ffd",1878,233,"1878-08-21","Apocynum","cannabinum",0,NA,NA,7355,17
"concord",NA,"ffd",1878,121,"1878-05-01","Aquilegia","canadensis",0,NA,NA,7330,3
"concord",NA,"ffd",1878,113,"1878-04-23","Arctostaphylos","uva-ursi",0,NA,NA,8040,2
"concord",NA,"ffd",1878,139,"1878-05-19","Arethusa","bulbosa",0,NA,NA,7295,1
"concord",NA,"ffd",1878,125,"1878-05-05","Arisaema","atrorubens",0,NA,NA,7296,1
"concord",NA,"ffd",1878,146,"1878-05-26","Armoracia","rusticana",2,NA,NA,8030,7
"concord",NA,"ffd",1878,216,"1878-08-04","Aster","dumosus",0,NA,NA,8034,4
"concord",NA,"ffd",1878,216,"1878-08-04","Aster","umbellatus",0,NA,NA,8038,4
"concord",NA,"ffd",1878,206,"1878-07-25","Baptisia","tinctoria",0,NA,NA,8800,5
"concord",NA,"ffd",1878,111,"1878-04-21","Caltha","palustris",0,NA,NA,7320,7
"concord",NA,"ffd",1878,118,"1878-04-28","Capsella","bursa-pastoris",0,NA,NA,7320,1
"concord",NA,"ffd",1878,156,"1878-06-05","Castilleja","coccinea",0,NA,NA,8043,2
"concord",NA,"ffd",1878,153,"1878-06-02","Celastrus","scandens",0,NA,NA,7663,5
"concord",NA,"ffd",1878,201,"1878-07-20","Cephalanthus","occidentalis",0,NA,NA,8035,6
"concord",NA,"ffd",1878,138,"1878-05-18","Cerastium","vulgatum",0,NA,NA,8047,1
"concord",NA,"ffd",1878,111,"1878-04-21","Chamaedaphne","calyculata",0,NA,NA,7304,7
"concord",NA,"ffd",1878,176,"1878-06-25","Chrysanthemum","leucanthemum",0,NA,NA,8059,16
"concord",NA,"ffd",1878,201,"1878-07-20","Cichorium","intybus",0,NA,NA,8787,6
"concord",NA,"ffd",1878,195,"1878-07-14","Circaea","quadrisulcata",0,NA,NA,8041,7
"concord",NA,"ffd",1878,216,"1878-08-04","Clematis","virginiana",0,NA,NA,8042,4
"concord",NA,"ffd",1878,209,"1878-07-28","Clethra","alnifolia",0,NA,NA,8026,3
"concord",NA,"ffd",1878,148,"1878-05-28","Clintonia","borealis",0,NA,NA,7298,2
"concord",NA,"ffd",1878,195,"1878-07-14","Convolvulus","arvensis",0,NA,NA,NA,7
"concord",NA,"ffd",1878,154,"1878-06-03","Cypripedium","acaule",1,NA,NA,7309,1
"concord",NA,"ffd",1878,201,"1878-07-20","Diervilla","lonicera",0,NA,NA,8805,6
"concord",NA,"ffd",1878,90,"1878-03-31","Epigaea","repens",0,NA,NA,7292,7157
"concord",NA,"ffd",1878,195,"1878-07-14","Epilobium","angustifolium",0,NA,NA,7325,7
"concord",NA,"ffd",1878,153,"1878-06-02","Erigeron","pulchellus",0,NA,NA,8425,5
"concord",NA,"ffd",1878,181,"1878-06-30","Galium","trifidum",0,NA,NA,8417,1
"concord",NA,"ffd",1878,212,"1878-07-31","Galium","triflorum",0,NA,NA,8056,3
"concord",NA,"ffd",1878,212,"1878-07-31","Gaultheria","procumbens",2,NA,NA,8051,3
"concord",NA,"ffd",1878,139,"1878-05-19","Geranium","maculatum",0,NA,NA,7306,1
"concord",NA,"ffd",1878,212,"1878-07-31","Goodyera","pubescens",0,NA,NA,7650,3
"concord",NA,"ffd",1878,209,"1878-07-28","Gratiola","aurea",0,NA,NA,8798,3
"concord",NA,"ffd",1878,176,"1878-06-25","Habenaria","fimbriata",1,NA,NA,8782,16
"concord",NA,"ffd",1878,216,"1878-08-04","Habenaria","flava",1,NA,NA,8813,4
"concord",NA,"ffd",1878,209,"1878-07-28","Habenaria","lacera",1,NA,NA,8050,3
"concord",NA,"ffd",1878,209,"1878-07-28","Habenaria","psycodes",1,NA,NA,8039,3
"concord",NA,"ffd",1878,212,"1878-07-31","Hedeoma","pulegioides",0,NA,NA,8032,3
"concord",NA,"ffd",1878,111,"1878-04-21","Houstonia","caerulea",0,NA,NA,7307,7
"concord",NA,"ffd",1878,188,"1878-07-07","Hypericum","ellipticum",1,NA,NA,8008,6
"concord",NA,"ffd",1878,188,"1878-07-07","Hypericum","perforatum",0,NA,NA,8787,6
"concord",NA,"ffd",1878,201,"1878-07-20","Hypericum","punctatum",0,NA,NA,7673,6
"concord",NA,"ffd",1878,146,"1878-05-26","Hypoxis","hirsuta",2,NA,NA,7294,7
"concord",NA,"ffd",1878,188,"1878-07-07","Ilex","verticillata",0,NA,NA,8782,6
"concord",NA,"ffd",1878,201,"1878-07-20","Impatiens","capensis",0,NA,NA,8783,6
"concord",NA,"ffd",1878,216,"1878-08-04","Inula","helenium",0,NA,NA,8032,4
"concord",NA,"ffd",1878,177,"1878-06-26","Iris","prismatica",0,NA,NA,8775,1
"concord",NA,"ffd",1878,177,"1878-06-26","Iris","versicolor",0,NA,NA,7321,1
"concord",NA,"ffd",1878,153,"1878-06-02","Kalmia","angustifolia",0,NA,NA,7294,5
"concord",NA,"ffd",1878,176,"1878-06-25","Kalmia","latifolia",0,NA,NA,8041,16
"concord",NA,"ffd",1878,160,"1878-06-09","Leontodon","autumnalis",1,NA,NA,8759,4
"concord",NA,"ffd",1878,182,"1878-07-01","Lilium","canadense",0,NA,NA,8023,1
"concord",NA,"ffd",1878,195,"1878-07-14","Lilium","philadelphicum",1,NA,NA,8778,7
"concord",NA,"ffd",1878,153,"1878-06-02","Linaria","canadensis",0,NA,NA,8036,5
"concord",NA,"ffd",1878,195,"1878-07-14","Linaria","vulgaris",0,NA,NA,8793,7
"concord",NA,"ffd",1878,111,"1878-04-21","Lindera","benzoin",0,NA,NA,7305,7
"concord",NA,"ffd",1878,212,"1878-07-31","Lobelia","cardinalis",0,NA,NA,8039,3
"concord",NA,"ffd",1878,209,"1878-07-28","Lobelia","spicata",0,NA,NA,8794,3
"concord",NA,"ffd",1878,153,"1878-06-02","Lupinus","perennis",0,NA,NA,7632,5
"concord",NA,"ffd",1878,201,"1878-07-20","Lycopus","americanus",0,NA,NA,8776,6
"concord",NA,"ffd",1878,181,"1878-06-30","Lyonia","ligustrina",0,NA,NA,8781,1
"concord",NA,"ffd",1878,181,"1878-06-30","Lysimachia","quadrifolia",0,NA,NA,7312,1
"concord",NA,"ffd",1878,176,"1878-06-25","Lysimachia","terrestris",0,NA,NA,8768,16
"concord",NA,"ffd",1878,130,"1878-05-10","Maianthemum","canadense",0,NA,NA,7296,1
"concord",NA,"ffd",1878,195,"1878-07-14","Mentha","arvensis",0,NA,NA,8032,7
"concord",NA,"ffd",1878,209,"1878-07-28","Mimulus","ringens",0,NA,NA,8042,3
"concord",NA,"ffd",1878,209,"1878-07-28","Monotropa","hypopithys",2,NA,NA,7292,3
"concord",NA,"ffd",1878,209,"1878-07-28","Monotropa","uniflora",0,NA,NA,7292,3
"concord",NA,"ffd",1878,209,"1878-07-28","Nepeta","cataria",0,NA,NA,8795,3
"concord",NA,"ffd",1878,212,"1878-07-31","Pastinaca","sativa",0,NA,NA,8054,3
"concord",NA,"ffd",1878,133,"1878-05-13","Pedicularis","canadensis",0,NA,NA,7665,2
"concord",NA,"ffd",1878,133,"1878-05-13","Polygala","pauciflora",0,NA,NA,7308,2
"concord",NA,"ffd",1878,209,"1878-07-28","Polygala","sanguinea",2,NA,NA,8788,3
"concord",NA,"ffd",1878,180,"1878-06-29","Potentilla","argentea",0,NA,NA,8067,3
"concord",NA,"ffd",1878,146,"1878-05-26","Potentilla","canadensis",0,NA,NA,7319,7
"concord",NA,"ffd",1878,131,"1878-05-11","Prunus","pensylvanica",0,NA,NA,7307,1
"concord",NA,"ffd",1878,122,"1878-05-02","Prunus","virginiana",0,NA,NA,7276,1
"concord",NA,"ffd",1878,117,"1878-04-27","Ranunculus","bulbosus",0,NA,NA,8015,4
"concord",NA,"ffd",1878,104,"1878-04-14","Ranunculus","fascicularis",0,NA,NA,8775,14
"concord",NA,"ffd",1878,125,"1878-05-05","Rhododendron","canadense",2,NA,NA,7293,1
"concord",NA,"ffd",1878,180,"1878-06-29","Rhododendron","viscosum",0,NA,NA,7337,3
"concord",NA,"ffd",1878,146,"1878-05-26","Rumex","acetosella",0,NA,NA,8038,7
"concord",NA,"ffd",1878,111,"1878-04-21","Sanguinaria","canadensis",0,NA,NA,NA,7
"concord",NA,"ffd",1878,104,"1878-04-14","Saxifraga","virginiensis",0,NA,NA,7313,14
"concord",NA,"ffd",1878,153,"1878-06-02","Senecio","aureus",0,NA,NA,7301,5
"concord",NA,"ffd",1878,139,"1878-05-19","Silene","caroliniana",0,NA,NA,7303,1
"concord",NA,"ffd",1878,156,"1878-06-05","Sisyrinchium","atlanticum",0,NA,NA,NA,2
